,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0.0872678323085569,0.134458767792924,0.0108859792657448,0,0.0294730196812391,0,0.113821974764916,0.064611412916064,0,0,0,0,0
ETH,0,0,0.0367542293716284,0.0817700988260739,0.00476401882420162,0,0,0.0408895922106749,0,0,0.0721074776181901,0,0,0.283284488780318,0,0,0,0,0,0
XRP,0,0.226089420600581,0,0.00929159928787139,0.0349296640341046,0,0.0705492000955644,0.1476658823507,0.0629625784918435,0,0.0430345749841997,0,0.0823051582911974,0.0867712677813212,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0.154208974596399,0.0354472852782969,0.268856440303879,0,0.137635347321897,0,0,0,0,0,0,0,0,0
EOS,0,0,0.202943970877331,0.213404793701351,0,0,0.0593015889941065,0,-0.187764377420189,0,0.229919692031544,0,0,0,0.100860372045147,0,0,0,0,-0.172965763515667
LTC,0,0.10458363415336,0,0.166764908588899,0,0,0.0843789939405981,0.0455285250896034,0.0374113971193585,0,0.107522220299016,0.0177488786516889,0.000470258053764105,0.0781649699218006,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0.340087784094885,0.0819268550366434,0,0.123553287651121,0,0,0.164807510337613,0,0,0,0,0,0
XLM,0,0,0.329892254898724,0,-1.73472347597681e-18,0,0.110230857211672,0,0.00109764991884595,0,0,0,0.0677677828322993,0.21977435188548,0,0,0,0,0,0
MIOTA,0,0,0.108608978151346,0,0,0,0.0883969586715449,0.101653937734552,0,0.0930055725455807,0.0520579365843166,0,0,0.122405902483635,0.0720539676609166,0,0,0,0,0
TRX,0,0,0,0.187189735970658,0,0,0,0.374343312148984,0,0,0,0,0,0,0.111943629586448,0,0,0,0,0
NEO,0,0,0,0,0.0656550246039271,0,0,0.267421892273983,0.173991301178309,0,0,0.0677811556596573,0,0.0320546629326296,0.186967020328004,0,0,0,0,0
DASH,0,0,0,0.0238212786557187,0,0,0,0.228027221876795,0.0691179409612186,0.0610198977807176,0.0520982651002514,0,0,0.172269308537253,0,0,0,0,0,0
XMR,0,0,0,0.112726305620786,0.0108801705260476,0,0.0273488962054575,0.209770610156385,0,0,0,0,0,0.175734805047622,0.00722426346394493,0,0,0,0,0
XEM,0,0.133892104068492,0.0293081578369526,0.0143229223548091,0,0,0.0964897448028999,0.429467330404254,0,0.0690343448272063,0.0480350690059352,0,0,0,0,0,0,0,0,0
ETC,0,0,0.0632176272410579,0,0.105635200357256,0,0.0461195826650153,0.117447533041745,0.119273399109807,0.00732604608887019,0.0696800827668797,0.0936380018377103,0,0.107682658252279,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238290035459677
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220927075342799
DXY.Curncy,0,0,0,0,0,0,0,0,0.00395945177052236,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0.0041995765716145,0,-0.00487569718293341,0,0,-0.0076587235231382,0,0,0,0,0,0,0,0,0,-0.117312550590174
VIX.Index,0,0,0,0,-0.100230133586869,0.0842425994180266,0,-0.173345580550065,-0.100940276929652,0,0.228617880230347,-3.46944695195361e-18,0,0,0.0835797286437602,0,0,0,-4.59016592890913,0
