,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.530306589238204,-0.0059370518836935,0.0430686506674605,0,0.0846624842364896,0,0,0,0,0,0,0.00894281439342458
XRP,0.0130327285900175,0,0,0,0.0665428140636631,0,0.228166965333375,0,0.0205747814343646,0,0,0,0,0,0
ETH,0,0,0,0,-0.16058996618831,0,0,0,0,0.0568194722252221,0,0,0,0,0
LTC,0.68224589712453,0,0,0,0.0489364725813359,0,0,0,0,0,0,0,0,0,-0.0104350663208303
DOGE,0.354567072007409,0,0,0.265827720149127,0,0,0.102461503671915,0,0.00211347441271506,0,0,0,0,0,0
DASH,0.521893111728189,0,-0.326941684433077,0,-0.129104305890138,0,-0.00546485259842281,-0.249954741238247,-0.0597516408296514,0,0,0,0,0,-0.0246834543850108
XLM,0,0,0,0,0.215722741259597,0,0,0,0.0608664250890009,0.122547164716575,0,0,0,0,0
XMR,0.437009841969443,0,0,0,0.0663327149898799,-0.117211579740661,0.221781506979392,0,-0.0771541425736395,0,0,0,0,0,-0.0331008872168202
XEM,-0.255559998980948,0.17951850358968,0.20749600075201,0,0,0.268201109356357,0.327751544905942,0.366350895526465,0,0,0.765959038296136,-0.471473465121197,0,0,0.0423242059183794
DGB,0.273332533392898,0,0,0,0.0192964987095214,0,0.3053684225981,0,-8.67361737988404e-19,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0172037201903194,0,0,0,0,0.0161820724715653,0,0,0,0,0,-0.0555519087439846
CVIX.Index,0,0,0.0283431403061363,0,0,0,0.00891378662239306,0.0168084772738654,-0.0312282901915222,0,0,0,0,0,0.100152889262146
DXY.Curncy,0,0,0,0,-0.000730859581992377,0,0,0.00716039122150017,0,0,0,0,0,0,-0.0129947603825092
SPX.Index,0,0.0150753433868062,0,0,-0.00784086073064625,-0.0158354550060549,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.10603116386183
VIX.Index,0,0,0,-0.275680324534276,-0.0129750828765221,0,0.129246473292073,0,-0.014468117140323,0.0903101688282467,0,0,0,-4.8113611092965,0
