,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0255345997375338,0.0352887055035357,0.0192217265319217,0.0751324657495756,0.0104092151103318,0.106284537482653,0,0,0,0,0.0283362275105404,0.0916032105106171,0,0,0,0,0
ETH,0,0,0.0106661854491643,0.0768449817250037,0,0,0,0,0.112192307381373,0.0387849048969823,0,0.116397564209706,0,2.16840434497101e-19,0.158737203892131,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0,0,0,0.108107840608821,0,0.0596946822840137,0,0,0,0,0,0
XRP,0,0.107028774302886,0.00509147144858784,0,0,0,0,4.33680868994202e-19,0.0548345482960444,0,0,0,0.102378863107516,0,0.0731327523636343,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.070624347976076,0.419767285241015,0,0,0.0777645466721234,0,0,0,0,0,0,0.0288744844592221
DASH,0,0,0,0,0,0,0.0422340841979846,0,0.0738870992131895,0,0,0,0,0.154485855800367,0.0980570675729492,0,0,0,0,0
XEM,0,0,0,0,0,0.145413657386653,0,0,0.00856002498475272,0,0,0,0.119123523367624,0,0.24232592046188,0,0,0,0,0
XMR,0,0,0,0.064239292434277,0,0,0,0,0.0236472313900772,0,0,0.0405835542056757,0.31990291677112,0.143191973482409,0.0168183354016261,0,0,0,0,0
MIOTA,0,0.0561888598555072,0,0,0,0,0.119850606602129,0,0,0,0.110627675445005,0.339391048210136,0,0.194014186264563,0,0,0,0,0,0
ETC,0,0.26906170343412,0,0,0.196851701788023,0,0,0,0.0131094093543004,0,0,0,0,0.123429882735369,0.05625599291633,0,0,0,0,0
NEO,0,0,0,0,0,0,0.185291362158977,0,0.0815798844109056,0,0,0,0,0.451519154557437,0,0,0,0,0,-0.0846629014797049
ZEC,0,0.184215141393999,0,0,0,0.0719473950191964,0,0.0262076411690221,0.0335164908078887,0,0,0,0.0844512964462183,0.194745860476164,0.0144981847969096,0,0,0,0,0
XLM,0,0,0,0.256299819222311,0,0,0,0.320638995350577,0,0,0,0.00888750583098176,0,0,0.160437313523228,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0.0139096474262324,0.02509753631944,0.059610768266988,0.139623495608006,0.074378345733703,0,0.188540832742498,0,0,0,0,0
BAT,0,0.217058086602392,0,0,0,0.061123699893707,0.0868235771005804,0,0.0955707250807843,0,0,0.0731690329793038,0.199525875517223,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0019688328032043,0,0.0199501438900008,0,0,0.0251271377480366,-0.00594232644622916,0,0,0.0245035137112891,-0.0492424237314235,0.0391764961372499,0,0,0,0,0,-0.022463150348114
CVIX.Index,0,0,0,0.0304142163814966,0,0.00748281649764731,0,0,0.00370042789216079,0.00043197004949456,0,-0.0517932566386549,-0.0246887096218239,0,0.0241227826178428,0,0,0,0,0.0478070655815536
DXY.Curncy,0,0,0.00266614809474261,0.00698546642563234,0.0103947113745261,-0.00436137755054732,0,0,0.00575172123192469,0,0.00343014690074103,0,-0.0164190395037239,0,-0.00295581810871725,0.0992833003425228,-0.0280335745943471,0,0,0
SPX.Index,0,0,0,0,0,-0.00189420371259701,0,-0.00242258104310681,0,0,0.000887863586498657,0,0,0,0,0,0,0,0,-0.038283879435903
VIX.Index,0,0.12313285317681,0,0,0,-0.214835997155801,0,0,0.163045251642438,-0.0602676214787032,-0.018593608556041,0,0,-0.0964983259555273,0.00963216261483486,0,0.634782864433444,0,0,0
