,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0869563459275002,-8.67361737988404e-19,0,0,0,0,0.102515977584974,0.17261703546163,0,0,0,0.101513121786925,0,0,0,0,0
ETH,0,0,0,0.131411211990349,0.0702685474879746,0,0,0,0.148713409849972,0.145848995153877,0,0.0171385290914989,0,0.0088876468465669,0.0670995636394933,0,0,0,0,0
XRP,0,0,0,0.00213353713646243,0.189632288987801,0,0,0,0.219916456948945,0.0541631163076948,0,0,0,0.0277640212496841,0.0883318634171859,0,0,0,0,0
BCH,0,0,0,0,0.361723081813375,0,0,0,0.0173951179002458,0.218592757499722,0.0769414702524231,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.178264342234849,0,0.0167558020970533,0,0.133100803563123,0.23411229186245,0.0992737264530676,0.0503890033708734,-2.16840434497101e-19,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.145755694882817,0,0,0.28050111377971,0.0769942092567102,0,0,0.110309835762773,0,0,0.0878383322266807,0,0,0,0,0
LTC,0,0,0,0.441438796244855,0.034360506580036,0,0,0,0.0882142502669619,0,0,0,0,0.0258017510432228,0,0,0,0,0,0
ADA,0,0,0,0.054167618276618,0.0798340779492733,0.231085823099336,0,0,0.0127515957061377,0.137842655334725,0.0332993849952122,0,0,0.0163679767813319,0.237926662044048,0,0,0,0,0
MIOTA,0,0,0,0,0.306648695946471,-8.67361737988404e-19,0,0.0385826313108579,0,0.149542298179225,0.0216363007970745,0.280583837181767,0,0,0,0,0,0,0,0
TRX,0,0,0,0.270425956142935,0.16928048246518,0.0603477637964237,0,0.231779856333981,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.316719660255411,0.128438641675147,0.0201288247051666,0,0,0,0,0,0.0972129085867701,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0410031572125157,0,0,0,0.255983944625013,0.153717265085907,0.0627759326489861,0,0,0,0.150572652511177,0,0,0,0,0
DASH,0,0,0,0.0631053314457156,0.141250303142436,0,0,0.068609876898248,0.007875180897262,0,0,0.0576201743445746,0,0.0820110538168702,0,0,0,0,0,0
ETC,0.0427009474209088,0.313164744692218,0,0.269951878959906,0,0,0,0,0.0685578463337608,0,0,0,0,0,0.101778778530113,0,0,0,0,0
XEM,0,0,0,0.0410042296236725,0.210520918662208,0.227779049291674,0,0.00834947115540242,-1.73472347597681e-18,0,0,0.125422140076184,0,0.0563632136921958,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260929929669698
CVIX.Index,0,0.0358610983542559,0,0,0,0,0,0,-2.16840434497101e-19,0.0500867724390196,0,0.0186157625843283,-0.13682660692513,-0.0193066333147417,0,-0.350805065373003,0,0,0,0.0147303034694396
DXY.Curncy,0,0,0,0,0,0,0,0.00703982127640454,-0.0171888531927205,0,0.0081627422988537,0,0,0,0,0,0.0621310334202282,0,0,-0.00746887052638693
SPX.Index,0,0,0,0,0,0,0,0,-0.00451461521958389,0,0,0,0,0,0,0,0,0,0,-0.0582275037735682
VIX.Index,0.445569196708229,0,-0.0758276351987925,0,-0.295168885622476,-0.235780569266728,0,0,0,0.225061758040921,-0.119499613176318,0,0,0,0,0,0.231503151310629,0,-3.10185625412893,0
