,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.183002261470706,-0.0290329768490019,0.0142790958386201,-0.023211490868572,0,0,-0.00659883903802431,0.000202416894814192,0,0,0,0,0,0,0.024595941890474
ETH,0,0,0.1871929207588,0.621400932402163,0.134639094614847,0,0,0,0,0.0816744954158981,0,0.0597429577779826,0.106836259553907,0,0,0,0,-0.0379032656984384
XRP,0,0.0496472286772885,0,0,0,0,0,0,0,0.0555284917713342,-0.0394723772953563,-0.0226687157104242,0,0,0,0,0,-0.0962001647521924
LTC,0.572867289419851,0,0,0,-0.00201097681021546,0,0,0,0,0,-0.0019879958267399,-0.00433134061521532,-0.00256733908139978,0,0,0,0,-0.00799972110458398
XMR,-0.772517667982732,0,0.0218643156147957,-0.519633496397738,0,0,0.315183615308749,0.308670280306587,0,-0.0106826711907944,-0.0261538024111609,-0.0500444116386741,0,0,0,0,0,0.0760272119980127
ETC,0,0,0,0,0.031988632857141,0,0,0.0954335756762831,0,0,8.67361737988404e-19,-0.0181901466164795,0.191869820977855,0,0,0,0,0
DASH,0,0,0,0.167075329534127,0.149302327434666,0,0,0.0156829905318046,0,0.0917738967693245,-0.0384906957347254,-0.0641834880942809,-0.0530827644302318,0,0,0,0,0
XEM,0,0,0.194950887686086,0,0.107262129629414,0.137658609454603,0,0,0,0.00424271120589067,0.0110811330736423,0,0,0,0,0,0,0
DOGE,0,0,0,0,-0.0484355738907321,0,0,0.0453118565028156,0,-0.0114318417478663,-0.00830368561365294,0.00132125654573467,0,0,0,0,0,0.00324516036473922
XLM,0,0,0,0,0.116135071112412,0,0,0,0,0,0,-0.0154580679381804,0,0,0,0,0,0
ZEC,0,0,-1.23652375268617,0,0,0,-0.681139657821042,-0.246084681367766,0,0,0,0,0,0,-0.802094981512442,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0411923344883046,0,0,0.0139895113190205,0,0,0,0,-0.00218230489576865,0.0133361888678213,0,0,0,0,0,-0.070191399101428
CVIX.Index,0,0,0,0,0.041095008293512,0,0,0,0,-0.028306214048871,-0.00429294824397091,0.0112999372751894,0,0,0,0,0,0.11098244881328
DXY.Curncy,0,0,-0.00761979741800707,0,-0.00116689935716399,0.0023682777284565,0,0.00800434815520007,0,-0.00386386314347545,0,0.00028169295255021,0,0.0249313238605909,0,0,0,-0.0217661663944731
SPX.Index,0,0,0,0,0,0,0,0,0,0,-0.00040229060376213,0.00546326462271866,0,0,0,0,0,-0.0435585014648837
VIX.Index,-0.382884461254657,-0.0824390325570186,0,0,-0.0653642283635149,0.0621625490642819,0,0,0.177533108112682,-0.171389321506072,-0.0243309222538767,0.0952733384037184,-0.0628928404835516,-0.75397736563731,0.396717295912521,0,0,0
