,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.147820598995796,0.0390198807136777,-1.73472347597681e-18,0,0,0,0.186957210786309,0.0131350975840307,0,0,0,0,0,0
LTC,0.363749024726815,0,0.0917651971248501,-0.00362257864406166,0.03281305332683,0.20256516301664,0,8.67361737988404e-19,-0.00410476878016394,0,0,0.0640778707217302,0,0,0
XRP,0.637174516306415,0,0,0,-0.106754225650867,0.0620259158475171,0.0746832903384431,-0.187108006608169,0.0300357091282516,0,0,0,0,0,0
ETH,0,0,0,0,0,0.608258915247524,0.146933146175156,0,-0.0660731984091465,-0.188824647706178,0,0,0,0,-0.140676638666881
DASH,0,0.327967345146661,-0.0577289542737259,0,0,0.347046055422392,0,0,0.0251798547504821,0.010731513284455,0,0,0,0,-0.0427709631223453
DOGE,0,0.27950786032015,0.14303417353013,0.0218578349306705,0.00787626244587527,0,0,0.0930149832941795,0,0,0,0,0,0,0.00717546741171836
XLM,0,0.150228934335069,0,0,0,0,0,0,-0.0289734883856907,0.0816603875352665,0,0,0,0,0
XMR,0.125167711563419,0,0,0,0,0.0955815466571221,0,0,0.00990327958908056,0,0,0,0,0,0
DGB,0,0,0,0.128770147737745,0,0.713539638745482,0.403153152488783,0,0,0.0499608886890703,0,-0.0972103052222042,0,0,-0.104969968222406
XEM,0.406360362862698,-8.67361737988404e-19,0,0,0,0.221668162194315,0.412154630276887,0.0350689289298021,0.0504569913809323,0,0.209399913999233,0,0,0,0
BV010082.Index,0,0.0520160828854493,0,0,0,0,0,0,-0.00571935757160998,0,0,0,0,0,-0.000189440094330264
CVIX.Index,0,0.0487687979691589,0,-0.0282109881749559,0,0,-0.0535737422707491,0,0,0.0120483751632666,0,0,0,0,0.135687894797094
DXY.Curncy,0,0,0,0.00231881514802353,0,0,-0.00990653456760487,0.0119157939252655,0.00119588897698502,0.0141241817213875,0,0,0,0,-0.00424150339674767
SPX.Index,0,0,-0.00323367120602431,0,0,0,0,0,0,0,0.0219467611326254,0,0,0,-0.114692865341158
VIX.Index,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-3.5594646285386,0
