,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0982660098609363,0.0263163387620771,0,0,0,0,0,0,0.0973627582840265,0.298071617022942,0.0194707295868205,0,0,0,0,0,0
XRP,0,0,0,0.11369588112235,0.176604498307671,0.106642831461385,0,0,0,0.00418719979623471,0,0,0,0.0352941265945637,0,0,0,0,0,0
ETH,0,0,0,0.171874727850472,0.115152086522307,0,0,0,0.00566178652915011,0.024834357347597,0.0715144373145718,0.0607685582978181,0,0.170871122829567,0,0,0,0,0,0
BCH,0,0,0,0,0.296117807392434,0.312283417233369,0,0,0.103777162763533,0.200795433762319,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0.17215177774741,0,0,0.490134264315498,0,0,0,0.148301560790396,0,0,0,0,0,0
XLM,0,0,0,0.205080411940821,0.199956663436075,0,0,0,0,0,0.0311802109907663,0.0882894405034434,0,0.0489422935892081,0,0,0,0,0,0
LTC,0,0,0.207980366714346,0.0555679680797283,0.113918026051987,0,0,0,0.00199183519349483,0,0.103475429422593,0,0.0207192508032501,0.0818430547130274,0,0,0,0,0,0
TRX,0,0,0.198614191713717,0.0723093550008792,0,0,-3.46944695195361e-18,0,0,0.384284637540279,0,0.108486515570029,0,0,0,0,0,0,0,0
BSV,0,0,0.0020412211905668,0.679401251964092,0,0,0,0,0,0,0,0.0177188732454832,0,0,0,0,0,0,0,-0.0822074888501255
ADA,0,0,0,0.156673705575938,0.281808847086207,0,0,0.178176274553937,0,0,0.0170091432170595,0,0.181811612456835,0,0,0,0,0,0,0
MIOTA,0,0,0.0735563990148513,0.234569508923722,0.0585823821764774,0,0,0,0.0450638625996431,1.38777878078145e-17,0,0,0.18127494230389,0.152877512414243,0,0,0,0,0,0
BNB,0,0,1.73472347597681e-18,0.0168369926359002,0.164565540884406,0,0.2125113677655,0,0,0.214517977936154,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0.190673256711759,0.058915424995473,0,0,0,0,0,0.199399062534398,0,0,0,0.248983883688263,0,0,0,0,0,0
DASH,0,0,0.183021957299871,0,0.167441496934261,0,0,0,0,0,0,0,0.405988067786807,0,0,0,0,0,0,0
XEM,0,0,0,0.124590854036264,0,0,0,0.00186809191386455,0,0.219587999134024,0,0,0.15145391966131,0.027858604349102,0,0,0,0,0,0
BV010082.Index,0,0,-0.0572876626729936,-0.0552603676830709,0,-0.0715257933114674,0.0717389753660226,0,0.0184457009469616,0,0.0283107800323342,0.0636358363965323,0,0,0.0792527726467894,0,-0.0178167277350938,0,0,-0.0675562272760715
CVIX.Index,0,0,0.0834561487349499,0.0278065779648978,0,0,0,0,0.0127588609557079,0,0.0335240661108523,-0.120790756610107,-0.0820015979433067,0.0225295680703381,0,0,0,0,0,0.0747873555191059
DXY.Curncy,0,0,0,0,0.00676576035957432,0,0,-0.0403299727057404,0.00212708818576525,0.0142909264042519,0,0.0027908295579633,0,0.00181472955054797,0.0127457565226177,0.0178293743074153,0,0,0,-0.00212537547850991
SPX.Index,0,0,0,-0.000231218926147235,0,0,0,0,0,0,0,0,0,-0.00646585430418305,0,0.03547386716326,0,0,0,-0.127082739102194
VIX.Index,0,0,0,0,0.115747046373847,0.0651710426367101,0,0.159502349635246,0.0417925494749176,0,0.096907136023186,0.0425671463069823,-0.50573357568346,0,0,-0.535819836980637,0,0,-2.87509154248759,0
