,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.134687058938507,0,0.0305392794702038,0,-0.00706756692461709,0,-0.0131624129674698,0,0.0025438665079927,-0.0043343834790008,0,0,0,0,0
ETH,0,0,0.0688108914657578,0,0.162820372188149,0.082876550722149,0,0,0,0,0.0349490150332036,0,0,0,0,0,0,0.094202760863561
XRP,0,0,0,0,0,0,0,0,0,0.380034567072481,-0.0551535999786438,0,0,0,0,0,0,0
LTC,0.544731562623098,0,0,0,-0.000597815918197729,0,0,0,0,-0.000820439624064757,-0.00475691539326166,-0.00151239848576943,0,0,0,0,0,0
XMR,0,0.407190102475492,0,0,0,0,0,0.17402552390509,-0.376348642730946,0.025863664139423,-0.119423190830474,-0.0147711833019087,-0.125935151670373,0,0,0,0,-0.105210169276089
ETC,0,0,0,0,0,0,0,0,0,0,-0.0220204515610721,0,0,0,0,0,0,0
DASH,0,0,0,0,0.157544249549176,0,0,0.0465120719123884,0,0.022152224306338,-0.0416219428416427,-0.0584286922849454,-0.0263408464396446,0,0,0,0,0
XEM,0,0,0.131479412751874,0,0.0734386047198892,0.135036595420628,0,0,0,-0.026566126871125,-0.00133526543560821,0,0,0,-0.135321777863046,0,0,-0.0406073616274182
DOGE,0,0,0.0497263995998432,0,-0.0667364116928587,0,0,0,0,0,0.0155090867991489,-0.0114824382957927,0,0,0,0,0,0.00970230052391531
XLM,0,0,0.554330392829703,-0.247064006540296,0.0365954236710959,0.183395695792803,0,-0.0865872245634273,0,0,0.0328503773292051,-0.0120798845089416,0.127942453123496,0,0,0,0,0
NEO,0,0.481476893987287,0,0,-0.407387109915329,0,-0.873802113456913,0,1.66414839104659,0,0,0.0100446469056968,0,0,0,0,0,0.0690363486363301
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0712598348652876,0,0,0,0.0271860883004737,0,-0.125961166676888,0,0.00397395105886978,0,0.032040875151303,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0666446550854568,0.011238653826545,0,0,0,0,0,0,0.10650252033064
DXY.Curncy,0,0,-0.00560821816327642,0,0,0,0,0,0,0,0.00199524711440047,0.000275030651019819,0.00378959153696629,0.0426465233999392,0,0,0,-0.00213588138677788
SPX.Index,0,0,0.00562830143231023,0,0,0,0,0.00621858229097468,0,0,0,-0.000585875473485574,0,0,0,0,0,-0.0690077606021015
VIX.Index,0,0,0.106412735372099,0,-0.146286682224569,-0.283764726933485,0,0.200381053199202,0,-0.147659983822467,0.0138416555501373,-0.0423256781081953,0,0,0.62324106815505,0,-1.63995966336848,0
