,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0897106381556436,0,0.0640380162904996,0.0940040741148866,0,0,0,0.0534703345493551,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.0606438230384122,0.036880547006521,0.177740466655545,0,0,0.144340035606446,0,0.0941338844879985,0.109712306544366,0,0,0,0,0,0,0,0,0
XRP,0,0.219936045355076,0,0,0.0046340890597894,0,0,0.11287053253409,0,0,0.0912623363059044,0,0,0,0,0,0,0,0,-0.0397696559144989
BCH,0,0.313959262631511,0,0,0.0344448399660509,0,0,0.016329485789389,0,0.187358842133419,0,0,0,0,0,0,0,0,0,0
EOS,0,0.502512072945774,0,0,0,0,0,0.079164986797864,0,0.0355221225392811,0.0549778152204391,0,0,0.0344441644628848,0,0,0,0,0,0
XLM,0,0,0.148644292370438,0,0,0,0,0.111282634104517,0,0.228717676176862,0,0,0,0.123383282197527,0,0,0,0,0,0
LTC,0,0.136431890687511,0,0.0566086275894929,0.180273913426092,0,0,0.0495541790066941,0,0.0651156069462833,0.134681269240397,0.0284487691729757,0,0,0,0,0,0,0,0
ADA,0,0.070530570064267,0.130797446731256,0,0.135314306967531,0.0206763860183785,0,0,0,0.158222992494045,0.0612697914595561,0,0,0.268300173404698,0.0889345228744882,0,0,0,0,0
XMR,0,0.322509050642639,0.0275774345583329,0,0.0633581906915324,0,0,0,0,0,0.0877697879308675,0,0,0.211254882916191,0,0,0,0,0,0
TRX,0,0.246794814706087,0,0,0,0,0,0.213147633156231,0,0,0.240224865341507,0,0,0,0,0,0,0,0,-0.0057389284036604
MIOTA,0,0.109837064370118,0.0625934558451977,0,0,0,0,0,0,0.218570182294663,0,0,0,0.358260878595166,0,0,0,0,0,0
DASH,0,0.242479364492143,0,0,0.0496388827064832,0,0,0.120514120987786,0,-1.0842021724855e-19,0.225795408979205,0,0,0,0,0,0,0,0,0
BNB,0,0.266688046603248,0,0,0,0,0,0,0.00796216107685436,0,0,0.0757184874405245,0,0.163535017248212,0,0,0,0,0,0
NEO,0,0.0257861764277568,0,0.0855485959753306,0,0,0,0.173459155389985,0,0.0192580236388708,0.340246606442949,0.17552561213129,0,0,0,0,0,0,0,-0.00875183228928506
ETC,0,0.304129731768176,0.0276951115225977,0,0,0,0,0.117635453556332,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,-0.0249256966520686,0,0,0,0,0,0,0,-0.0337689446115653
CVIX.Index,0,-0.0720883611582604,0.0437515072827942,0,-0.0183536195638208,0,0,0,0,0,0.0558018321046233,0,0,0,0,0,0,0,0,0.0550754339899012
DXY.Curncy,0,-0.0175226017973432,-0.0122137987464123,0.00555987447037566,0,0,0,0.00845163257130385,0,-0.00228835821757954,0,0,0,0,0,0,0.0282353135000227,0,0,-0.00796809642829803
SPX.Index,0,0,-0.0152328460249814,0,0,0,0,0,0,0,0.0111567117492923,0,0,0,0,0,0,0,0,-0.0904606990364201
VIX.Index,0,0,-0.211287443639074,0.0468223963609853,0,0,0,0,0,0,0.223585038726738,0.0938974837585255,-0.167385712884189,-0.232032851593577,0,0,0,0,-3.52503374448911,0
