,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0615145233053726,0.067211190979887,0.0792070567431347,0.133405444674936,-0.0192178776390291,0,0.0312234311905662,0,0.0526651221325677,0,0,0,0,0
ETH,0,0,-0.0297767010565156,0,0.0925565400906549,4.33680868994202e-19,0,0.503695130267266,0,0,0.120114761177046,0,0,0,0,0,0,0
XRP,0,0.0538091693850896,0,0,0,0,0,0,0.0182208711864328,0,0.402957019838442,0,-0.0854309170767912,0,0,0,0,0
LTC,0,0,0,0,0,0.0658662219201047,-0.0807826521923075,0.080323022114013,0,0.087297687258921,0.015368774285502,0,0,0,0,0,0,0
DASH,-0.0571207189889042,0,-0.13646276557008,0.0493756215240924,0,0,0.0385510888039802,0,0.222117067068179,0,0,0,0.0964533333947027,0.316933486962744,0,0,0,0
ETC,0,0.264605925263859,0,0,0.06773203330015,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0.00579369232645726,-0.0856357983133214,0,0,0,0,0,0.197006113057978,0.140536968425284,-0.188296975330536,0,5.42101086242752e-20,0.249565244807845,0,0,0,0,-0.0610339298330586
XMR,0,0.350675162709599,0,0,0,0,0.0334941065791665,0,0.078992389004368,-0.069393043721473,0,0,0,0,0,0,0,0
ZEC,0,0,0,0,0.185514024553462,0,0.0131786387918524,0.148890704644337,0,0.166334597579477,0,0.11974004653559,0,0,0,0,0,0
DOGE,0,0,0.164497821757279,0.0956853505779338,0,0.110608033463618,0,0,0,0,0.0727081212534562,0,0,0,0,0,0,0
XLM,0,0.0352537368929555,0.401569356794934,0.159039176979972,0.00461127713709414,0,0,0,0,0.186540774368588,0,0,0.254810497229582,0,0,0,0,-0.075724104521563
NEO,0,0,-0.0220022620032087,0,0.0762599464342951,0,0,0,0.166918071499455,0,0.0721908138784262,0,0,0,0,0,0,0
DGB,0.286693934098598,0.0133077774413879,-0.114021950415982,-0.0389745258987003,0.0439879409929278,0,0.0184726574710509,0,0,0,0.145025615023813,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0101035731081061,0,-0.0461759435455936,0,0,0,0,0,0,0.0140328185213951,0,0,0,0,-0.0870638957559002
CVIX.Index,0,0,0,0,0,0,-0.0256467385915547,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0189187292958965,0,0.000349178340670821,0.00511342026053779,0,0,-0.0047913526900824,0,0,0,0,-0.0178498559195994,0.00725057034733621,0.0653912004986097,0.00383718268890306,0,0,0.028248199812543
SPX.Index,0,0.000262244125918172,0.00137510556712267,0.00412341637861601,0,0,0.00371453093398893,0.0011953697002325,0,0,0,0,0,0,0,0,0,-0.023860818856512
VIX.Index,0,0,0,0,-0.046776370003124,0,0,-0.143059685184991,0,0.0087660451878632,0,0,0,0,0,0,0,0
