,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XMR,DASH,MIOTA,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.215509765034436,0,0.0841420779647193,0,0,0.0361776546568396,0.11147776634893,0,0.0215459824183498,0.0453609604909573,0.0255860262383275,0,0,0,0,0,0
ETH,0,0,0.0784365599697975,0.0723053787179724,0,0,0.0186306285025619,0,0,0.093840100847084,0,0,0,0,0.177153860436239,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.0909012859926039,0,0,0,0,0.0376105933695475,0.347536931564745,0.0586074538929428,0,0,0,0,0
BCH,0,0,0,0,0,0,0.0643284010219029,0,0,0.00799737793409243,0.272835475844473,0.114537010809718,0.0570559875200512,0,0.104860272428739,0,0,0,0,0
LTC,0,0,0.0442729999688459,0.152261893581433,0,0,0,0,0.108741803130338,0.0613106191713529,0,0.0201705026646714,0.0307295508776843,0.0399679315129474,0.149081751832632,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0.0180648171424603,0.137016127482049,0,0.00999080547377626,0,0.171789822834995,0.0826364498453629,0,0,0,0,0
NEO,0,0,0,0.0724831597963087,0,0.123364958721693,0,0,0,0.13563780369899,0,0.0877631794466951,0,0,0.269447545950088,0,0,0,0,0
XLM,0,0,0.250087921089667,0,0,0.311134097292323,0,0,0.0531011567856418,0,0.0164431988092488,0,0,0.0897508083636057,0.0788521705530838,0,0,0,0,0
EOS,0,0,0,0,0,0.0729637327809424,0,0.102232582280724,0,0.0816389644872854,0,0.0535192381639792,0.108302198242686,0.0338195117504409,0.269256126867374,0,0,0,0,0
XMR,0,0,0,0.0289779285581457,0.0343828446360416,0,0.092552959602612,0,0,0,0.301956523584248,0.262480622329644,0,0.000844225931474292,0.0431715398811791,0,0,0,0,0
DASH,0,0,0.0213214099906579,0.0506616927612901,0,0,0.0111392445816035,0,0.0949116650996289,0.127322979459169,0,0,0.0554576582469317,0.151157672040506,0.0755196815453123,0,0,0,0,0
MIOTA,0,0,0.0183810260960581,0.135487532709111,0,0.0191944662707971,0.0309225758094152,0,0.190495471642741,0.0943148939624592,0,0,0,0.218155799022813,0,0,0,0,0,0
XEM,0,0,0,0,0,0.173069362627398,0.134578770085096,0,0.0479728059785629,0.0470465694186419,0,0,0,0.142900798023301,0.00739557004154273,0,0,0,0,0
TRX,0,0,0.366975816973249,0.269320718232325,0,0,0,0,0,0,0,0,0.201749091196793,0,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0.268981262660179,0.0767487695071365,0.0653286082664301,0,0,0,0.0852969454702912,0.202262221533891,0,0,0,0,0,0
BV010082.Index,0,0,0,0.000266828960981299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430822165047988
CVIX.Index,0,0,0,0,0.0385489707580358,0.0299546764709808,0,0,0,-0.00731020981198215,0,0,0.0582931487385025,-0.0564369543120539,-0.0432410361504544,0,0,0,0,0.0296319949623275
DXY.Curncy,0,0,0,0,-0.00966421984499978,0,0,-0.00964971171834949,0,0,0,0,0,0,0.00470053512176627,0,0,0,0,0.00959804445214343
SPX.Index,0,0,0,0,0,0,0.00773403790508004,0,0,0,0,0,0,-0.0125470426614518,0,0,0,0,0,-0.0599826604553621
VIX.Index,0,0,0,-0.469881338058493,0,0,0.147700575144487,0,-0.0132655277600707,0.128661893209847,0,-0.0236305129649634,0.0735365982416667,0.258149505743474,3.46944695195361e-18,0,0,0,-3.49928438561048,0
