,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0176213028719214,0,0.350578849322227,0,0,0.0179646449280806,0.0564242217476744,0,0.0561634856011979,0.0311905787461365,0,0,0,0,0
ETH,0.151200085542421,0,0,0,-0.152998089584119,0.109229811503293,0.0434320744454061,0,0,0.0686475210388356,0.113876942511304,0,-0.249635309137935,0,0,0
XRP,0,0,0,0,-0.012955360990921,-0.0126339232183082,0.0115725121147176,0,0,0.0339558700511802,0.045786492429812,0,0.118295002836863,0,0,-0.076834661088229
LTC,0.568171923458427,0,0,0,-0.0038077279645644,0,0.0119952774287693,-1.0842021724855e-19,0,0,0,0,0,0,0,-0.0108689724395867
ETC,0,-0.187786618409956,0,0,0,0,-0.122833502207919,0,0,0,0,0,0,0,0,0
DASH,0,0.047328760405743,0,0,0.00415975062383849,0,0.00774124895150497,0.0312184972442145,0,0.0574383361568495,0,0,0,0,0,-0.101572851767191
XMR,0.533445848056533,0,0,0,-0.00172652085752351,0,0,-0.0148528633465857,0,0,0.141458282369252,0,0,0,0,-0.168848427316507
XEM,1.13529161706706,0.134412729198992,0.185534344493284,0,0.030371120903591,0.289796726606398,0,0,0,0.247307977658951,0,0,0,0,0,0.0195451944808623
DOGE,0.436541647998672,0,0.0703735917464896,0.140112851167247,0,0,-0.00929011902068232,0.0125951416197273,0,0,-0.0155955088110555,0,0,0,0,-0.0109091500123441
XLM,0,0.0219170385429615,0,0,-0.0497017980146394,0,0.0438724803759606,0.153132713034325,0,0,0,0,0,0,0,0.122083232912054
DGB,0,0.377982388176416,0,0,0.0357306551614163,0,-0.0809190920686449,0.109083003665451,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0772193372578929,-0.029615055957337,0.0103628104143368,-0.0115845086977154,0,0,0,0.0157329674222005,0,0,-0.0643000345027255,0,0,0.0111900864645475
CVIX.Index,0,-0.132895964103072,0,0,-0.0213813399529584,0.0902140692832503,-0.0554494820735781,0.0151557253018066,0.0876912147001717,-0.00796683213558768,0.0922068817225387,0,0,0,0,0.303347256808696
DXY.Curncy,0,-0.00811474621849416,0,0,-0.001517298734528,0,0,0,0,0,0,0,0.0111530009275148,0,0,0.00386877123260609
SPX.Index,0,0,0,0,-6.7762635780344e-21,0.00613859944532167,0,-0.000894093085702163,0,0,-0.00813118733218311,0,-0.0201584850506559,0,0,-0.0377764892169407
VIX.Index,0,0.0759153844299246,-0.051961448700951,0,0.0789249988922525,0.0166794031127346,0,-0.139847542998557,-0.266504878275739,0.34075645603936,0,0.251608757670354,0.410594302023072,0,-3.40558747622406,0
