,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,DASH,MIOTA,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.247976213836336,0,0,0.0728957805162795,0,0.0597411221869329,0,0,0.0395052041079676,0.0516645944330665,0,0.0256252372921281,0,0,0,0,0
ETH,0,0,0,0.0626199616260075,0,0,0.115730924694983,0,0,0,0,0,0.153966109933546,0.124721578509845,0.0654609821495157,0,0,0,0,0
XRP,0,0,0,0,0,0.15433510162873,0,0.0667338701765161,0,0,0,0,0.149451150008524,0.197373188310248,0.104059970389393,0,0,0,0,0
BCH,0,0,0,0,0.305511258241234,0,0.0827908304653258,0,0,0,0,0.158036249479702,0,0.175046901008796,0,0,0,0,0,0
LTC,0,0,0,0.257341976132621,0,0,0,0,0.0865238575371209,0,0,0,0,0.149186416728237,0.0223953113086745,0,0,0,0,0
ADA,0,0,0.080288852908182,0,0,0,0,0.109075438392883,0.0502778737856336,0,0.0561476920472571,0,0.136607964891318,0,0.0888504119609569,0,0,0,0,0
NEO,0,0.124983653162178,0,0.132634142828728,0,0.0830740965203508,0,0.120580333680596,0,0,0,0.00948276765759962,0.150769168799162,0.137076195899065,0,0,0,0,0,0
XLM,0,0,0.231593046633937,0,0,0.269569646373828,0.112550935770691,0,0.0186534792140392,0,0,0,0.081488886771394,0,0,0,0,0,0,0
EOS,0.0197043222887862,0,0,0.104102045336604,0,0.0502971316441299,0,0,0,0,0,0.164579430375902,0.0745665742439496,0.219913268952963,0.084383648657568,0,0,0,0,0
DASH,0,0,0,0.119342158296948,0,0,0,0,0.054971273427443,0,0,0.188568108342874,0,0.119858451387736,0.110945479113529,0,0,0,0,0
MIOTA,0,0,0.0370263140739846,0.176146198521774,0,0,0,0,0.147435001417303,0,0,0.0205568130837776,0.115749765484213,0.201154896051303,0.0361219821378622,0,0,0,0,0
XMR,0,0,0,0.0956227014415508,0,0,0.0827418347354138,0,0,0.25074030561821,0.154985697269535,0,0.0528104442830711,0.168744957180034,0.00802977166480818,0,0,0,0,0
XEM,0,0,0.0327420504546127,0.0519561994234153,0,0,0,0.173173939158419,0,0,0,0.155558419412315,0,0.0655533467031866,0.0144835440044287,0,0,0,0,0
ETC,0,0,0.0495618994692076,0.225555980902276,0,0,0.0586662940016669,0,0.110954092588602,0,0,0.167235197831185,2.16840434497101e-19,0,0.0770041325236446,0,0,0,0,0
TRX,0.248361734679735,0,0.337455544944854,0.258812535874243,0,0,0,0.082216294893328,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327151759999842
CVIX.Index,0,0,0.0577237012239507,-0.0287737228806929,0,0,0,0.00367690096127269,0,0,0.0193497571382761,-0.0370552801033652,0.0170166070595219,-0.028483602880378,-0.0188806886799232,0,0,0,0,0.054121291918119
DXY.Curncy,0,0,0,0,-0.00931531684032743,-0.0116469699410682,0,0,0,0,0,0.00685400240032846,0,0.00422525431632121,-0.0027824991366648,0,0,0,0,0.00979164152521655
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544651255894804
VIX.Index,0,0,-0.00452420779754027,0.0263685994791602,0.0526319175709685,0,0,-0.0691334886373539,-0.020519686438926,0,0.026691844377851,0.067188201377828,0,0,-0.0524733571832424,-2.18264616549574,0.224688174393493,0,-1.08614665752928,0
