,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,-0.00817411300411284,0,0,0,0,-0.00774690107666188
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792375148327654
XRP,0,0,0,0,0,0.00126670339327533,0,0,0,0.178392176065107,0.0273627092987488,0,0,0,0,0.0251857806917617
LTC,0.168028067696891,0,0,0,0.0606973126221297,0.00671937898382742,0,-0.0248131624758828,0.0260560444026037,-0.00655495449574812,-0.0164113263374389,0,0.0537031773423366,0,0,0
ETC,0,0,0,0,0,-0.00436762957112331,0.165206365797312,0,0,0,0,0,0,0,0,0
XMR,0,0.626314035040744,-0.188143848174708,0,0,0,0.332096145399637,0,-0.299386945893929,0.165113385550264,0,0,0,0,0,0
DASH,0,0,-0.106626095671603,0,-0.0744846133109067,0.0229462816399171,0,0,-0.173454644278971,0.152292174558108,-0.115972395235646,-0.189378358130194,0.100220187464919,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432018639204914
DOGE,0,0,0,0,0,-0.0239888508247055,0,0,0,0,-0.0415791346035596,0,0,0,0,0
XLM,0,0,0.55891510690196,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.0509432957087338,0,-0.0639375932417362,-0.0726735217449967,-0.207690132534571,0.111085298244372,0,0,0,0,0.402325996976434,0,0,-0.0389012753691006
BV010082.Index,0,0,-0.0808867279328241,-0.0589428042209125,0,0.0189022179157779,-0.0334673883287006,-0.0265796496720383,-0.0657014320679877,0,0.00542093412580136,0,0.278615685858401,0.467437029376902,0,0.00264607776194947
CVIX.Index,0,0,0.0258718479737294,0,-0.032364907979822,-0.00641482337302462,0.0536955949778859,0,0.0440776264573424,0.0714808954392391,0.0442958135695828,0,0,0,0,0.114621139799582
DXY.Curncy,0,0,-7.33572693992259e-05,0,-0.00258098600817461,0,0.00348640772905905,-0.00551393204321426,0,-0.00421923261827982,0.00366198546572951,0.061352386330854,0,0,0,0.00880192900021637
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687587280427473
VIX.Index,-0.00518751842206669,0,0.15432992589336,0,-0.0590594092707337,0,0,0,0,-0.212145685189178,0.0493280046665008,0,0.237263434659215,0,-8.09136538485186,0
