,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.122577086405089,0.0265916174077915,0.0133226777195374,0.0233570160687052,0,0,-0.00624421614766706,0.0140888711508054,0,0,0,0,0,-0.00648577894083039
ETH,0,0,0,0,0,0,0,0.000706660778772232,0,0.0886442236487436,0,0,0,0,0,0,0.127100710090773
XRP,0,0,0,0,0,0.0124422988335162,0,0,0,0.184602661978795,-0.0325679442561346,0,0,0,0,0,0
LTC,0.246552767007635,0,0.00235035374213782,0,0.044251046571587,0.00510152245813854,0,0.00921028875764962,0,0,0.00600827363089191,0,0,0,0,0,-0.00165330826363559
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.502337771953947,0.367778420982666,-0.124154829736526,0,0,0,0,0.223917512373192,-0.271720237081313,0.0691367319736065,-0.155563295497741,-0.100104986844152,0,0,0,0,-0.101986617642713
DASH,0,-0.116110128973341,-0.0612640778320189,0,0,0.041770640638464,0,0,0,0.0820329736177858,-0.0596171865844923,0,0,0,0,0,0
XEM,0,0,0.0469466809235984,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052127422962416
DOGE,0,0,0.028643016870285,0,0,-0.0410909695068311,0,0.0268598155268512,0,0.0528386132599498,0.0110721554524341,0,0,0,0,0,0
XLM,0,0,0.524612472503596,0,0.0720867953921784,0.00257127666202845,0,0,0,0,0.00400226718009068,0.088938521330918,0,0.321178786055943,0,0,0.0777854253584628
NEO,0,0,0.0450623732777185,0.61844629352443,0,-0.247182836482735,-1.10586276234388,0,1.3669478689537,0,0,0,0,0.516973520440261,0,0,0.164777573438265
DGB,0,0,0,0,0,-0.0398520930014899,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0197997293879868,-0.0665166657131535,0,0,0,0,0,-0.243613598560171,3.3881317890172e-21,0.00285547820578074,0.0300391136693646,0,0.0719786974869546,0,0,0
CVIX.Index,0,0,0,0,0,-0.0248068694033317,0,-0.0458372295613132,0,0.0587167270783689,0.00966797414337546,0,0,0,0,0,0.101698230110136
DXY.Curncy,0,0,-0.0107406504013733,0,-0.000536116396611342,-0.00067423303187686,0,0,0,0,5.42101086242752e-20,0.00690725610982879,0,0,0,0,0.0116667221200889
SPX.Index,0,0,0.00550895669896521,0,0,0,0,0.00596354553571004,0,0,0,0,0,0,0,0,-0.0691728694467303
VIX.Index,0,0,0.142688242657177,0,-0.114634934649566,0.0254457134568775,-0.210616645490253,0.0293550741083491,0,-0.161077384500578,0.0199871223557985,0,0,0.340813813767332,0,-3.8672703146938,0
