,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.190497675516969,0.149718394419868,0.196087817245508,0,0.0186596295618067,0,0,0,0,0.0113059326813063,0,0,0,0,0
ETH,0,0,0,0,0.0538791582348211,0.0926522399351466,0.210976686159762,0,0,0,0,0.0760262101004737,0.0374437128001972,0,0,0,0,0
XRP,0,0,0,0,0,0.104106986701739,0.0204959783877433,0.0340519798251938,0.118333233518659,3.46944695195361e-18,0.0147861225533126,0,0,0,0,0,0,0
LTC,0.507139934940576,0,0,0,0.0472088231528809,0,0.0428810526756274,0,0,0,0,0,0,0,0,0,0,0.00762029639118889
XMR,0.588268777629291,0,0,0.274818822426568,0,0.0686868778275242,-0.0430906873117909,-0.042555004271305,0,0,0.0378067025963808,0,-0.118832302803001,0,0,0,0,0
DASH,0.216433604686108,0.470560542349882,0,0,0.10245968989253,0,0.0559687825003894,0.0663994493929249,0,0,0,0,0,0,0,0,0,0
ETC,0,0.252181137517836,0,0,0,0.155676740431054,0,0,0,0.0837904678152909,0.200881298942222,0,0,0,0,0,0,0
XEM,0,0,0,0.178931937761926,-0.142886492794302,0.313244390644893,0.0669021351385327,0,0,0,0,0.0824673438615889,-0.0231561023970638,0,-0.49724131636596,0,0,0
DOGE,0.134071251711637,0,0.151969542266075,0,0,0.0344597738054828,0.0890077052270645,0,0,0,0.109054697509919,-0.0289544922827401,0.0135020287773675,0,0,0,0,-0.00699743198153476
ZEC,0,0.0870610492122056,0,0.37278959385411,0,0,0.0996299796678966,0,0,0,0,-0.0244630394351441,0.141467250570548,0,0,0,0,0
XLM,0,0,0,0.0403397261952974,0,0,0.21110325598615,0,0,0,0,0.109059372332416,0,0,0,0,0,0
NEO,0.150598709128382,0,0.162430579145787,0,0,0,0,0.0496095254613806,0,-0.2922083793555,0.246115217978044,0,0.152731360058511,0,0,0,0,-0.0708801243359255
DGB,0.300344794102104,-0.122959457184959,0,0,-0.050908508586869,0,-0.0337825217214522,0,0.223614849128957,0.443658801060293,-0.220948643304821,0.271718429324379,0,0,0,0,0,0.0785492658827002
BV010082.Index,0,0,0,0.018960957822335,0.046465720416798,0.0585574275065773,-0.0496822583515218,0,0.0981736538488694,-0.053676673411385,-1.0842021724855e-19,-0.0204372577507071,0,0,0,0,0,-0.0997625246126687
CVIX.Index,0.0471019775029038,0.0561520239958829,0,0.0370629090105748,0.0202472924921829,0,0,-0.0652314764507072,0,0,0,0,0,0,0,0,0,0.117263661472658
DXY.Curncy,0,0.00607664825552107,0,0.0119800016086741,0,0.0103207418360322,0,-0.00807254384753712,0,0,0,0,0,0.121611378724559,0,0,0,-0.00218333975552042
SPX.Index,0,0,0,-0.000932010007430345,0,0.00320046868660659,0,0,0,0,0,0.00257991035452707,-0.0033141188640435,0.0132584606762705,0,0,0,-0.050079225728111
VIX.Index,0,0,0,0,0.0302738117582097,0,0,-0.0941848005505921,0,0,0,0,0,0,0,0,0,0
