,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0168419095256041,0.0105538035483056,0.0621752554481477,0.0374134375977281,0.145146289880229,0,0.17691416710584,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.140742598685154,0,0.0497553493566711,0.0224103300205645,0.103129843882726,0,0,0.0218064603413962,0,0.065507084478447,0,0,0,0,0,0
XRP,0,0,0,0.026227198668071,0,0,0,0.018593090467314,0.0513906384022153,0,0,0,0,0.268928319152044,0,0,0,0,0,0
BCH,0,0,0,0,0.267771697095238,0,0.135104624725961,0,0.108474760850548,0,0.0841389830523622,0,0,0.184757520624444,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.0630034195027872,0,0.709272553539629,0,0,0.0261917015249101,0,0,0,0,0,0
DASH,0,0,0,0.0660827771226924,0,0,0.107576250448865,0.0474290103628523,0.128354103343083,0,0,0,0,0.125730369786961,-5.42101086242752e-20,0,0,0,0,0
XEM,0,0.418658607949844,0,0.0610123945594188,0,0.0726550250746323,0,0.00668875414888433,0,0,0,0,0,0.036081343588275,0.0183102539500095,0,0,0,0,0
NEO,0,0,0,0,0.123913630913215,0,0.330732407965296,0,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.200831428813873,0,0,0,-1.73472347597681e-18,0,0.186431466416063,0,0,0,0.219719113120874,0,0,0.256172269797383,0,0,0,0,0
XMR,0,0,0.101044064509078,0.0125886059188098,0,0,0,0.00398989035277299,0.0854135928123765,0,0,0.160360815614127,0,0.0797514118770617,0,0,0,0,0,0
ETC,0,0,0,0,0.331000717947198,0,0,0,0.052541425935452,0,0,0,0,0.0933009446043072,0,0,0,0,0,0
ZEC,0,0,0,0,0,0.366482499918423,0.00624719820572433,0,0,0.0547840577745222,0.00117353976352337,0,0,0.157216309906703,0.177680593095832,0,0,0,0,0.0596117779665937
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.0978021605754389,0.145019896882866,0,0,0,0.0195448095747688,0.00323443897490564,0,0.171145892883379,0.323460529704122,0.149094511707584,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.109767288554517,0.0765698896839472,4.33680868994202e-19,0.118584121476015,0.129918786472193,0,0.121898481041091,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0230997714933391,0,0,0,0,0,0,0,0,0,0,0.0147007088882505,0,0,0,0,-0.0410862229452615
CVIX.Index,0,0,0,0.0111304144174905,0,0,0.0150906895153298,0,0.0312904196819081,0,0,-0.0469297563178463,0.0340275061803929,-0.00853424512151421,-0.0256493856731539,0,0,0,0,0.0270445430542245
DXY.Curncy,-0.00261433547124773,0,0,-0.00315457226623543,0,-0.0187564208168442,0,0.000147000856465341,0,0,-0.000228809178696589,0,0,0,0.0130726625249146,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00442025729188398,0,0.000628732228031292,0,-0.000638364326528158,0,0,0,0.00113850330818664,0,0,0,0,0,-0.038021754665046
VIX.Index,0,0.157245630979959,0,0,0,-0.263508612272757,0.0146891077302027,0,0.153520427508911,0,-0.0522211794094241,0,0,0,-0.0707353360382288,0,0,0,0,0
