,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0674011049768045,0,0,0,0.0144543438555574,0.0842919049131514,0.0367579970029272,0,0,0,0.207383994012434,0,0,0,0,0,0
ETH,0,0,0.350552211152679,0.0517452387723842,0,0,0,0,0.0881017312533343,0,0,0,0,0.112264539717255,0,0,0,0,0,0
XRP,0,0,0,0.0220886101955414,0,0,0.0502988894167087,0.0812967749043047,0.0980661877359218,0.0422479075266937,0,0,0,0.348736642215348,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0.177070417188163,0.0229543390797211,0.206623468919508,0,0.163449515818072,0,0,0.0733582133580588,0,0,0,0,0,0
EOS,0,0,0,0.230240971699486,0,0,0.0439247204014735,0,0,0.0530929638163815,0.235459164563967,0,0,0,0,0,0,0,0,0
LTC,0,0,0.174212197346284,0.256700941137392,0,0,0.0277999316690081,0.0319510082730206,0,0,0.0816652639450433,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.0875115987016419,0.107284861210643,0,0,0.339127488551245,0.157445875673509,0,0.0173473720820716,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.0447941175646651,0,0.116888151398295,0,0.0792119885853842,0,0,0,0,0.361370247835587,0,0,0,0,0,0
MIOTA,0,0,0,0.0365150704641292,0,0,0.148248109638529,0,0,0,0.149907507144166,0,0,0.283982507286248,0.0831582451898208,0,0,0,0,0
TRX,0,0,0,0.210274086058399,0,0,0,0.384631341736287,0,0,0,0,0.046214241386041,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0600211146666492,0,0,0.105657900687978,0.115458219425523,0.0500692420980612,0,0.0362037583008195,0,0.224703645969503,0.0963213758819844,0,0,0,0,0
DASH,0,0,0,0.0918298094453436,0,0,0,0.15728460796295,0.0839502926220825,0.0342369389674144,0.015054241933677,0,0,0.249435427845584,0,0,0,0,0,0
XMR,0,0,0.289640684208689,0.0854170639075181,0,0,0.0708464170800012,0.02189362839496,0,0,0,0,0,0.233089229512814,0,0,0,0,0,0
XEM,0,0.282342552853556,0,0.0223808007983769,0,0,0,0.202074394300739,0.0331005471043085,0.0380936396013296,0.0784408706829506,0,0,0,0.171757083437244,0,0,0,0,0
ETC,0,0,0,0.0688841904307037,0,0,0.0217709806249589,0.0184107773892119,0.128746890208856,0.116975505979142,0.0576818770649416,0,0,0.151732567008423,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.00470042154633613,0,0.0117772751937121,0,0,0,0,0,0,0,-0.059910624811297
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,-0.00256856405456963,0,0,0,0,0.00165337634321435,-0.00020698317444673,0,0.00172519100290192,0,0,0,0,0.00127523663955129,0,0.0436741091571822,0,0,0
SPX.Index,0,0,0,0,0,0,-0.0101646582320348,0,0,0,0,0,0,0,0,0,0,0,0,-0.113191910515288
VIX.Index,0,0,0,-0.0850139934837698,-0.0504517366573409,0,0,-0.150094005625046,0.024435571593792,0,0.111972993683185,0,0,0,0,0,0,0,-2.74246027687736,0
