,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.110633541254814,0.093614105256772,0,0,0,0.0532950645196498,0.00899796331414097,0.0615100991360346,0,0,0,0,0,0,0,0
ETH,0,0,0.103779483519984,0.177437796529104,0,0,0.0986069883771465,0,0.0686158341228629,0,0,0,0,0,0,0,0,0
DASH,0.424664831118443,0,0,0,0,0,0,0,0,0,0,0,0.230516953701282,0,0,0,0,0
XMR,0,0.501721248848987,0,0,0,0,0,0.0115768979016294,0.00683239614001063,0,0,0,0,0,0,0,0,-0.11700908022832
XRP,0.106038900800605,0,-0.0146844085515262,0,0,0,0,0,0,0.213998901071039,0.0207316597185633,-0.0244981956537543,0,0,0,0,0,0
LTC,0.0285841967199165,0,0,0.0442341182077533,0,0,0.117372785673545,0,0,0.0011667404580806,0,0,0,0,0,0,0,0
ETC,0.112851650264624,0.220827491804653,0.0213793793493867,0,0,0.324230360904044,0,-0.034527557128559,0.132924518961876,0,0.074792961036165,0.0511105637281249,-0.049904184912337,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0.130813284413174,0,0,0,0,0,0,0,0,0
ZEC,0,0.0408432309842247,0.213303887415579,0,0,0,0.17135779504532,-0.0116263422915713,0,0.0927760495694429,0,0.0132518059598455,0.0710184796837167,0,0,0,0,0
DOGE,0.245223585057615,0,0,0,0.214113260895316,0,0,-0.0237766356485898,0.0926830418459445,0,0,0,-0.0160739310169179,0,0.105414162743203,0,0,0
XLM,0,0,-0.0204630774314171,0.191562909367814,0,0,0,0.000679470189666746,0,0,0,0,0.114584015126861,0,0,0,0,-0.0900833992314738
NEO,0,0,0,0,0,0,0,0.040430809155008,0,0,0,0,0.0699460430260596,0,0,0,0,-0.0954614604922814
DGB,0.272062366542596,0,0.020385603437344,0,0,0,0,0.0389757312455402,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.00841258449223488,0.0415475525030706,0,0.173338634812711,0,-0.0441800135334897,0.0331196065207855,-0.0671049868761549,0.116049003329,0.0429784610292699,0.0348911801777793,-0.0410041360760601,0,0.0834621396521585,0.717479458799482,0,0.0318317175562343
CVIX.Index,0.210410788687968,0,-0.0293358141666457,-0.0488253300376155,0,0,0,-0.0669045726048673,0,0.0588745471375978,0,-0.0751295797495222,0.0474004069399968,0,0,0,0,0.138348681647092
DXY.Curncy,0.00228604413387106,0,0.00183770117376075,0,0,0,0.00353447391352124,-0.00898360621100323,0,0.0158968440384135,0,-0.00148213622788797,0,0.0904328447790314,0.0394147889603937,0,0,0
SPX.Index,0,0.00417920837862326,0.000812729654762784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038041446386993
VIX.Index,0,0,0,-0.177510923255765,0,0,0,-0.046997638330236,0,0.145527971991119,0,0,0,0,0.0783214343707623,0,0,0
