,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.291922101591908,0.14352683403195,0,0.242730108193767,0,0,0,0.0103173383076045,0,0.043983316848634,0,0,0,0,0
ETH,0,0,0.208917746334776,0,0.112811755785568,0,0.0652436281803018,0,0,0,0,0.178874103818531,0.121117923377016,0,0,0,0,0
XRP,0,0.138314897701587,0,0,0,0.0277387938422193,0.026942378671124,0.020214479996128,0,0,0.0542896264507664,0.0141269134578317,0,0,0,0,0,0
LTC,0.511544067847284,0,0,0,0.0317133392116595,0.0293080163358556,0,0,0,0.03134117717418,0.0277849109766554,0,0,0,0,0,0,0
XMR,0.478338984659951,0,0,0.0804296264944924,0,0,0.249268746203278,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0.184246918626181,0,0.206714848780555,0,0,-0.00109813933963829,0,0.108982489916352,0.137537035344105,0,0,0,0,0.189939558808113
DASH,0.583973996734719,0.21771696801315,0,0,0.0352985504214348,0.214226935780195,0,0,0,0,0.0415506991406959,-0.134501354321333,-0.0808409930633721,0,0,0,0,0
XEM,0,0,0,0.131871670306667,-0.127296691184625,0.0123288337350346,0.383171929645686,0,0,-0.0655454613442663,0,0,0,0,0,0,0,0
DOGE,0.21189177791132,0,0,-1.73472347597681e-18,-0.0267801376970822,0.0761589809782081,0,0.0447202280148001,0,0,0,0.0283577968572466,0,0,0,0,0,-0.0141871541381835
ZEC,0,0.207247478841957,0,0.407018525269281,0,-0.116717675157284,0.447465151320452,0,0,0,-0.0766908103604654,0,0,0,0,0,0,0
XLM,0,0.198348184056542,0,0,0,0.0847824750178064,0.0465721012103915,0,0,0.0624361704117507,0,0.0340686463900458,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.11254724613016,0.17523376843326,0,0,0,0,0,0.112438909590547,0,0,0,0,0,0
BV010082.Index,0.0735312857072027,-0.0355538348286299,0,0.0166529815121836,0.0152293129368724,0,0.00557073992617187,0,0,-0.041583928534284,0,-0.0195771616353251,0,0,0,0,0,-0.125662955779536
CVIX.Index,0,0,0,0,0.0673569917443227,0.068966649711695,0.00964213790416936,0,0,-0.0556708723986579,-0.0380553686591957,0.0126281029111119,0.0273936686039004,0,0,0,0,0
DXY.Curncy,0,0,-0.00946798592394162,0.0129769623311705,0.00797782628361064,0.014942146257274,0.00298896976680826,0.0182336452881967,0.012022106140498,-0.00528661416498523,-0.00812661247935652,0,0,0.0249047908101265,0,0,0,-0.011160180480412
SPX.Index,0,0,-0.00384872586324016,0,0.00161020372397517,0,0.00760805616564934,2.71050543121376e-20,0,-0.000636465311221553,-0.00615946466200914,0.00612488314479079,0,0,0,0,0,-0.0646493481968351
VIX.Index,0,-0.177977154060918,0,0,0.0093834394762955,0.0684862503018105,0.0960197074577429,0,0,0,-0.182200261333616,0,0.103768767023781,0,0,0,0,0
