,BTC,ETH,XRP,BCH,LTC,XEM,ETC,DASH,MIOTA,XMR,NEO,EOS,ZEC,XLM,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.126868632371435,0.0715985131488015,0,0,0,0,0.0245897092757298,0.030909676558897,0,0,0.127082583645485,0,0,0,0,0
ETH,0,0,0,0,0,0.0445068144855738,0,0.0797069501729,0.0293481822678496,0.113940156286412,0.0428038597533843,0.017041666278942,0.030665826007754,0,0.147191126010871,0,0,0,0,0
XRP,0,0.0248426025427635,0,0,0,0.0699855160426067,0,0.220336079954431,0.088882812757207,0,0,0.0405164162821045,0,0.0291397139849834,0.123430960101725,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0.20380904011888,0,0,0.0530166006969114,0.0678272261727454,0.0792377968199682,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0.0782331574269182,0.111626467085408,0.0273054417910991,0.119152256225868,0,0.150915540723763,0,0,0,0,0,0
ETC,0,0.108346821188145,0,0,0.104532088891986,0,0,0.12849763423182,0,0.157418727506926,0,0.00802429552246801,0,0,0,0,0,0,0,0
DASH,0,0.0406926399545967,0,0,0,0.0363631990249229,0.0284041684601947,0,0.00184341968163349,0.137533329447554,0.0672114110723812,0.0486296464354763,0,0.147490807768108,0.025124420437958,0,0,0,0,0
MIOTA,0,0.176666580124487,0,0,0,0.119478352687639,0.080250199987274,0.0189515991451351,0,0,0.0627379140531023,0,0,0.152277364002739,0.110835633580537,0,0,0,0,0
XMR,0,0,0,0,0.110079503661069,0.0536163374593002,0,0.172630750609194,0,0,0,0.0126622582463395,0,0.245398723148053,0.201960932155779,0,0,0,0,0
NEO,0,0,0,0,0.0087450819145227,0.0642594359990849,0,0.0836000357649684,0,0.00794584438664897,0,0.0279889865871503,0.412838230794253,0.111273866578068,0,0,0,0,0,0
EOS,0,0.101148745094135,0,0,0,0.0959452496912012,0,0,0.146454761006976,0,0.0357313471737406,0,0.130942696324238,0,0.0747231905739134,0,0,0,0,0
ZEC,0,0.15152362991222,0,0,0,0,0,0,0.0615340512922651,0.17207596341649,0,0.0214903133991912,0,0.210922401018972,0,0,0,0,0,0
XLM,0,0,0.0611524830458928,0,0,0.166406591099605,0,0,0.0329931766442014,0.497730690344161,0.0463812489671006,0.0570085921240972,0,0,0.0196085219086839,0,0,0,0,0
DOGE,0,0,0.145922073213181,0,0.0367686359962589,0.190063463873568,0.0719760906333713,0,0.0633266891692726,0.175200255906128,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0226913393330814,0,0,0.000904123435979986,0,-0.0341175037927886,0,0,0,-0.0069119119405026,0.00341121138042482,0.0186248535682452,0,0.00781789153369127,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0243643926686348,0.00823169257568349,0,0,0,-0.00162801244755698,-0.00264862255894455,0,-0.001738548648731,0,0,0,0.0109662261811231,-0.0149400712436068,-0.0112264491481114,0,0,0,0,-0.00731932874169008
SPX.Index,0.00342788195453201,0,0,0,0,0,-0.00456992655170145,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508837191358668
VIX.Index,0.0615230314570917,0.109123274257592,0,0,0,0,0,0,-0.0516898794724933,0,-0.0248837706182433,0.0131865957677798,0,-0.0352692744506052,0,0,0,0,0,0
