,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0241377226663401,0,0,0,0.0795416543524823,0.148028217332478,0.0444147067178056,0,0,0.00999946574802027,0.0704919199991488,0.0591385728096669,0,0,0,0,0
ETH,0,0,0.130510687243242,0.089102477021045,-8.67361737988404e-19,0.0399454031459104,0,0,0.0634571975507116,8.67361737988404e-19,0,0,0,0.220117351400902,0,0,0,0,0,0
XRP,0,0.0238732335270912,0,0,0.0818723981504714,0,0.0629894393362328,0.164374663695757,0.0998220066960332,0,0,0,0,0.25728395741063,0,0,0,0,0,0
BCH,0,0,0,0,0.0315872902156227,0,0.161445461421732,0.0798648751189823,0.155547290045109,0,0,0,0,0.107564737092507,0,0,0,0,0,0
EOS,0,0,0.224211532511855,0.195959739769831,0,0,0,0,0,0,0.149024453211576,0,0,0,0,0,0,0,0,-0.00460624427282261
LTC,0,0.0949244853496927,0.0385792661054031,0.0977051217125956,0,0,0.0869448939000498,0,0.0529563212753065,0,0.125802546750383,0.03167260378865,0,0.128069234821676,0,0,0,0,0,0
ADA,0,0,0,0,0.0297433682378847,0,0,0.43081373057104,0.11700640023892,0,0.0464176542602702,0,0,0.00130579743956921,0,0,0,0,0,0
XLM,0,0,0,0,0.113730780540395,0,0.125784546752523,0,0.117989577250828,0,0,0,0,0.327269210847123,0,0,0,0,0,0
MIOTA,0,0,0.14814570594142,0.320207896762513,0,0,0.0917610882112433,0,0,0.0446900899022439,0.0140818172979461,0,-3.46944695195361e-18,0.306229840916268,0,0,0,0,0,0
TRX,0,0,0,0.161102350466486,0.0735240921978962,0,0,0.405398491007552,0,0,0,0,0,0,0.0951558508926616,0,0,0,0,0
NEO,0,0,0,0,0.0506658016779662,0,0,0.27729665206629,0.158224598045802,0,0,0,0.0581462570489852,0,0.165904610427941,0,0,0,0,0
XMR,0,0,0,0.144117923930688,0,0.0133582061700203,0.0382371919980719,0.165664769312701,0,0,0,0,0,0.235420825299653,0.00531917283997893,0,0,0,0,0
DASH,0,0.0280927759342086,0,0.0994687319179945,0,0,0,0.23413026337601,0.155949803392153,0.0608888396887349,0.0314417055119201,0,0,0,0,0,0,0,0,0
XEM,0,0.0603277678127256,0,0.0652291997219381,0,0,0.0403170946079653,0.298313348139842,0.0933244397036087,0.0172399505090749,0.0673712165698114,0,0,0,0.131106832274825,0,0,0,0,0
ETC,0,0,0.213744553830803,0,0.102177406944459,0,0.0221195226267539,0.151202243755936,0.142237830564187,0.0102241165889156,0.0438036395307806,0,0,6.93889390390723e-18,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.00541704833056533,0,0,0,0,-0.0153240939716141,0.00640882440860773,0,0.030576989817385,-0.0133584994827845,0,0,0,0,0,-0.0441159785673275
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234925695224788
DXY.Curncy,0,0,0,0,0,0,0,0,0.00393323437270373,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00988051254213637,0,0,-0.000956095834033596,0,0,0,0,0,0,0,0,0,-0.113410668736342
VIX.Index,0,0,0,0,-0.0774465674247452,0,-0.0928638274927598,-0.1889096448042,0.023984698617033,0.0277911880521455,0.23275052864723,0,0.119397361865583,0,0,0,0,0,-4.05634297824663,0
