,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0471136382577226,0,0,0,0,0.0705669044620259,0.0177086340949561,0,0,0,0.222617251365921,0.0897503309417796,0,0,0,0,0
ETH,0,0,0,0.105034946483362,0.0307068029616581,0,0,0,0.152892641110314,0.0960421351750658,0,0,0,0.0971571906068017,0,0,0,0,0,0
XRP,0,0,0,0,0.0761925309073001,0,0.0917313452480542,0.0388530613309661,0.0705200431565582,0,0.00031551170424252,0.0835842630934068,0,0.353585137076199,0,0,0,0,0,0
BCH,0,0,0.0833837451827913,0,0.00922439347328562,0,0,0.15194822605024,0.183677186605168,0,0.146068170876613,0,0,0.105977316159942,0,0,0,0,0,0
EOS,0,0,0,0.221608994418517,0,0,0,0.154019857262735,0,0.0259373151345504,0.283788175998524,0,0,0,0.186409569027143,0,0,0,0,0
LTC,0,0,0,0.236539518599014,0,0,0.0514411008158651,-1.73472347597681e-18,0.0984103189331006,0,0.0650525192948675,0,0,0.0508360751940097,0,0,0,0,0,0
XLM,0,0,0,0.0372588003090148,0.201444683956274,0,0,0.126520746017867,0.0703237957930351,0.0727827866642925,0,0,0,0.120213526068202,0,0,0,0,0,0
ADA,0,0,0,0.0804996294524187,0.110213208124675,0,0.268253520430128,0,0.161870405327812,0.0333724168453235,0.0270440898915648,0,0,0.0181539568521388,0,0,0,0,0,0
MIOTA,0,0,0,-6.93889390390723e-18,0,0,0.073623712430844,0.168854936838634,0,0,0.134860533949394,0,0,0.373435574100614,0,0,0,0,0,0
TRX,0,0,0,0.152466495407214,0.0487258552559809,0,0.408416867527377,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0.0796745726392644,0.0414810503115855,0.0948850470423117,0,0.14263142052328,0,0.0691365915605822,0,0,0,0,0.319900088894537,0,0,0,0,0,0
XMR,0,0,0.19780468432036,0.0434656765584897,0,0,0,0.0867444947854402,0,0,0,0,0.243085038496769,0.185755007066905,0,0,0,0,0,0
DASH,0,0,0,0.0786835837736267,0,0,0.22831767282664,0,0.140079201278635,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0.183431006486167,0.0662297893335372,0.0477683586722607,0,0,0.199286450849011,0.0561926722224593,0.0135069110874832,0.141051379563101,0.0491938404726732,0,0,0,0,0,0,0,0,0
BNB,0,0.248207670162262,0,0.059009368966528,0.081586093867164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0.000592236949750023,0,0,-0.00202578778934394,0,0,0,0,-0.105548793983005
CVIX.Index,0,0,0,0,-0.0101613799148051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0.00120142777317201,0,0.00346222902321576,0,0,0,0,0,0,0.0147568019770122,0,0,0.0143785495098011
SPX.Index,-0.00496653609678082,0,0,0,0,0,0,-0.00558278621368672,-0.00505048253905653,0,0,0,0,0,0,0,0,0,0,-0.0955310578012689
VIX.Index,0,0,0,-0.147351029135907,-0.114773390054725,0,-0.17259846718336,0,0.162132388641234,0,0.213095381432835,0,0,0,-0.0758324029487684,-1.0846439070859,0,0,0,0
