,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0.0239190691579926,0,0,0,0.0152178349553925,0,0,0,0,0
ETH,0,0,0,2.16840434497101e-19,-0.0204850437214381,0,0.0958814281756722,0.251425532421821,-0.0666445013712124,0.0498027097794758,-0.112377097896435,0,0.0292525680567614,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.145546985359371,0.402118231237723,0,0,0,-0.0582665758934369,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.128574877802582,0,0,0,0,0,0,0,0,0
XEM,0,0,0,-0.0145429036437035,0,0,0,0.0323920118692193,0.0378272085897126,-0.217579540839438,0.116372686627741,0.0741631473889293,0.202710028703095,0,0,0,0,0
DASH,-0.132680233141685,-0.0281367446831613,-0.0933159054368208,0,0.110000942404422,0,-0.0787390357765435,0,0.0555156806151668,0,0.14845342495801,0.0415461834097344,0,0,0,0,0,0
ETC,0,0.326966067459635,0,0.072529311103673,0,0.101236280251949,0,0,0,0,0,0,0,0,0,0,0,0.0032797707358853
XMR,0,0.339123854386485,-0.0311985591688531,0,0,0.1044680843211,0,0,0.0377539078265034,0,0.0315689565199242,0,0,0,0.0672361674563153,0,0,0
XLM,0,0.0339872958798159,0.380167653378258,0.0635619250046363,0,0,0,0,0,0.22893587538822,0,0,0,0,0,0,0,0
DOGE,0,0,0.152726767381009,0.116929400754287,0,0,0.124136704262652,0,0.151940255345515,0,0.135198851539713,0,0.152186499530319,0,0,0,0,0
ZEC,0,0,0,-0.0561799803851672,0.0935810426202953,0.211096979182595,0,0.0472152036003405,0,0.195062152015786,0,0,0,0,0,0,0,0
NEO,-0.0875283847928488,0,0,0,-0.0569539940256881,0.166715261157356,0,0,0,0.0491266784364969,0.327058180428125,0,0.0600294219963789,0,0,0,0,0
DGB,0,0,-0.045284758970389,0,0.0348418193647101,0,0,0,0,0,0,0.147661037223871,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,-0.00181278141021435,-0.0198171032240204,0,0.0039259734072938,0,-0.0227940322347888,0,0.0121632103112082,0,0,0,0,-0.0871257008950117
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0122011370227169,0,0,0.00450675682717869,-0.00261243531255483,-0.00751042569949179,0,0,-0.00110236601858058,0,-0.00551895759110164,-0.0072019188326254,0,0,0,0,0,0.00847541162427718
SPX.Index,0,0,0.000865549745208886,0,0,0,0,0.00338680981289131,0.000241986031701275,0,0,-0.00194724918584951,0.00235568962510277,0,0,0,0,-0.0247633558481393
VIX.Index,0,-0.0761128770180778,-0.0289698523614334,-0.107743853721833,0,0.0121951202090369,0.0987889395496704,0,0.0234890805107708,0.158040429669675,6.93889390390723e-18,-0.0359268739949797,-0.0208680075386685,0,0,0,-2.29198458601745,0
