,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.0735169790202414,0,0.056369893604052,0.137761755357178,0.00484947488116107,0,0,0,0.0907032195706413,0,0,0,0,0
ETH,0,0,0.0185866803949154,0.0810972661856771,0,0,0.0504383624092924,0,0.154626247189926,0.101586486541214,0,0.0753984606103053,0,-8.67361737988404e-19,0.118966856737769,0,0,0,0,0
BCH,0,0,0,0,0.242386198124786,0.065189375727299,0.123755731593121,0,0,0,0,0.0221064276467888,0,0,0,0,0,0,0,0
XRP,0,0.0679879005578019,0.00331907876345706,0,0,0,0,0,0.0693522580137163,0,0,0,0,0.0872160178477504,0.0826909327308861,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0.698178299034395,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
DASH,0,1.38777878078145e-17,0,0,0,0,0.0800601169944504,0,0.0167463144069875,0.110414445096765,0,0.255646247704814,0.0220395240223537,0,0.108029269421281,0,0,0,0,0
XEM,0,4.33680868994202e-19,0,0,0,0.145413657386653,0,0,0.00856002498475266,0,-4.33680868994202e-19,0,0,0.119123523367624,0.24232592046188,0,0,0,0,0
XMR,0,0,0,0.0756559853065863,0,0.0546728119816627,0,0,0,0,0,0,0.145436774346179,0.333690373556821,0.0157000838735115,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.073457808993734,0,0,0,0.101305860031739,0.379674512702413,0.219101212320886,0,0.0230863363796844,0,0,0,0,0
ETC,0,0.28446389291548,0,0,0.338861738086125,0,0,0.00510547039978203,0.0244349096376819,0,0,0,0,0,0.0161598697927012,0,0,0,0,0
NEO,0,0,0,0,0.0589351738982652,0,0.206125940632604,0,0,0,0,0,0.545812534672059,0,0,0,0,0,0,-0.0537789043912178
ZEC,0,0.0458598211880184,0.0264160094203687,0,0,0,0.0378917723586027,0.0368021606853139,0.103807750585013,0.0801465543978595,0,0,0.113845145363839,0.174143508472472,0.00497959873622407,0,0,0,0,0
EOS,0,0,0,0,0.137987227514552,0,0,0.0504911729852021,0,0,0.072963787997248,0.0847300446715407,0,0.00204951319626257,0.172043435265403,0,0,0,0,0
XLM,0,0,0,0.165413855080275,0,0,0.0276749680768418,0.326174583101649,0,0.302983392264175,0,0,0,0,0.0726861920949779,0,0,0,0,0
BAT,0,0.153886268966421,0,0,0,0,0.0847284534909533,0,0.112918199434515,0,0.00671718464206848,0.0597814070581333,0.0334367177864712,0.190689912327314,0,0,0,0,0,0
BV010082.Index,0,0.00868348829288406,0,0,0,0,0,0.0119887231652577,0,-0.00180428778044612,0,0.0109733858430388,0,-0.023934675947586,0,0,0,0,0,-0.0524229832906802
CVIX.Index,0,0,0,0,0,0,0,0,0.0181461791778303,0,0,-0.0598499709586786,0,0,0.00875047948413918,0,0,0,0,0.03430999384026
DXY.Curncy,0,0,-0.00171463958233938,0.00910991334772797,0.00329981817415074,-0.0134701708302811,-0.00325111048788102,0,0.00400570377394066,0,0,0,0.0160388454188341,-0.0187671955669383,0,0,-0.0113554320065113,0,0,-0.00470859447581569
SPX.Index,0.00171817968500774,0,0,0,0,-0.00368418694856571,0,-0.00198467292791986,0,-1.35525271560688e-20,0.000766714653181827,0,0,0,0,0,0,0,0,-0.0382635147008212
VIX.Index,0.00676326852192396,0.101813466357505,0,0,0,-0.220388633089153,0.0468633825477902,-0.0417054292118323,0.13812159194486,0,-0.0232167882465578,0,-0.0509949508599954,0,0,0,0.248808771244157,0,0,0
