,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.00989398078073172,0.0453089438005286,0.0970197505697457,0.0502216089379835,0,0,0,0,0,0.187440030205771,0,0.0465797151768116,0.000293597433016178,0,0,0,0,0
ETH,0,0,0,0,0,0.0184367650129842,0,0,0.140817303344609,0.0515370738814936,0.0388359145675472,0.138970671606654,0,0.0249108034734663,0.0995611163853153,0,0,0,0,0
XRP,0,0,0,0.0094908522545383,0,0,0,0,0.0386461656739192,0.127695256687463,0.0115166030400207,0.205213978333476,0,0,0.0751197127616633,0,0,0,0,0
BCH,0,0,0,0,0.136350541941286,0.177302828475518,0,0,0.200166992001823,0,0,0,0,0,0.0260255096230007,0,0,0,0,0
LTC,0,0,0.0275065962173554,0.21715740031504,0,0.101402312501709,0,0,0.211411804542939,0,0.026095781804866,0.153781971430824,0,0,0.0225578722913329,0,0,0,0,0
EOS,0,0.160311318046351,0,0.187446049839237,0.145585536743836,0,0,0.0060856782714643,0,0.112763062817554,0.0218517598638642,0.0306802169396368,0,0,0.0659500974491342,0,0,0,0,0
BNB,0,0,0,0,0,0,0,0,0,0,0.13199426500741,0,0.202384137238615,0,0,0,0,0,0,-0.0212586851206673
XLM,0,0,0,0.0625926254634262,0.0492000473506564,0,0,0,0.0507248935893295,0.0531864289409735,0.00600955279195138,0.0519479238436146,0.030940167990002,0.0565257080170275,0.0880021614260783,0,0,0,0,0
ADA,0,0,0,0.314760281251492,0.202215062994359,0,0,0,0,0.148676328366653,0.0347521316554306,0,0,0.0357454105935651,0.0713372761460083,0,0,0,0,0
TRX,0,0,0.247476135866427,0,0,0,0.0791475823712656,-1.73472347597681e-18,0.138841671337522,0,0.0324979611968059,0.197301313666398,0,0,0.0432111723459348,0,0,0,0,0.00636165633787027
BSV,0,0,0,0.121429170282883,0.270695653568391,0,0.0475015642884457,0,-6.93889390390723e-18,0,0,0.101936868123543,0,0.0835782271468521,0.0387886315167661,0,0,0,0,0
XMR,0.113084983568343,0,0.036353515365955,0,0.184095827397553,0,0,0,-1.73472347597681e-18,0.0898104688644801,0.050007404134578,0,0.129277483610249,0.139238385363801,0.0916188284068926,0,0,0,0,-0.00252222375436168
DASH,0,0,0,0,0,0,-1.73472347597681e-18,0.274808708592653,0.0152765965058517,0.128670364187148,0,0.0865228500446581,0,0,0,0,0,0,0,0
MIOTA,0,0,0.0576883176969605,0,0,0,0.0226338475827645,0.119757797469156,0.0136285897490707,0,0.0589428029562393,0.31438568457076,0,0,0.0206546536542047,0,0,0,0,0
XTZ,0,0,0,-0.0369941602405645,0,0,0,0.553217970973251,0,0,0.0501718271102025,0.154720552323849,0,0.045284482092845,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0226584162461234,0,0,0,0,-0.132826652530397,0,0.0362949484648362,0,0,0,0.0360040481669469,0,-0.107304777161254,0,0,-0.0659969917963561
CVIX.Index,0,0,0,0,0,0,0,0.0855564755811251,-0.166697940993166,0,-0.014552548940356,0,0,0,-0.074366816842596,0,0,0,0,0.0848777457969656
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00677227399202127,0,-0.00413914833855574,0,0,0,0,0,0,0.0250088249199395,0,0,0,-0.0702165404054423
VIX.Index,0,0,0.554445827656733,0.0785825841973647,0,0,-0.0380193286004637,-0.801918747699248,-0.105005501984617,0.450818225164883,0,0,0,0,-0.0678671924712868,-0.646159675937741,0.0888723849945122,0,-2.05920266647734,0
