,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0948111245191883,0.0500090364927159,0,0.0125210477494835,0,0,0.08372850998131,0,0,0,0,0
XRP,0,0,0,0.119816684889755,0,0.246170569369382,0,0,0,0,0,0,0,-0.0791247837573672
LTC,0,0,0,0.0846171880934871,0,0,0,0,0,0,0,0,0,0.0684787024875207
DOGE,0.899121744819938,0,0.00451216839287011,0,0.111555566792036,0.378337340570498,0.0197420732211972,0.0163655727362956,0,0,0,0,0,0
DASH,0,0.0497117086726589,0.0872176631386073,0.026452136097142,0,0.145864102679008,0.0500376304410672,0,0,0,0,0,0,0
XLM,0,0.27380718419473,0.0703890799761356,0.230148299362227,0,0,0,0.0328037130907937,0.0360337742559104,0,0,0,0,0
XMR,0,0,-0.00149302108908494,-0.061798249930093,0.372750645430194,0,0,0,0.144281417458532,-0.657254296547522,0,0,0,-0.122076110925196
XEM,0,-0.14078988856741,0.0478023883811478,0.289804372076921,0,0,0,0,0,0,0,0,0,0.132119109566418
DGB,0,0,0.113931984116834,0.120665969929473,0,0,0.14438211539763,0.0139299175152342,0,0,0,0,0,0.0387991168182646
BV010082.Index,0,0,-0.0162465985258924,0.0382704199475946,0,0,0,-0.0369779526884975,-0.00561463466000032,0,0.166481044344971,0,0,-0.0801286267124117
CVIX.Index,0,0,0,0,0,0,0,0.00634875763154014,0,0.466988404238618,0,0,0,0.113111622332737
DXY.Curncy,0,0,0,0,-0.00741182989554264,0,-0.00827438089071482,0.00759280283112633,0,0,0.0719806904637772,0,0,-0.00741101102655526
SPX.Index,0,0.0058650063994217,0,0.00984111386354943,0,0,0,0,0,0,0,0,0,-0.0722596937915963
VIX.Index,0,-0.220236535916376,0.0812700750462746,0.285960741427327,-0.0429499565304257,0,-0.260409714280566,0,0.369828322057435,0,0.0075130445839197,0,-0.41842809257376,0
