,BTC,ETH,XRP,BCH,EOS,XLM,LTC,XMR,ADA,MIOTA,DASH,TRX,NEO,ETC,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.054105982620508,0.039170080448288,0.0818295706827589,0.179090449250502,0.0694100296215428,0,0,0,0.0599674106453244,0,0,0.0061788672391991,0,0,0,0,0
ETH,0,0,0,0.0366005882098369,0.271176923801434,0,0,0,0,0.110537497817066,0,0.0342706098823845,0.0682114704704473,0.11327632980459,0,0,0,0,0,0
XRP,0,0,0,0,0.328297740720205,0,0,0,0,0.215828294714394,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.312376217676574,0,0,0,0.130803496870307,0.0548742447532751,0,0,0.00924478850354445,0,0,0,0,0,0,0
EOS,0,0,0.0270374899206491,0.00781254864354263,0,0,0,0,0,0.199784165068069,0.0534724410143337,0.101035793405591,0.258661969420948,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.107146829233522,0.11332525750329,0.0345021076424242,0,0,0.266856320017728,0,0,0,0,0,0,0
LTC,0,0.152639604260791,0,0.253065101678569,0.102461697605089,0,0,0,0,0.14934507079872,0.0346891640817412,0,0,0,0,0,0,0,0,0
XMR,0,0.0757229438873183,0,0.159298998433938,0.0969615821095117,0,0,0,0.0915347930303778,0.0597333750532318,0.0975987839633884,0,0.117454041820714,0,0,0,0,0,0,0
ADA,0,0,0,0.163854734466906,0.06498345701788,0.131418650526643,0,0,0,0,0.0335334898499209,0.275408280881871,0.173281834247839,0,0,0,0,0,0,0
MIOTA,0,0,0.319526036987458,0,0,0,0,0,0,0,0.060626926760183,0.224964680099579,0.38678084038248,0,0,0,0,0,0,0
DASH,0,0,0,0,0.162676607371898,0,0,0,0,0.115385105927869,0,0,0.276904039551699,0,0,0,0,0,0,0
TRX,0,0,0,0,0.0666239149240737,0,0,0,0,0.15222230915388,0,0,0.314008477840582,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0294629979064651,0,0,0.110813743142978,0,0.352177131209669,0,0.276460270460049,0,0,0,0,0,0,0,0
ETC,0,0.0995236871508006,0,0,0.311504516488003,0.026840560977858,0,0,0,0.193118368499303,0,0,0,0,0.0727034174512305,0,0,0,0,0
XTZ,0,0,0,0,0,0,0,0,0.0310657495718777,0,0,0,0.298217010703005,0.113743428286536,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378528943631492
CVIX.Index,0,-0.13747678492726,0.0341583908256506,0,0,0,0,0,0.110771882872397,0,0.000650390101531699,0,0,0.0363978255004886,0,0,0,0,0,0.103624688322424
DXY.Curncy,0,-0.0148791731231026,0,0.0109667655574636,0,0,0,0.00336421638109912,0,-0.0137706335540956,0.00776117125180121,0,0.00834845612972954,0,0,0,0.0818138781183432,0,0,-0.00184692261741096
SPX.Index,0,0,0,0,0.00117937865226366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560552335145841
VIX.Index,0.224298426655083,0,0,0,0,-0.279936074599135,0,0,0,0.335720456498058,0,0,-0.357092139322449,0,-0.0954633172043002,0,0.32745057445153,0,-2.25085007599489,0
