,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0636343515792415,0,0.113318491855699,0.0542838495888588,0,0.0949738761178489,0,0.076372857451,0.0230439742709019,0,0.128355374028076,0,0,0,0,0
ETH,0,0,0.0920944948801633,0,0.336122847794035,0.103753590528663,0,0.0330633587307689,0,0,0,0,0,0,0,0,0,0
DASH,0,-0.0672539835412496,0,0.0619854868298826,0.143326948823681,-0.185127091992255,0,0.11607856609508,0.0817337639942243,0,0,0.172388484773402,0,0.164948763603792,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.358058235430535,0.0690252964326027,0,0,0,0,0.0312912004772251,0.0774808132328871,0,0.167320006144283,0,-0.0458580370820306,0,0,0,0,0
ETC,0,0.388169538156211,0.0849200160698152,0,0,0,0,0,0.060150319663205,0,0,0,0,0,0,0,0,0
LTC,0.0119464759453881,0,0,0,0.0499296100498429,0.0945304817974144,0,-0.0378695033728828,0.00852738439321921,0,0,0,-0.022471736395901,0,0,0,0,0
XEM,0,0,0.229245017790276,0,0.150318687022693,0,0,0,0.160291643204044,-0.165364464792137,0,0,0,0,0,0,0,0
ZEC,0,0.0172552607498585,0.300189082511594,-0.00732551539495678,0,0.0810364493035201,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.272165728722933,0.0170079712923781,0,0.00496464031225862,0,0,0,0,0.116073751443471,0,0.0142706755454997,-0.038292861449806,0.0735119474125341,0,0.197781907266449,0,0,0
XLM,0,0,-0.0152313812866079,0.0805524780828484,0.15758503191024,0,0,0.0234314621799755,0,0,0,0,0.0796349077243687,0,0,0,0,-0.0835660929750623
NEO,0,-0.122410767195422,0.132315732112728,0,0,0,-0.148266113957541,0.0668298727776028,0.159418820969948,0,0.0383420065509351,0,0.0980539446782165,0,0,0,0,0
DGB,0.334658744371837,0.0267991358481361,0,0,0,0.0299667650152318,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.0705323723823171,0,0.0169912221757874,-0.0154311193658829,0,-0.030241305881037,0,0,-0.0141332902953291,0.120043285290422,0.0332880199216479,0,-0.0697926421877553,0,0,0,0,0
CVIX.Index,0.049334400335112,0,-0.0532989089251317,0.162521858777901,0,0,0,-0.0226046696743985,0,0.0825758622826763,0,0,0.0203671605896826,0,0,0,0,0.136476678606
DXY.Curncy,0.015217715043388,0,0,-0.00963289544916765,0,0.00587756751520463,0,-0.00483577988919556,0,0,0.0111618248395559,0,0,0.0762946104568131,0.04682919954537,0,0,-0.00370379872823711
SPX.Index,0,0.00410494578691297,0.00238898389092943,0.00129523284013184,0,0,0,0,0.00122310625202374,0,0,0,-0.00240543051823245,0,0,0,0,-0.0416541756416374
VIX.Index,0,0,-0.0545460872021984,0,-0.178754964991291,0,0,-0.00816627496460549,0,0,0,0,0,0,0.0927116335404778,0,0,0
