,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.28540501531333,0,0,-0.0253500101893578,0,0,0,0,0,0,0,0,0,0,0.00642303932140439
ETH,0,0,0.148368429179171,0,0,0,0,0,0,-0.00409567223625768,0,0.179715648312389,0,0,0,0,0,0
XRP,0,0.063914741523781,0,0,-0.00574159586972767,0.0207907507626538,0,0,0,-0.0346430272644844,0.0346050841761479,0,0.131778850330748,0,0,0,0,0
LTC,0.448807909257006,0,0,0,0,0,0,0,0,0.00152984352811612,0,-0.0282670953285934,0,0,0,0,0,0
XMR,0,0,0,0,0,-0.178899127921184,0.0534727288722169,0.472101622660055,0,0,-0.0149878341761754,0.111305591929694,0,0,0,0,0,0.108267294354417
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0.253185664258162,0,0,0,0,0
DASH,0,0.0812485352132686,0,0,0.0820292472188721,0.123562943111641,0,0.0264409399967398,0,-0.0018727599855913,0.0417679549312869,-0.0633520590818894,-0.123641921376422,0,0.0803244202969309,0,0,0
XEM,-0.119212337219857,0.0497980441115962,0.000255185448154677,0,0,0.0803800980823702,0,0,0,0.0251884429170146,0,0,0.146111197168418,0,0,0,0,0
DOGE,0,0,0,0,-0.0785304669640332,0.00972565115937222,0,0.00219335257056731,0,-0.00175389534397441,-0.00790431796377037,0.0563280104746243,0,0,0,0,0,0.0255230033089128
ZEC,0,0.595357657704262,0,0,0,0.337380490756176,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
XLM,0,0.0720171039299404,0,-0.0443899886100238,0,0.086052785578334,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0.211277954168585,0,-0.183992430689557,0,-0.0314171451826664,0,0,0,-0.0746519861179249,-0.0677800158454624,0,-0.17387316505225,0,0,0,0,0
DGB,0,0,0,0,0.102062485039443,0.103468969546501,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0192318789066764,0,0,0,0,-0.00287270251951896,0.00502308759981769,0,0,0,-0.0651652092567119,0,0,-0.0604502792101458
CVIX.Index,0,0,0,0,0,0.0113204340732865,0,0,0,-0.0200954575469757,0,0,0,0,0,0,0,0.0849060231719479
DXY.Curncy,0,0,-0.0144805055568001,0,0,0.0127718606774691,0,0.00802382998559752,0,0,-0.0120327041737107,0.00545906498242459,0.019672459498602,0.000206157547580023,0,0,0,-0.027814570808094
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0.0110174901981099,0,0,0,0,0,-0.0428679538139246
VIX.Index,0,0,0,0,0,0.266991392611522,0.140480010445817,0,0,-0.0701376930955762,-0.189276898547273,0.0322007410042275,0,0,0.217390390275262,0,0,0
