,BTC,ETH,XRP,BCH,EOS,ADA,LTC,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0.144724047476762,0.205832159507834,0.0295885875959702,0,0.0656107158144731,0,0.00862778321884185,0,0,0,0,0,0
ETH,0,0,0,0.144213929245655,0,0.150138919350196,0,0,0.00844091755967966,0,0,0.153018550563326,0,0.064952177157324,0,0,0,0,0,0
XRP,0,0.0890761652794923,0,0,0,0.0565121184514919,0,0.156173345727126,0.0591836352668417,0,0.0672748960131699,0.0762269643249431,0,0.0119689312296498,0.210934458302697,0,0,0,0,0
BCH,0,0,0,0,0,-1.0842021724855e-19,0,0,0.337664599914132,0,0,-8.67361737988404e-19,0.260373945835602,0,0,0,0,0,0,0
EOS,0,0,0.12253759652467,0.189738607855989,0,0.0352639664587825,0,0,0,0,0.201529721517023,0,0,0.0348899812924484,0.025159883912568,0,0,0,0,0
ADA,0,0.158829788981704,0.228781978407832,0,0.0170652245517661,0,0,0.196754099932036,-1.73472347597681e-18,0,0.122203882050705,0,0,0.117888546001657,0,0,0,0,0,0
LTC,0,0.090688002852593,0.0382987082298823,0.197220124395813,0,0.0887362625149403,0,0.0509933533945291,0.0497675367761448,0,0.102275716546213,0.00326922469084553,0,0.0674601612272982,0.00046827715945222,0,0,0,0,0
XLM,0,0,0.224005621256631,0,0,0.155714790672441,0,0,0.058342823767757,0,0.203290974041189,0,0,0.0947742061845414,0.14948501631082,0,0,0,0,0
MIOTA,0,0,0,0.290111678101182,0,0.072251146403406,0,0,0,0.0508830779056866,0.0560665307390274,0.101380665380867,0.0719998751915519,0.0272362933499052,0.0901365263184327,0,0,0,0,0
TRX,0,0,0,0.418637893665191,0,0.0269253185964906,0,0,0.0518118203156623,0,0,0,0.336870764366872,0.0124515409255558,0,0,0,0,0,0
NEO,0,0,0,0,0.0388361776173453,0.152374612130074,0,0.212609003008836,0.166744617980039,0,0,0.098275592461486,0,0,0.0793611716152337,0,0,0,0,0
XMR,0,0.0959545539487184,0.0641670083041572,0.119193172181341,0.00625153345491909,0,0.189500221335064,0,0.128146484725344,0.0149582411883234,0,0,0.271982737297021,0,0,0,0,0,0,0
DASH,0,0,0,0.122805641189524,-3.46944695195361e-18,0,0,0.255870969831467,0.142484228988412,0.0901707028298864,0,0,0,0,0,0,0,0,0,0
XEM,0,0.192969184161834,0,0,0,0.101100057349172,0,0.329280875520487,0.107647301243629,0.107211879388012,0.0476513449071694,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0.174548427314847,0.0752277591380519,0,0.112482367631252,0.216661936191875,0.0641398711116065,0,0,0,0.0410637972167353,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.010207090114914,0,0,0,0,0,0,0,0,0,-0.0316319721865505
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00993761672564651,0,0,0,0,0,-0.0154901951803442,0,-0.00240656525954297,0,0,0,0,0.0188658256967636,0,0.000536184490460682,0,0,-0.00753409298544773
SPX.Index,0,0,0,0,0,0,0,0,-0.00529995032231306,0,0,0,0,0,0,0,0,0,0,-0.111171077059394
VIX.Index,0,0,0,0,0,0,0,0,-0.00758577338658554,0,0.025625736894565,0,0,0.0124651628931386,0,0,0,0,-4.71568525697984,0
