,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.191212553488255,0,0,0.0703957231491924,0,0.0664706857256704,0.077307318853305,0.163382895219012,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.211636198889575,0,0,0,0,0.104106566325145,0,0.0573773185754642,0,0,0.023507905073098,0.0938901595657767,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.0604144890781366,0,0.0109162356501571,0,0,0.330847795384398,0.122858555394701,0,0,0,0,0
BCH,0,0,0,0,0.0716960317210451,0,0.0989967606177449,0,0,0.048391018188104,0.0155765397837885,0.378792842307249,0.0136004830538191,0,0.0709029766150373,0,0,0,0,0
LTC,0,0,0,0.145653988548258,0,0,0,0,0.106306165626743,0.0486669845410342,0.0981006642416608,0,0,0.0544141732918712,0.147581603107197,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0.0279901244396683,0.0310795075181155,0.129933612564028,0,0,0.166622067614263,0.0777883843279962,0,0,0,0,0
NEO,0,0,0,0.0789210624051747,0,0.0528947204027998,0,0,0,0,0.106859132267067,0,0.227654133011079,1.73472347597681e-18,0.228149625194639,0,0,0,0,0
XLM,0,0,0.286560071039428,0,0,0.189312080416479,0,0,0.131574229468418,0.0446614411571857,0,0,0,0.121755575480251,0,0,0,0,0,0
EOS,0,0,0,0,0,0.113930980701174,0.0171155497876283,0.0823918987730223,0,0.0886310425204387,0.0741920297263257,0,0,0.037512019051024,0.292699342943457,0,0,0,0,0
XEM,0,0,0,0,0,0.105617598975436,0,0,0.247127013996233,0,0,0,0.161215509696258,0.106033956689288,0,0,0,0,0,0
XMR,0,0,0.00374707386196958,0.20534050593531,0,0,0.121297853816766,0,0,0,0,0.163244169585046,0.221399041683978,0.0451190362656462,0.0290146206735304,0,0,0,0,0
DASH,0,0,0,0.0266084454973172,0,0,0,0,0,0.0662698166769589,0.109404128519383,0,0.00656601682100751,0.199550649908101,0.121887065182708,0,0,0,0,0
MIOTA,0,0,0.0403878786077855,0,0,0,0.065260929626884,0,0.105349007991276,0,0.0792468319037003,0,0,0.226987633106993,0.180659364369013,0,0,0,0,0
TRX,0,0,0.335777734568697,0.213829571888321,0,0,0,0,0,0.165151984736761,0,0.18629702778055,0,0,0,0,0,0,0,0
ETC,0,0,0,0.139093318534364,0,0,0.190514770470168,0,0.21193451831067,0.0351771754577904,0,0,0,0.194786476525592,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00173123098393548,0,0,0,0,0,-0.0200503598386695
CVIX.Index,0,0,0,0,0.0365076547555476,0.0159405017464812,0,0,0,0.0318568777054098,0,0,0,-0.0626738793690912,0,0,0,0,0,0.0383531804402741
DXY.Curncy,0,0,0,0,-0.00341905012069165,0,0,0,-0.00654130258289904,-0.00247956982159982,-0.00736742169255801,0,0,0,0.00626396172702662,0,0,0,0,0.00989424310549521
SPX.Index,0,0,-0.00237177020396544,0,0,0.0213143532689013,0.00241106657119478,0,0,0.00753304847373984,0,0,0,-0.0228855909220151,0,0,0,0,0,-0.0596172264333682
VIX.Index,0,0,0,-0.446001229570958,0,0.0973329664222753,0.0804115585759687,0,-0.0848696387355336,0.0393599528583392,0.115266355534351,0,0,0.249473024980835,3.46944695195361e-18,0,0,0,-3.21526193858696,0
