,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.4469027766,0,0,0.0631850190934744,0.0365969282420222,0,0,0.03159758378371,0,0,0,0,0
ETH,0.106174708260305,0,0,0,-0.149885584775646,0.0859532937764584,0.00901574250715062,0.0489029278818523,0,0.0650513445264715,0.108550838586359,0,-0.58677165879595,0,0,0.0849885975773856
XRP,0,0,0,0,-0.00765458980815007,0,0.0078472472352908,0,-0.0196202432150295,0.0249618455546795,0.0555168286367482,-0.237620229718253,0.161516401050479,0,0,-0.0929260317305106
LTC,0.519282451142057,0,0,0,-0.00348389227311994,0,0,0.0225356468539718,0,0,0,0,0,0,0,-0.00947739965906086
ETC,0,-0.175262487263122,0,0,0,0,0,-0.118873262202097,0,0,-0.0459368338038054,0,-0.0613719418803884,0,0,0
DASH,0,0,0,0,-0.00110499568070862,0,0,0.156411090516592,0,0.0761311296771715,0,0,0,0,0,-0.0468768002279585
XEM,1.43473492020208,0,0,0,0.0195857318317262,0.0549552042705586,0,0.0331288863266665,0,0.394858412217779,0,0,0,0,0,0.100436084102957
XMR,0.482435138336687,0,0,0,-0.00440642488626254,0,0.00839419901883752,0,0,-0.00878558754449755,0.0840357121577919,0,0,0,0,-0.0136140248102992
DOGE,0.396047588653406,0.0305776821394042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.0785651350121949,-0.0487284925807925,0,0.158912899664431,0.0577559738301468,0,0,0,0,0,0,0,0.0711426017353817
DGB,0,0.341479276800971,0,0,0.00150390592234953,0,0.0774109777036019,0,0,0,0,0,0,0,0,0.0218971950733811
BV010082.Index,0,0,-0.087027268245605,0,0.0186030735947738,0,-0.00921253252898993,0,0,0.038042819888322,0,0,0,0,0,-0.0501854664302406
CVIX.Index,0,-0.184706417788195,0,0,-0.0223162711405686,0.0537435674739604,0.0197194794111805,0.0331415602380267,0.0743317923149415,0,0.0629451143780949,0,0,0,0,0.238925849400049
DXY.Curncy,0,-0.0095112491759078,0,0,-0.00135371879128419,0,0,0,0,0,-0.000861324402867652,0,0.0138316846022922,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,-0.00866988274093213,0,0,0,0,-0.0533400545934627
VIX.Index,0,0.0807061457848431,0,-0.102327512599898,0.0949919506024498,0,-0.15372597349999,0,-0.106838148706528,0.237816692555039,0.0535269059674327,0,0.806662154786728,0,0,0
