,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,DOGE,ZEC,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.018626554558041,0,0.0181038038500408,0,0.0594762679439984,0.0108590638614887,0,0,0,0,0.0821896549098095,0,0,0,0,0
ETH,0,0,0,0,0.041084934037426,0,0.114275694051777,0,0,-0.0163461352319478,0.0349692798754047,0,0,0.0565531635311553,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0.434652750540166,0,0,0,0,0,0,0,0,0
XEM,0,0,-0.044777507060264,0,0,0,0,0.0660082610125352,0,0,0.122503040219029,0.102531327150387,0,0.0428405585796959,0,0,0,0,0
ETC,0,0.252086980942124,-0.0518131053072072,0.0538146781288508,0,0.0645792385980451,0,0,-0.0531680501209983,0,0,0,0,0.17053032909337,0,0,0,0,0.0496212872173472
LTC,0,-0.101380367099575,0,0.0841556037328617,0,0,0.337839851252505,0,-0.015327922712613,0.0697945887739606,0.131368193932268,-0.118373870315306,0,0.145153778241928,0,0,0,0,0
DASH,0,0.106170674123546,-0.030368169482742,0.0497257589142555,0,0.0790944759823534,0,0.259256158683987,0,0.0254187766809472,0,0.149579635364822,0,0,0,0,0,0,0
XMR,0,0.0446916023339311,0,0.0690906274505782,-0.0361685985850138,0,0.321708936953853,0,-0.00531675183063241,0.0661483977343011,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0.354858032498843,0,0.146551009304095,0,0,0,0,0,0,0,0,0
XLM,0,0,0.537738492713028,0.0264355196944311,0,0,0.131224399277433,0.224653932528911,0.0507809154785961,0,0,-0.0928202993947523,0,0.0939703423723521,0,0,0,0,0
DOGE,0,0.0203245937804792,0,0,0.0042818741332868,0.274703944274077,0,0,0,0.202512638879976,0,0.258547145344927,0,0.0894329798922546,0,0,0,0,0.224942644358332
ZEC,0,0.314798465342592,0.014149906502353,0.0266698047748389,0,-0.101546236873012,0,0.172406055984719,0,0,0.0834294018713196,0,0,0.064727862202044,0,0,0,0,-0.0365207428101
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.20895100437943,0.134835862519516,0,0.210133815744768,0.054206241230454,0.0448718127475713,0,0.24634181744741,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0.00493723380430675,0.00749017304286119,-0.00190375089153401,0,0,0.0196500482818424,0,0,0,0,-0.0734674712067858
CVIX.Index,0,0,0,0.0209212383732131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,5.42101086242752e-20,0,-0.00992868631597577,0.00535294385789912,0,0,-0.00138892677881793,-0.00603155367982501,0,0,0,0,0.000954551343242893,0,0,0,0,0
SPX.Index,0,0,0,-0.00265533002514443,0,-0.000740389289537482,0,0,0.0040569419559139,0.00060660744046613,0,0,0,0,0,0,0,0,-0.0256634292857503
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
