,BTC,ETH,XRP,LTC,BCH,LINK,ADA,DOT,BNB,XLM,BSV,EOS,XMR,WBTC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0173653798659239,0,0.016230046312055,0,0,0,0,0,0,0,0.882384546613793,0,0,0,0,0,0
ETH,0,0,0.0260215797808585,0.103878908872971,0,0.279850858055179,0.169465106410749,0.0491343275417695,0,0,0,0,0,0,0.022654288556538,0,0,0,0,0
XRP,0,0,0,0.134183724155649,0,0,0.144179479664784,0,0,0.240569185397969,0,0.411226910250557,0,0,0,0,0,0,0,0
LTC,0.319801054735012,0.310504451074402,0.0397399444526206,0,0.0656126262978261,0.177559674919216,0,0.0276552362995112,0,0,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0.208687116301046,0.0475877102935949,0,0.0802250198806096,0.0233690275593926,0,0,0,0.474734465974215,0,0,0,0,0,0,0,0,0
LINK,0,0.0564072798934242,0,0.255673360984811,0.142311377546313,0,0.225607188027602,0.0990841467999556,0,0.0349505611544506,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.0887366677290338,-8.67361737988404e-19,0.272362093178548,0,0.0539525768731935,0,0.226074567465805,0,0,0,0,0,0,0,0,0,0
DOT,0,0.187839733654824,-8.67361737988404e-19,0.172123920391056,0,0.249701416305766,0,0,0,0,0.0721437493860921,0,0,0,0,0,0,0,0,0
BNB,0,0,0.0500198751306427,0.0760265837089455,0,0.125465769699389,0.10569162459041,0.0378248088722541,0,0.0191630288791902,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0.586280032228651,0,0,0.213919156621486,0.0653079829234663,0,0,0,0,0,0,0,0,0,0,0,0,0
BSV,0,0,0.0979151882605913,0.0650033358902923,0.517721273126816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0.14571063177728,0.0587154087098608,0.297876233604114,0.020510029091556,0,0,0,0.0679230359163361,0.0743988840958518,0,0,0,0,0,0,0,0,0
XMR,0,0,0.0795965675746817,0.104877214016601,8.67361737988404e-19,0.157238151410038,0,0.0666821970860589,0,0,0.0862698546643974,0,0,0,0,0,0,0,0,0
WBTC,0.795135734119845,0,0,0.0181907437422204,0,0,0.00901397146044874,0,0,0.00261708986650792,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0.0825832629147367,0,0,0,0,0,0,0.226861701898512,0.266233573472743,0,0,0,0,0,0,0,0,-0.0785165812548299
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00942983190471175
CVIX.Index,0,0,0,-0.0888491185708241,0,0,0,-0.125774392516062,0.107482218397938,-0.0950778371866514,0.0201991425829631,0.102244683509795,0.174737967329158,-0.0477644674460982,-8.67361737988404e-19,0,0,0,0,0
DXY.Curncy,-0.0333266098355983,0,0,0,0.00837884482089208,0,0.00995542023831581,0,0,-0.000224380064338266,0,0,0,0,-0.00785764657961627,0,0,0,0,0.0125562187945544
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11517620326681
VIX.Index,0,-0.0669103134323667,0,-0.192202166697612,0,0,0.017461751575168,0,0,0,0,0,0.349457856136679,0,-0.140778915738549,0,0.142888494579544,0,-2.17585153869028,0
