,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,MIOTA,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.101112356971566,0,0,0,0,0,0,0.14570638477439,0,0.0548834898866023,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0.107640999993491,0,0,0.112432499959854,0,0.11019993455944,0,0.0924939102517628,0,0.0462990331534335,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.0157727479948528,0.0565295465226547,0.0572223423489641,0.266462061441485,0,0,0,0.0310822238581604,0,0,0,0,0
BCH,0,0,0,0,0.341359871866958,0.166521981646972,0,0.0486715481067538,0.23096375001964,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.151895249699559,0,0.293167263753522,0,0,0.0453879914347777,0,0,0,0.178522266673747,0,0.0121159946958239,0,0,0,0,0
EOS,0,0.050599582369687,0,0.201597072757265,0.0475949040015131,0,0,0,0,0.0376608049076325,0,0,0.14063441936255,0,0.0813876404724317,0,0,0,0,0
BNB,0,0,0,0.0803034013208235,0.0859596678891104,0,0,0.166767996909367,0.084110111176793,0.0191336103270756,0,0.231055620680877,0,0,0,0,0,0,0,0
XLM,0,0,0,0.0687201453801591,0,0.0808240963649963,0.020643580721859,0,0.00560024688381702,0.183469282203098,0.0822615674352605,0.118881470705783,0.0275449186243548,0.00582984609493403,0,0,0,0,0,-0.0533337912242841
ADA,0,0,0,0.336387353798902,0,0,0,0,0,0.0145981825230413,0,0,0.173023766804904,0,0.0619199584848407,0,0,0,0,0
TRX,0,0,0,0.00267414036832342,0.0337923074952272,0.207876052080154,0.0204414182150881,0.13814944993926,0.0870732156823873,0,0.018064640622528,0.0968236518640661,0,0,0.00163745751314466,0,0,0,0,0
XMR,0,0.343130315123245,0,0.00757662528174391,0,0,0.0310105775013119,0.161940892933939,0,0.0846444867929397,0,0.121636528728559,0,0,0,0,0,0,0,0
DASH,0,0.0580381493865242,0,0.0291633743537465,0,0,0.0535026935766109,0.0647664032999539,0.0900793476419238,0.032014781350652,0.177649131577258,0,0.0721356203992892,0,0,0,0,0,0,0
BSV,0,0,0,0.0966354885886862,0.278068565236435,0,0.0586991193459758,0,0.0479516142918154,0,0.0172142670041185,0.0166136036822545,0,0.0875525739212898,0.0521546292598446,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0.0351862638533023,0.00785395062586497,0,0.288430170244016,0,0.0910178438924027,0,0.0239685592153244,0,0,0,0,0
XTZ,0,0.0180085439880239,0,-0.109782203814937,0,0,0,0.513242104807863,0,0,0.298040884586395,0,0,0,0,0,-0.39122408892181,0,0,0.00950749445547612
BV010082.Index,0,0.0509014501486664,0.0595871234391488,0,0,0.0402258641365801,0,0,-0.0828682243854995,0,0,0,0,0,0,0,0,0,0,-0.046653681346835
CVIX.Index,0,0,0,0,0,0,0,0.147885371532006,-0.139117737437703,0,-0.136977978855332,0,0,0,-0.0875280789676972,0,0,0,0,0.0707169629542591
DXY.Curncy,0,0,0,0,0,0.00548064761316366,0.00580165435553559,0,2.16840434497101e-19,0.00838386681626854,0,0.00203042600422158,0,-0.0220858723226431,-0.00454159205488052,0,0,0,0,0.00504531803861042
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00171097559068617,0.0172459647566788,0.00381882163382287,0,0,-0.0705527792713762
VIX.Index,0,0,0,8.67361737988404e-19,0,0,-0.0608661430662616,-0.255108139060928,0,0.439022645262805,0,-0.513618349402949,0,-0.0561627508340002,0.0970256536875366,0,0.167820050009986,0,-2.43325576779029,0
