,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0542707515773262,0,0.0867655129898461,0.0326389847617304,0.156162355748584,0,0.0985555874200914,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.194545937746982,0,0.0043957174265603,0,0.11756658244274,0,0,0.0298962323459243,0,0.0996162785376671,0,0,0,0,0,0
XRP,0,0,0,0.0185399822488746,0.137061961798384,0,0,0.0163495021548871,0.030544777360591,0,0,0,0,0.250058024556866,0,0,0,0,0,0
BCH,0,0,0,0,0.274133991710433,0,0.0564837004657673,0,0.0989299650628849,0.0224987147559743,0.138730212261476,0,0,0.169462069048204,0,0,0,0,0,0
LTC,0,0.127928935798518,0.0553212817024167,0.0524418958868375,0,0,0,0,0.0158270830600864,0,0.692155224077975,0,0,-3.46944695195361e-18,0,0,0,0,0,0
DASH,0,0,0,0.0861601202044803,0,0,0.103901880872771,0.0460618295846886,0.118447064909842,0,0,0,0,0.119220100042451,0,0,0,0,0,0
XEM,0,0,0,0.111525926707193,0,0.0651459062165399,0,0.0356363532338251,0.0996076637307753,0,0.00253399057152334,0,0,0.138930024199048,0,0,0,0,0,0
NEO,0,0,0,0,0.115106808154552,0,0.272357003696238,0,0.121226176992618,0,0,0,0,0.073274365320393,0.0500174939141777,0,0,0,0,-0.0964679011268776
MIOTA,0,0.23239447357998,0,0,6.93889390390723e-18,0.00124355853508122,3.46944695195361e-18,0.189331780345549,0,-3.46944695195361e-18,0,0.23714749152539,0,0,0.178911511210163,0,0,0,0,0
XMR,0,0,0.124214076063746,0.0154368975398187,0,0,0,0.00822610393115888,0.0630737724893542,0,0.0479683067516988,0.178653932247595,0,0.064574222326962,0,0,0,0,0,0
ETC,0,0,0,0,0.338359443610677,0,0,0,0.0504461477908318,0,0,0.0242791029886973,0,0.0825827084341814,0,0,0,0,0,0
ZEC,0,0,0,0.0127135688225573,0,0,0,0,0.0648207901149294,0,0.190966761368148,0,0,0.165769564592631,0.170842310074162,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0.0494851739476767,0,0.0363708371613097,0.206072646479028,0.348131448134083,0.116592952059688,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.107664037271697,0.0858878671553135,0,0.116504577495176,0.13723441650371,0,0.115925306163636,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0121476919151711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229217801822896
CVIX.Index,0,0,0.0181383898982742,0.0112300196267212,0,0.0296958440102558,0,0.00270390633462053,0.0219157607120391,0,0,-0.0859218452635779,0.0323100054405745,-0.0139266351179855,-0.00900061425483858,0,0,0,0,0.0221886780367144
DXY.Curncy,0,0,0,-0.00355547828056524,-0.000513499806298452,-0.0186442574815658,0,9.16548575676077e-05,0,0,0,0,0,0,0.0107889759553192,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00333053651806943,0,0.000693338309686631,0,0,0,0,0,0,0,0,0,0,0,-0.0380373694136725
VIX.Index,0,0.13580103151023,0,0,0,-0.260547925109347,0,0,0.137732119801849,0,0,0,0,0,-0.06409106194203,0,0,0,0,0
