,BTC,XRP,ETH,BCH,XLM,EOS,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,XEM,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.00522307074119934,0.0138658809326604,0,0.185510329933378,0,0,0,0.0520486284059907,4.33680868994202e-19,0,0,0,0,0,0,0,0,0
XRP,0,0,0.224957292425415,0,0,0,0,0,0,0,0.385693019451876,0,0,0.025997483494567,0,0,0,0,0,-0.0193635968457191
ETH,0,0.0838123166015309,0,0.0578085483476057,0,0,0,0.279158132510457,0,4.33680868994202e-19,0.159161615964604,0,0,0.00269021056276288,0,0,0,0,0,0
BCH,0,0.044439284308839,0.458349684625026,0,0,0,0,0.0452907843910721,0,0.175494848243063,0.120698420193009,0,0,0,0,0,0,0,0,0
XLM,0,0.149443011053414,0,0,0,0,0,0.506644556903723,0,0.0971193093789734,0,0,0,0,0,0,0,0,0,-0.0150484557458584
EOS,0,0.0217252694812105,0.265330375403387,0.0742106201739681,0,0,0,0.199798840117971,0,0.0845153663791185,0.0391289058025717,0,0,0,0,0,0,0,0,-0.0128774997843957
LTC,0,0.00638899272851608,0.141818409195095,0.11634564644852,0,0,0,0.169281509572621,0,0.0304104934691696,0.159541043099602,0,0,0,0,0,0,0,0,0
ADA,0,0,0.188931815291453,0.0546912155921403,0.218765346123948,0,0,0,0,0.169634388522201,0.168213742312708,0,0,0,0.0306801220607345,0,0,0,0,0
XMR,0,0.0160044442415536,0.209662001058071,0.0845978991555263,0,0,0,0,0,0,0.21563478331328,0,0,0,0,0,0,0,0,0
TRX,0,0.0418995328540696,0.234808149823916,0.010967838255051,0,0,0,0.398833654799861,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.110311190450701,0,0,0,0,0,0.0856188927538729,0.170415902700138,0.13178877083567,0,0,0,0.0962262656612218,0.0763633320294331,0,0,0,0,0
DASH,0,0,0.410830141228053,0.0384039753372391,0,0,0,0.17250791565088,0,0,0,0,0,0,0,0,0,0,0,0
BNB,0,0,0.23774885707183,0.043392169305972,0,0,0,0,0,0.0790049446625334,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0.0627829001957352,0.161351717429417,0,0,0,0,0,0.237395496171944,0.122387270807271,0,0,0,0.0936790489505678,0,0,0,0,0
NEO,0,0,0.0907253409289129,0.0693756261194474,0,0,0,0.312486768555914,0,0,0.271726271407327,0,0,0,0,0,0,0,0,-0.0418028089768322
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229360515768364
CVIX.Index,0,0.00955221412226755,0,0,0,0,0,0,0,0,0.0804040721029861,0,0,0.0183680388885635,0,0,0,0,0,0.0465079219247215
DXY.Curncy,0.0149530511333387,-0.00873539796384111,-0.0289897854406345,0,-0.00517628836334785,0,0,0,0,-0.00529658767122602,0.0235953759122401,0,0.0258146208300178,0.0030513668033861,0,0,0,0,0,-0.00257298456785908
SPX.Index,0,-0.0155020435667455,0,0,0,0,0,0,0,0,0,0,0,0.0114121952159445,0,0,0,0,0,-0.0979314857246073
VIX.Index,0,-0.196973017684632,0,0.152746856482954,0,-0.126222878681593,0,0,0,0,0,0,0,0.172311998153235,0,0,0.492561141411694,0,-5.01948056503149,0
