,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.211537602186774,0.0320742066839416,0.00813258626285374,0,0,0,-0.0108115340055659,0.00630044135326392,0.0028529122492971,0,0,0,0,0,0.00397942870923415
ETH,0,0,0,0,0,0.0358233931119288,0.295316794569153,0.027861129241383,0,0.109045424802951,0.0081905435177425,0,0,0,0,0,0,0.139689818228341
XRP,0,0,0,0,0,0,0,0.0447913663399552,0,0.416676054950741,-0.0499368412256109,-0.0121922631979594,0,0,0,0,0,0
LTC,0.374248779999771,0,0.000862779748546313,0,0.0346448483555333,0,0,0,0,0,-1.6940658945086e-21,0,-0.00504933933489993,0,0,0,0,0
ETC,0,0,0.0400374282147284,0,0,0.0641156817690213,0,-0.0782589663348316,0.186426615435963,0.0196498431569036,-0.0211066971631084,-0.0481701106999267,0,0,0,0,0,0
XMR,0,0.412992416868675,0,0,0,0,0,0.16272431977928,-0.415537420190239,0,-0.119494943713755,-0.0190220940039373,-0.131846304334062,0,0,0,0,-0.106829438848384
DASH,0,0,0,0,0,0.0713862453951393,0,0,0,0,-0.0538987377725909,-0.0301208577892401,0,0,0,0,0,0
XEM,0,0,0.153118537244752,0,0.140700590367802,0.00575712160753571,0.298287956521014,0,0,-0.0351328548919218,0.0165143558833794,-0.0315277770905128,-0.0147404118660387,0,-0.354299278831254,0,0,0
DOGE,0,0,0.0169143535962086,0,0,-0.0460567008034531,0,0,0,0,0.010532445524074,-0.00990470713619354,0,0,0,0,0,0
XLM,0,0,0.575600141723561,0,0.185571670721662,0.0683182249699767,0,-0.108760852191649,0,0,0.027658068439456,0,0.121039942356833,0,0,0,0,0
NEO,0,0,0,0,0,-0.477689177891426,-0.348343082431558,0,0,0,0,0.0781611203167538,0,0,0,0,0,0.301525214942587
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,-0.0183465608499526,0,0,0,0,0,-0.0336410551174952
BV010082.Index,0,0,-0.0797356842096705,0,0,0,0,0,0,0,0.00137719623529169,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,-0.0368409251188162,0,0.064526985321342,0.00861506215592774,0,0,0,0,0,0,0.101404875951277
DXY.Curncy,0,-0.00661205305650056,-0.00347210096047164,0,0,0,0,0,0,0,0.0014559593269239,0.000405808051582668,0.00496979029125706,0.0647682676488287,0,0,0,0
SPX.Index,0,0,0.00462081981233482,0,0,0,0,0.0135702171079733,0,0,0,1.55163568719302e-05,0,0,0,0,0,-0.068853028001962
VIX.Index,0,0,0.0300905708769632,0,-0.10497371808107,-0.0371156717520676,0,0.265341025571931,0,-0.156073934717719,0.0045550465665912,-0.0084551716802479,0.0117152677756787,0,1.00332570604056,0,-4.79316200988624,0
