,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.132473656478119,0,0,0.121938714396135,0.028492822654455,0,0.0135310423925056,0,0,0,0,0,0,0,0,0
ETH,0,0,0.10516397786396,0,0,0.100533398200232,0.16419848099338,0,0.03104000041535,0,0,0,0,0,0,0,0,0
DASH,0.235183339139567,0,0,0,0,0.316194271963853,0,0,0.0312200413084956,0,0,0.106433109074343,0,0,0,0,0,0
XRP,0.0435257936003679,0,0,0,0,0.0509811659542618,0,0.0207750892069707,0,0.0985320529228851,0.0225258843454092,0,0,0,0,0,0,0
LTC,0.162532334904928,0,2.16840434497101e-19,0,0,0.0149945523023563,0.088072121223424,0,0,0,0,0,0,0,0,0,0,0
XMR,0.432773421010004,0.0810649863902203,0.0938368535628685,0,0.285117442116281,0,0,0,0,0,0.110003278552216,-0.118483149718762,-0.0831464612899841,0,0,0,0,0
ETC,0.170881847702024,0.116461792187498,0.108040084925929,0,0.108997403383775,0,0,0,0,0,0.0897275654110529,0.211264519955744,0,0,0,0,0,0
XEM,0,0,0.238924021980026,0,0.247521964795683,-0.172754242000275,0.029887842841,0,0.11491605807057,0,0.0849149904750954,0.0368494943699205,-0.0687109034074415,0,-0.771136769432563,0,0,0
ZEC,0,0,0.3534061047893,0,0,0,0.144901604517295,0,0,0,0,0.0271812929765922,0,0,0,0,0,0
DOGE,0.210727393550149,0,0,0.0235812916064733,0,0,0,0,0.0506701293387443,0,0.100002306830347,0,0.0218639954505631,0,0,0,0,-0.0219825526818725
XLM,0,0,-0.0699078706621628,0,0.295603772760364,0.00639597866084752,0.218794883143446,0,0,0,0,0.00614032179617959,0.0575108400091807,0,-0.0834815322719809,0,0,-0.109752040777678
NEO,0,-0.34749985286855,0,-0.0672052259055275,1.73472347597681e-18,0,0.352647245416709,0,0.0290955945846239,0.136836091568676,0.16058501624234,0,0.217370955697832,0,0,0,0,0
DGB,0.358514200374058,0.0720549695267202,-0.078709100427627,0,0,0,0,0.0544152845533712,0,0,0,0.0974934063541515,0,0,0,0,0,-1.73472347597681e-18
BV010082.Index,-0.19800406920563,0,0.141661325482514,0,-0.129001632186059,0.0899308204950439,-0.0329326131347284,0.0711050310831623,0,0.229994361418716,-0.0386798078207386,0,-0.0110090457813399,0,0.117968620487527,0,0,0.00668066650014708
CVIX.Index,0,0.0876386931513322,-0.0227977060607164,0.0176982266155984,0.0821821029162638,0.0669968464925144,0,-0.0583014847798379,-0.0572855100924571,0,0,-0.0308319301937635,0.0212328233895571,0,0,0,0,0.100543867257199
DXY.Curncy,0,0,0.0113530249557331,0,0.0176764632343001,0,-0.00284727681864121,-0.0140112784632008,0,0,0,-0.0104817856658415,0,0.119088605597367,0.0353991342349257,0,0,-0.0132022652965262
SPX.Index,0,0,0.00696309694610023,0,0,0,-0.00737171882284685,0,0,0,0.00457000770076226,0,0,0.00151089056422637,0,0,0,-0.0430989528990081
VIX.Index,0,0.0938601351494704,0,0,0.161967345628656,0,0,-0.130972983022375,0,0,-0.0633224037568001,0.0869961541300799,0,0,0.0518480285024596,0,0,0
