,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.113036283944387,0.099263912723826,0,0,0.0287573690566513,0.0458290914183345,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.171561391186573,0.13928324900902,0,0,0.0834379249724753,0,0.0385574165676585,0,0,0,0,0,0,0,0,0
DASH,0.313322993210835,0.134497190678287,0,0,0,0,0,0,0,0,0,0.05721262943912,0.146486349431416,0,0,0,0,0
XMR,0.0350341203047346,0.351621712169146,0,0,0,0.22201595459332,0,0.0189127584387779,0,0,0.119522714366944,0,0,0,0,0,0,-0.0689941493263445
XRP,0,0,0,0,0,0,0,0,0,0.23508411291237,0.00421933974025362,0,0,0,0,0,0,0
LTC,0.0798067960948879,0,0,0.0496043550783291,0,0,0.111193759750653,0,0,0,0,0,0,0,0,0,0,0
ETC,0.0539138881061015,0.0354734278544913,0.0893577985135185,0.0257271400539598,0,0.244893204083631,0,0,0.148874582780799,0,0.0969075781703096,0.101618815954062,0,0,0,0,0,0
XEM,0,0.277072709433829,0,0,0,0,0.0572199830850759,0,0.0462694986051779,0,0,0.122425540836572,0,0,0,0,0,0
ZEC,0,0,0.282520447210882,0,0,0,0.22172675712042,0,0,0,0,0,0.134030940471349,0,0,0,0,0
DOGE,0.188450118862144,0,0,0.172015011739857,0.105568753848928,0,0,0,0.0991000059272989,0,0.0718496578401333,0,0.0265541169085607,0,0,0,0,-0.0314314591264619
XLM,0,0.0584171903119805,-0.0225290718000502,0.0851992136921707,0,0.198136734026035,0.205987762298403,0.0461351616086947,-0.118297571799414,0,0,0,0.124665402200044,0,-0.0915302901504422,0,0,-0.10318642655185
NEO,0,-0.19790478573423,0.22655775489529,-0.00913580131107772,0,0,0.277382909593058,0,0,0,0.148954937272651,0,0.118178862213895,0,0,0,0,-0.0758586523836293
DGB,0.399301556000884,0.0281260246716844,0,0,0,0,0.0101054915932827,0,0.0514979321508788,0,0.0525389879785572,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0372054851605591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0.0761445004040806,0,0,0,0,0,-0.0816119619522083,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0460795919677038
DXY.Curncy,0,0.0150338218410309,0,0,-0.00133131982078552,0,-0.00487677426326418,-0.0141853090657857,0,0,0,0,0,0.100048227305674,0.0217078171142124,0,0,-0.00571442586118186
SPX.Index,0,0.0102354409974598,0.00106278960541801,0,0,0,-0.010876632528125,0.00138492327850419,0,0,0.00432513913160286,0,0,0,0,0,0,-0.0436014210135772
VIX.Index,0,0,0,0,0,0,0,-0.119210210580603,0,0,0,0.0234937865622464,0,0,0,0,0,0
