,BTC,ETH,XRP,BCH,ADA,LTC,XLM,NEO,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0397622058275734,0.117387037358241,0.0982110699992299,0,0,0,0,0,0.0682372174610582,0,0.162319074491334,0,0,0,0,0
ETH,0,0,0,5.42101086242752e-20,0,0.163309411847775,0,0.131155946651594,0.0685509040182045,0.0550111827497717,0,0,0,0.00312083245186557,0.237009381580389,0,0,0,0,0
XRP,0,0,0,0,0,0,0.103762202691645,0,0.0537906596151134,0.176763480266707,0,0,0,0.125475488134773,0.166627987567394,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0.120925088438962,0.0795723257883092,0,0,0.144355791505613,0.371301097472599,1.0842021724855e-19,0,0,0,0,0,0
ADA,0,0,0.0551463552412752,0,0,0,0.193901596790912,0,0.0756772326496002,0.176173108795513,0.0345940069410495,0,0,0.0390525322438559,0,0,0,0,0,0
LTC,0.202472343663459,0,0,0,0,0,0,0,0.060789066507418,0,0.0540099665033668,0,0,0.00646666323285063,0.221801349153299,0,0,0,0,0
XLM,0,0,0.126688170727899,0,0.305013090376305,0,0,0.055669016317881,0,0.0466727172689003,0.0811356093517958,0,0,0,0.0883122787718236,0,0,0,0,0
NEO,0,0.116647956947897,0,0.102264444447671,0.019840947347598,0,0.0886004206441952,0,0,0.137515921461237,0,0,0.148038027153015,0,0.174358739123498,0,0,0,0,0
EOS,0,0,0.0333536477452305,0.0993810846120416,0,0.0757870869763593,0,0,0,0.137857306872001,0,0,0,0.110508648022716,0.214365067690019,0,0,0,0,0
XEM,0,0,0.062477906905833,0.0647551412406711,0.132407506245016,0,0.277538399150487,0.0742318368319113,0,0,0.027421683262103,0,0,0.0335036993695285,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.260340323607927,0,0,0,0.214102303320009,0,0,0,-0.0458093153314852,0.41460448442159,0,0,0,0,0
DASH,0,0,0,0.116353396750724,0,0,0,0,0.0692162834263276,0,0,0,0,0,0.36690271676294,0,0,0,0,0
XMR,0,0,0,0.140108545512364,0,0,0.00784187618200537,0.106562562370472,0,0,0,0.226788135470745,0,0.0343714593028383,0.249646459657974,0,0,0,0,0
TRX,0,0,0.137542973563752,0.147379621913352,3.46944695195361e-18,0.204826299481778,0,0,0.112805578493745,0,0,0.297148081173275,0,0,0,0,0,0,0,0
ETC,0,0,0.0589164558869767,0.224774717423421,0,0,0,0.0820885618525151,0.00838081188220419,0.0620190671082878,0.03587244680493,0.0221616872223312,0.0946810966671792,0.0115875791478169,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327151759999842
CVIX.Index,0,0,0.0157452859550813,-0.0381044874800439,0.010260865450487,0,0,0.00283929995723979,0,0.0207151793196191,0,0,0,-0.0246677111520847,0,0,0,0,0,0.0431812318821384
DXY.Curncy,0,0,0,-0.0022596691790913,-0.00816741344989104,0.00405778749250941,0,0,0,0,0,0,0,0.0025645449053375,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544651196648315
VIX.Index,0,0,-0.0343353008578575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
