,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0231474414988402,0,0,0,0,0.0963990452011004,0,0,0,0,0.205708069035399,0,0,0,0,0,0
ETH,0,0,0,0.0889332356779819,0.0361420843925502,0,0,0,0.115445902981874,0.0597501604065097,0,0,0,0.225392837932086,0,0,0,0,0,0
XRP,0,0,0,0,0.049982826349061,0,0.0481713002426076,0.0694417352238068,0.0783634571788572,0,0.0359772306112145,0.0931628145830137,0,0.338570008451048,0,0,0,0,0,0
BCH,0,0,0,0,0.0298319587368624,0,0.157741359525202,0,0.173768722177133,0,0.131267597456761,0.0527985911472238,0,0.0939038877163982,0,0,0,0,0,0
EOS,0,0,0,0.249470875174483,0,0,0.098335315685367,0,0,0.0386218988335117,0.274550321764242,0,0,0,0.0939940298804136,0,0,0,0,0
LTC,0,0,0.118312885005518,0.0213961663476586,0.0443773993632089,0,0.0539714196953701,0,0.110961809557153,0,0.0870915351997896,0,0,0.138225670925759,0,0,0,0,0,0
ADA,0,0,0,0.0979237209527807,0.124873010871529,0,0,0.307523177725884,0.158980093457025,0,0.0116765047161179,0,0,0.0277435217900356,0,0,0,0,0,0
XLM,0,0,0,-6.93889390390723e-18,0.144138687478971,0,0.128195980777003,0,0.0901823884453401,0,0,0,0,0.274314651039579,0,0,0,0,0,0
MIOTA,0,0,0.431797765144317,0,0,0,0.122947152554709,0.270138234355705,0,0,0.00479024414426548,0,0,0.167292262768003,0,0,0,0,0,0
TRX,0,0,0,0.15692740736647,0.0741700338394124,0,0,0.412088153480702,0,0,0,0.0781369560825179,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.11012248993514,0,0,0.169669148642546,0.0932700813167417,0,0,0,0.0570459847444183,0.324293295560578,0,0,0,0,0,0
XMR,0,0,0.0332499867704259,0.0760181251940137,0.0149496761617882,0,0.0757344238391919,0,0,0,0,0,0.196576836348249,0.284681640355786,0,0,0,0,0,0
DASH,0,0,0,0.0821101060745835,0,0,0,0.20344065077367,0.0784550796188875,0.0150508907237417,0,0,0,0.233319158005924,0,0,0,0,0,0
XEM,0,0.311876803946388,0.0724263754088787,-3.46944695195361e-18,0,0,0.0629166221030211,0.188592360524317,0,0.0626261302233507,0.0869286630471986,0,0,0,0,0,0,0,0,0
BNB,0,0.247005780967023,0,0.0591446726244417,0.0768444576409645,0,0,0,0.0199837726483166,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.0242804472189305,0,0,0.042529335269282,0,0,0,0,0,0,-0.107961117522518
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0.00255138492525835,0.000957299448647303,0,0,0.00569171655392838,0,-0.005964720936255,0.0023854608513617,0,0,0,0,0.00541270298849418,0,0.0384016300010428,0,0,0
SPX.Index,0,0,0,0,0,-0.00157508351153035,-0.00925470484591685,0,0,0,0,0,0,0,0,0,0,0,0,-0.111982203862319
VIX.Index,0,0,0.233483252597624,0,-0.181361712113632,0.130205627988545,0,-0.292692060007108,0,0,0.23936107946804,0,0,0,0,-1.76306901114979,0,0,0,0
