,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.557767381630446,-0.0114242691417495,0.0552253235147663,0,0.101104745543111,0,0.0071846907012805,0,0,0,0,0.0193388702753081
XRP,0,0,0.0357848948831923,0,0.000131611306286195,0,0.206449190877025,0,0.0267190579982228,0.0476483466903384,0,0,0,0,0
ETH,0,0,0,0,-0.139650047208682,0,0,0.0683480621151977,0,0.0263370377687553,0,0,0,0,0.116579630767089
LTC,0.485942395699176,0,0,0,0.0241290626010365,0,0,0,0.0314902958675681,0,0,0,0,0,0
DOGE,0,0,0,0.848206771790783,0,0,0.132851334024589,0,0,0,0,0,0,0,0.0164411477577974
DASH,0.498252566858159,0,-0.300560595409251,0,-0.125395990823531,0,0,-0.254729307550311,-0.0645067666695986,0,0,0,0,0,0
XLM,0,0.0831630307108372,0,0,0.221340228982146,-0.0453003738952887,0,0,0.0488931050305756,0.0990508647535725,0,0,0,0,0
XMR,0.442497466517973,0,0,0,0.0717559801018707,-0.114972905813599,0.209149633308137,0,-0.0809156007932965,3.46944695195361e-18,0,0,0,0,-0.0383243055328518
XEM,0,0.195312032050706,0.0893741988564722,0,0,0.24596731603471,0.347848734014576,0.0587740710387821,0,0,0.694422900591181,-1.10671402854441,0,0,0
DGB,0.355339105384719,-0.0792738070498788,0,0,0,0,0.251013054283304,0,0,0,0,0,0,0,0.0119575663283254
BV010082.Index,0,0,0.0123921590567574,0.0584012355821914,0.0212323597622385,0,0.0591563045037877,-0.00594289849769737,0.0178735527704787,-0.0337331538557278,0,-0.0903263015708686,0,0,-0.0594960801971269
CVIX.Index,0,0,0,0,0,-0.0244386323073614,0,0,-0.0415922787890832,0,0,0,0,0,0.076957488629206
DXY.Curncy,0,-0.00403361714959923,0.0117164262481416,0,0,0.00738557213933827,-0.00530373030155862,0.0144919623860531,0,-0.00686049700814305,0,0,0,0,-0.00957013648875
SPX.Index,0,0.0153463654750326,0,0,-0.0082449284295318,-0.0138576955009368,0,0,0,0,0,0,0,0,-0.105889709570044
VIX.Index,0,0,0,-0.233059224084588,0,0.026282322079749,0.13932824654208,0,-0.00635997047029391,0.0555836531210556,0,0.152292788356202,0,-4.60469371204475,0
