,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,NEO,ETC,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0.0734107269406609,0,0,0,0,0.0487095544219771,0,0.055506235034113,0,0,0,0,0
ETH,0,0,0,0.0830272112053085,0,0,0.0312573774913503,0.0300492144399532,0,0,0,0.155845135218858,0.0393867357572851,0.0221076471125122,0.154593030644297,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0,-0.129649043267675,0,0,0,0,0,0,0,0,0,0
XRP,0,0.221534445636265,0,0,0,0,0,0.0186263421056317,0,0,0,0,0.0342318136183193,0.0641112408917117,0.0630882646055237,0,0,0,0,0
LTC,0,0.093090974793256,0,0,0,0,0,0.0610099317260537,0,0,0,0,0.0830289741942282,0.031546795052591,0,0,0,0,0,0
DASH,0,0.129689008701576,0,0,0,0,0.0826105797611572,0.0850100721702081,0,0,0,0.0180637737098807,0.054733707349958,0.0399728533984543,0.0873735622361632,0,0,0,0,0
XEM,0,0,0,0,0,0.111366963151318,0,0.0390493142815082,0,0.0556498169656817,0,0,0.122042788255214,0.110138780589956,0.136217376721377,0,0,0,0,0
MIOTA,0,0.0608915798915543,0,0,0.092322401171258,0,0.147756986989097,0,0,0.211918362849469,0,0.480581242883485,-0.0141902314634694,0,0.0171941030370827,0,0,0,0,0
XMR,0,0,0,0,0,0.0383036334870867,0,0.078430239692013,0,0,0,0,0.0538951705789752,0.315570083897215,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0.234354768568846,0.22202920803396,0.00993082362543093,0,0,-1.73472347597681e-18,0.0576464430246429,0,0,0,0,0,0,-0.108063924218682
ETC,0,0.291534010047995,0,0,0,0,0,-8.67361737988404e-19,0.0627448297893887,0,0,0,0.0121847275853575,0,0.0379500297626247,0,0,0,0,0
ZEC,0,0.185956271588351,0,0,0,0.0759370680447208,0,0.129616507774576,0.0582682224403994,0,0,0,0.0628068665629173,0.076022122114617,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.149965718812392,0,0.0883180910250687,0,0.107181471854778,0,0.18140648237711,0.0417138587091458,0,0,0,0,0
XLM,0,0,0,0.168477288653391,0,0,0.0206286817969376,0,0.35243699867525,0,0,0,0.0821011087234069,0,0.116301614869645,0,0,0,0,0
BAT,0,0.137604281799341,0,0,0,0,0.100496773983529,0,0,0,0,0.197395799046059,0,0.136448815738151,0,0,0,0,0,0
BV010082.Index,0,0,-0.00166222516108851,-0.00013132702855161,0.0198876640763493,0,0,0,0.0200224076329845,-0.0213045475824443,0,0.024471760646331,0.00465328686665367,-0.0319953051364424,0.0250190452014156,0,0,0,0,-0.016360970254565
CVIX.Index,0,0,0.00729637900703435,0,0,0,0,0.0276804704641279,-0.0153224555217221,0,0,-0.0304204513054502,0.00965714684365926,-0.0231607156810662,0.0117064292249739,0,0,0,0,0.0398567981076556
DXY.Curncy,0.0032670452788566,0,0,0.00503238776941489,0.0220811377029781,0,-0.00134909305956254,0.00674215372170308,0,0,-0.00793610914033898,0,0,-0.00677852423668726,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00179384046184107,0,0,-0.00431254280227039,0.00107172268725351,0,0,0.000706255223704939,0,0,0,0,0,0,-0.0450850253986499
VIX.Index,0,0.196624481735679,-0.0167250774085866,0,0,-0.239798432432069,0.103087412765795,0,0,-0.0721165646276622,0.0271553836247666,0,0.02507752471387,-0.10545553592168,0.0318661869718623,0,0,0,0,0
