,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.122053623368077,0.154026774749398,0,0,0,0.0420378813607943,0,0.027194983436079,0,0,0,0.0290038521122656,0,0,0,0,0
ETH,0,0,0,0,0,0.0671096552227401,0.223637449343386,0.054107023140827,0.115285068011717,0.0173155035333927,0,0,0,0,0.0752754410249215,0,0,0,0,0
XRP,0,0,0,0,0.232319018063077,0,0,0.0529703458705605,0,0.018374579004273,0,0,0,0.207017569655757,0,0,0,0,0,0
LTC,0,0,0,0,0.0464680779531383,0,0.176301170893958,0,0.0460055574490357,0.03537994121737,0.0750920810300774,0,0.0182899021633324,0.0447856845454858,0,0,0,0,0,0
XEM,0,0,0.0412278230175169,0,0,0,0,0,0,0.119708922700305,0.0226741549794761,0,0,0.201053830681032,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0.113199675419861,0,0.172816852763474,0.0603733733708648,0.0784777887195799,0,0,0,0.0935375275168138,0,0,0,0,0
ETC,0,0.320210227632227,0,0.104433178327099,0,0,0,0,0.0346469471705372,0,0.00984404760928849,0,0,0,0,0,0,0,0,0
MIOTA,0,0.235161842291033,0,0,0,0,0.111254449455932,0,0,0,0.058989380193418,0,0,0.12385540369399,0.0986777199771146,0,0,0,0,0
XMR,0,0,0,0,0.166527008150135,0.149407547923301,0,0,0,0.00901081648718113,0.00196814167841343,0,0,0.0996382529618133,0.0654555427307717,0,0,0,0,0
EOS,0,0.223584367172781,0,0,0,0,0,0.178041566398469,0,0,0.013715442607991,0.136969209911484,0.117454295970388,0.0921957304921411,0.0356426707748685,0,0,0,0,0
NEO,0,0,0,0.0612398154216242,0,0.115409068447836,0,0,-8.67361737988404e-19,0.0241894143252515,0,0.544715220614162,0,0.019987263980751,0.0564183097934754,0,0,0,0,0
ZEC,0,0.164132334905924,0,0,0,0,0,0.0567532620641413,0.125690756602513,0,0.0293922970371248,0,0,0.255966153001307,0,0,0,0,0,0
DOGE,0,0,0.0177663029197982,0.0423251458956076,0.355223397972202,0,0,0,0.120629269574513,0,0.00616630277193789,0,0,0,0.0947052595722103,0,0,0,0,0
XLM,0,0,0.111064575864196,0,0.147170542209414,0,0,0.0125923208678475,0.386175005460429,0.0553045407092403,0.0430819653232092,0,0,0,0.0797118283530312,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0.125012062053391,6.93889390390723e-18,0.0618540365459933,0.0157576763361602,0,0.195157004134123,0.645884266658051,0,0,0,0,0,0
BV010082.Index,0,0.00875578447780103,0,0,0,0,-0.0223371716449794,0,0,0,-0.00433142787067098,0.0338909334354074,0.00708356275585264,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0186212618306332,0.000336018987156771,0,0,0,0.00422958255703368,0,0,0,0,0.0001102591978439,0.00818848576453466,0,-0.0116738215181506,-0.00676036541469505,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00433226660756899,0,0,0,-0.000108872103434692,0,0,-0.000501995691765105,0.00146391354842622,0,0,0,0,-0.0528129665367885
VIX.Index,0.0658763498706041,0.101958122079097,0,0,0,0,0,-0.0542550309955596,0,0.0130730618458942,-0.0248234451639888,0,0,-0.0274611474333454,0,0,0,0,0,0
