,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0513953020869431,0,0,0,0,0.105286347501627,0.0219349259155211,0,0,0,0.180263483025506,0,0,0,0,0,0
ETH,0,0,0,0.0889332356779819,0.0361420843925502,0,0,0,0.115445902981874,0.0597501604065097,0,0,0,0.225392837932086,0,0,0,0,0,0
XRP,0,0,0,0,0.0473886433334548,0,0.0475384914486713,0.087461534518902,0.0788016886303747,0.0115099790969773,0.0270648749047582,0.0811316257050557,0,0.328024035446208,0,0,0,0,0,0
BCH,0,0,0.0279399666496502,0,0.0182138270411111,0,0.146456961738934,0,0.167372092531547,0,0.139588986005843,0.116007975488605,0,0.0754137397518944,0,0,0,0,0,0
EOS,0,0,0,0.272460630250732,0,0,0.13142267534326,0,0,0.123768149561169,0.167795789821105,0,0,0,0.10717421095245,0,0,0,0,0
LTC,0,0,0.171280731904397,0.0488899866179547,0.0157405607018336,0,0.0580365301124307,0,0.118299963587087,0.0142015747582064,0.10095058657715,0,0,0.0775725985486975,0,0,0,0,0,0
ADA,0,0,0,0.0979237209527808,0.124873010871528,0,0,0.307523177725884,0.158980093457024,0,0.0116765047161181,0,0,0.0277435217900351,0,0,0,0,0,0
XLM,0,0,0.140975939591016,0,0.139087087512534,0,0.124849034148405,0,0.105347145440372,0,0,0,0,0.201115975813444,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.168854936838634,0.0736237124308441,0,0,0.134860533949395,0,0,0.373435574100614,0,0,0,0,0,0
TRX,0,0,0,0.105708594457172,0.0644857377045841,0,0,0.436726875796611,0,0,0,0.0760458461105668,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0905083579586671,0,0.0491087916726253,0.20493320332134,0.0931747015079309,0,0,0,0.0738432814917042,0.268734921579215,0,0,0,0,0,0
XMR,0,0,0,0.0954105313797702,0.0180752415814903,0,0.0654114578625694,0.0162484515873715,0,0,0,0,0.146037609475082,0.308290829843241,0,0,0,0,0,0
DASH,0,0,0,0.0759564773871515,0,0,0,0.200308471178596,0.10888372155948,0.0600501535767331,0.0314722444994489,-6.93889390390723e-18,0,0.189825711264892,0,0,0,0,0,0
XEM,0,0.314324278837894,0.0257285337581666,0.0516764465465059,0,0,0.0319099956958326,0.246394674884104,0.0020608373722535,0.0633912983380855,0.0624960340534377,0,0,0,0,0,0,0,0,0
BNB,0,0.358701949684426,0,0,0.0697232687188675,0,0,0,0,0,0.0184722017392872,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0.00448115765426062,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900180737408932
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.00278806650774604,0,0,0.00345804200628136,0,-0.00512557920297136,0.00255467601835978,0,0,0,0,0,0,0.0386494982420269,0,0,0
SPX.Index,-0.0170040452987675,0,0,0,0.00296450118671792,0,-0.00948406967948831,0,0,0,0,0,0,0,0.00347181993063261,0,0,0,0,-0.112440310355267
VIX.Index,0,0,0,0,-0.205749037596905,0,0,-0.226319083056438,0.0966276485664537,0,0.295756533636265,0,0,0,-0.0180825656448457,-0.635427295357302,0,0,0,0
