,BTC,ETH,XRP,BCH,LTC,ADA,NEO,EOS,XLM,MIOTA,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.159136810689168,0,0,0.028119977957094,0.114784100381465,0,0.0844969308351347,0.147325031156226,0,0.0733384196008052,0,0,0,0,0,0,0
ETH,0,0,0,0.172059665192883,0,0,0,0.0739150029762514,0,0,0.0477560457779046,0,0,0.0700650539515232,0.110187322478453,0,0,0,0,0
XRP,0,0,0,0,0,0.0904891645554357,0,0,0,0,0,0,0.000408906664122265,0.348727052803783,0.180484202398623,0,0,0,0,0
BCH,0,0,0,0,0,0,0.057521203468353,0.1201819132198,0,0.0677917791917455,0.0048086991720433,0.335342913346,0.00904742837400364,0,0.0450852873263723,0,0,0,0,0
LTC,0,0,0,0.119743743985948,0,0.0123791351771676,0,0.053472704513597,0,0,0.0998856086193275,0,0.0168694684811608,0.0457167373963853,0.224893608931598,0,0,0,0,0
ADA,0,0,0.0538379409028637,0,0,0,0,0.125907161783097,0.0540540632426759,0,0.0893110880147449,0,0.120958233793834,0.10772382558061,0,0,0,0,0,0
NEO,0,0,0,0.0224794117336277,0,0.0399673644803398,0,0.123862009496161,0.0797488000410293,0.074031780783801,0.0788394131032272,0,0,0,0.18757358720643,0,0,0,0,0
EOS,0,0,0,0,0,0.117350750787815,0.124197724589992,0,0,0,0.0107692515843942,0,0.061243030405463,0.0678036227633113,0.271764217697342,0,0,0,0,0
XLM,0,0,0.274305617476923,0,0,0.207080415136664,0,0,0,0,0,0,0.0598960761921667,0.126647951486879,0.100813706542634,0,0,0,0,0
MIOTA,0,0,0.0355230892740023,0,0,0,0.00410062704390277,0.118219172913149,0,0,0.132245085869617,0,0,0.247114230707983,0.116538972458094,0,0,0,0,0
XMR,0,0,0,0,0,0,0.271867534100667,0,0,0.210139251691685,0,0.188384714430304,0,0.0401619231754561,0,0,0,0,0,0
DASH,0,0,0,0.047109648509069,0,0.0699769458309791,0,0,0.0158481266651053,0,0.235293449043209,0,0.0469197980380045,0.141089858418766,0.0858431624926595,0,0,0,0,0
XEM,0,0,0,0,0.207615393532945,0.269090777576547,0.0287909856916189,0,0.144645927015352,0,0,0,0,0.197264898816189,0.00839263826587119,0,0,0,0,0
TRX,0,0,0,0,0,0,0,0.0944802856771752,0.0375022946270659,0.42196214261827,0,0,0.152514561590338,0,0,0,0,0,0,0
ETC,0,0,8.67361737988404e-19,0.0566944144323855,0,0,0.211779981981611,0.285107103780684,0,0,0,0,0.0147970296634209,0.18784511841736,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334350186637539
CVIX.Index,0,0,0,0,0,0.042386580760926,0,0,0,0,0,0,0.0163763122892473,-0.0484386028028797,0,0,0,0,0,0.0322524086229148
DXY.Curncy,0,0,0.0051378810644116,0,-0.0136186124952568,0,0,0,-0.0149581228337784,0.00988846199231356,0,0.0100139806525814,-0.00181705280413627,-0.0166029591577271,0.0126616103419523,0,0,0,0,0.0104461201661429
SPX.Index,0,0,0,-0.00239756833809619,0,0,0.0197963162538875,0,0,0,0,0,0.00216076177737371,-0.0224129169245283,0,0,0,0,0,-0.0613520633840701
VIX.Index,0,-0.0769455936314048,0,-0.414472552737861,0,0.0255715946454143,0,-0.0464441713289054,0,0,0.0786661305121281,0,0.0339321076476768,0.439176081926703,0,0,0,0,-2.49903560918097,0
