,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0.0124663453894888,0,0,0,0.0368525703620296,0,0,0,0,0
ETH,0,0,0,0,-0.0152876548530091,0,0.129325770047334,0.385040734381195,-0.084019203034796,0.0507527771825522,-0.145722101839318,-0.00896913420737317,0.0259046632632709,0,0,0,0,0
XRP,0,0.0174185951863649,0,0,0,0,0,0.0650567067766286,0.371606912720203,0,0,0,-0.0704782052174491,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.128741559259159,0,0,0,0,0,0,0,0,0
XEM,0,0,0,-0.0129986941889539,0,0,0,0,0.0531744869894899,-0.237489966136531,0.119745127047266,0.0857531199356197,0.197455305024998,0,0,0,0,0
DASH,0,0,-0.098214133117774,0,0.0305886673915734,0,0,0,0.0391970260093699,0,0.106014515336044,0,0.0622887591371191,0,0,0,0,0
ETC,0,0.298418614522015,-0.0111435040262261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.348541852285037,-0.0304895782153683,0,0,0.101878234330926,0,0,0.036961081011924,0,0.0432211967746586,0,0,0,0.0702621629341301,0,0,0
XLM,0,0.0458847296485226,0.373399838455702,0.105166351267411,0,0,0.0632824025952687,0,0,0.293714049673804,0,0,0.0819125248524512,0,0,0,0,0
DOGE,0,0,0.161598387303886,0.175647316142311,0,0,0,0,0.140720440974804,0,0.0834634518593139,0,0.156492250861853,0,0,0,0,0
ZEC,0,0,0,-0.0674182105905718,0.0953958429659013,0.147199162544074,0,0.131705108218298,0,0.183804989687044,0,0,0,0,0,0,0,0
NEO,-0.313193148787946,0,0,0.00190844023701216,-0.0116233752033851,0.108056350262046,0,0,0.0147856766247033,0,0.397411801233912,0,0.051827361832494,0,0,0,0,0
DGB,0,0,-0.0462546028743876,0,0.034103430449969,0,0,0,0,0,0,0.146059515236352,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0051806808601926,0,0,0,0.00943310855407581,0,0,0,0.0232909336573817,0,0,0,0,-0.0657484027351598
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.00615384450737756,0,0.00120117282847815,0,0,-0.00233506688399223,0.0065104750013222,0,-0.00135070703824497,0.00184778215246381,0,-0.00766105245075721,-1.0842021724855e-19,0.0573700419618554,0.0158307241098312,0,0,0.0236558592610643
SPX.Index,0,0,0.000590833982094782,1.0842021724855e-19,0,0,0,0.00321226135774756,0.0004679905548249,0.000799019569529799,0,-0.00171623157446766,0.0021972644253688,0,0,0,0,-0.0244783188518949
VIX.Index,0,0,-0.0128634839472378,-0.021755378459678,0,0,0.0813127415898266,0,0,0.112985172465982,0,0,0,0,0,0,0,0
