,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.100799751685215,0.0273585665521169,0,0,0.00799991647419675,0.0425997093871084,0.107613323718385,0,0.10746153806921,0,0.0333379947226576,0.0131690799101569,0,0,0,0,0
ETH,0,0,0,0.130404201291699,0.081406218103899,0,0,0,0.174823029345023,0,0.154565236926899,0,0,0.0336298331243118,0.0437333319987776,0,0,0,0,0
XRP,0,0,0,0.204312314017409,0.049603316204599,0,0,0,0,0,0.166488200327143,0,0,0,0.166099651839328,0,0,0,0,0
BCH,0,0,0,0,0.373743752592769,0,0.118866995860224,0.00805998325458289,0.0456748567289501,0.14437222194088,0,0,0,0.0556280842034704,0,0,0,0,0,0
EOS,0,0,0,0.290297587300063,0,0,0,0.239657592902582,0.211496430645852,0.0490845418488707,0.196158316234257,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.274637235669846,0.100965524061925,0,0,0,0.00515696111125695,0,0,0,0,0.00262496787703232,0.136029575019149,0,0,0,0,0
XLM,0,0,0,0.247218811057297,0.0544897733606663,0,0,0,0.144954309631121,0,0.0780576858510058,0,0,0,0.152840141436424,0,0,0,0,0
ADA,0,0,0,0.290648079378072,0.0816115562070917,0,0,0,0.0846568247075488,0,0.181969368442184,0,0,0.0219093596358561,0.0255833741350079,0,0,0,0,0
MIOTA,0,0,0,0,0.216601247251778,0,0.319298136738693,0,0,0.431042007119971,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.152242957971574,0,0,0,0.0598918348546404,0.121733787903394,0,0.114553792398098,0,0,0,0.315944561693173,0,0,0,0,0
TRX,0,0.122198795094704,0,0.153501876039778,0.228214001943492,0,0.189375985345628,0,0.0390932898285079,0,0,4.07423502045406e-05,0,0,0,0,0,0,0,0
XMR,0,0,0,0.113438762499764,0.187439067822671,0,0,0.149862582360225,0,0.102080800736215,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.120540152490042,0,0,0,0,0,0.0103952694973525,0,0,0,0.0707027574508173,0.306979070531705,0,0,0,0,-0.0395995064586752
ETC,0,0,0,0.411395205096124,0,0,0,0,0.141033451903309,0,0,0,0,0,0.146691451939173,0,0,0,0,0
XEM,0,0.131909431381006,0,0.079397545518526,0.0326935461144989,0,0.165766135927058,0,0,0.283153123937386,0.0807964033419736,0,0,0.0897216569699109,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602599024218188
CVIX.Index,0,0,0.217302510439099,0,0.0278588837829951,0.0460142553810195,-0.122758942162052,0,0,0.0303050655381125,0,0,-0.186828968910574,-0.0393426866711856,0,0,0,0,0,0.0312362254463441
DXY.Curncy,0,-0.0174378969179218,0,0,0.0163452824449567,0,-2.16840434497101e-19,0,0,-0.00834616836546141,0.00191875067841932,0,-0.0105935878266762,0.0182878897795408,0,-0.0272546753608506,0.0317959799655067,0,0,0.000970712477070268
SPX.Index,0,0,0,0.00283655536628947,0,0,0,0,0,0,0,0,-0.00861582823654736,0,0,0,0,0,0,-0.0561857254396082
VIX.Index,0,0,0,-0.52150011999017,-0.253059924462183,0,-0.0758075234964627,0,0.155567323942194,0.437436199046769,0.188355066868071,0,0,0,0.0107312291083612,-0.749577642599465,0,0,0,0
