,BTC,XRP,ETH,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0353850158403202,0,0.0946275660759588,0,0.0219934245413681,0,0,0.016356169984396,0.2976374253456,0.105224395958691,0,0,0,0,0,0,0
XRP,0,0,0,0.103206502960435,0.157965810109734,0.160593823118893,0,0,0,0,0,0,0,0.0347158449602837,0,0,0,0,0,0
ETH,0,0,0,0.103085735613644,0.031851901005084,0,0.0796868823480807,0,0,0,0,0.265526032270601,0.0750369578153692,0.155922595412655,0,0,0,0,0,0
BCH,0,0,0,0,0.192915781059136,0,0,0.034162417005666,0,0.418042520246465,0.231381078179441,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.0737403405633413,0,0.241587813498384,0.172904937959837,0.00633849566832027,0,0.13612632363132,0,0,0,0.0739007161601854,0,0,0,0,0,0
XLM,0,0,0,0.207532571345827,0.200390601892913,0,0,0,0,0,0.0296278637951707,0,0.0843178145783863,0.0467061603322067,0,0,0,0,0,0
LTC,0,0,0,0.084357278612843,0,0.0990471525408025,0,0,0,0,0.121172508470237,0.10041801020852,0,0.113670290814176,0,0,0,0,0,0
BSV,0,0,0,0.291228508089134,0,0,0,0,0,0,0.181415159257653,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.108649934032018,0,0.0253920678826164,0,0,0,0.324348872673668,0.117183730325623,0,0.0124150778595925,0,0,0,0,0,0,0
ADA,0,0,0,0.148366418648561,0.164879600765529,0.156570748169873,0,0,0.0763523361982721,0,0.114886946673263,0.116312712052214,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0.194754997354606,0,0.154926775756989,0,0.044636606334574,0,0,0,0.272797675173953,0,0,0,0,0,0,0,0
XMR,0,0,0.0671366835131323,0.04711665791614,3.46944695195361e-18,0,0,0,0,0.232004657437977,0,0,0,0.303744716024135,0,0,0,0,0,0
BNB,0,0,0.0972822565970488,0.00346069187461807,0.180273820398612,0.0476572372209131,0,0.0105160057682193,0,0.22179586298542,0,0,0,0.0703783318910052,0,0,0,0,0,0
DASH,0,0,0.306627475090297,0.00653890345309907,0.0828067234000456,0,0,0.0197046693110371,0,0,0,0.316069436608282,0,0,0,0,0,0,0,0
XEM,0,0,0,0.11540763671216,0,0.122846299751825,0,0,0.128268662283137,0,0.0566404884090426,0.180647442226883,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0402669693386158,0,0,0,0,0,0,0.0246605667001724,0,0.042206204890636,0,0.0348517912502993,0,0,0,0,-0.0914187507279642
CVIX.Index,0,0,0.0455184607560693,0.0158285056912883,0,0,0,0.0102555793628668,0,0,0.0242449494971591,-0.0508067183242655,-0.100207954439575,0.0371437081673703,0,0,0,0,0,0.0806397910105671
DXY.Curncy,0,0,0.0115533954081583,0,0,0,0.00476050393667288,0.00541136794784269,-0.0266495267225163,0,-0.00250947363289156,0,0.000169181255605696,0,0.00999374046829611,0.0102574859238448,0,0,0,0
SPX.Index,0,0,0,-0.00299086858356417,0,0,0,0,0,0,0,0,0,-0.00870979377924432,0.0154288434643493,0,0,0,0,-0.12889592904882
VIX.Index,0,0,0,0,0.0290554999712718,0,0,0.0291096789634781,0,0,0,-0.165723301455023,0,0,0,0,0.415401217363309,0,-2.14946803764133,0
