,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.15863320313469,0.0200907394828096,0,0,0.00237286293537445,0.0870138979533026,0,0.11309793324603,0,0,0,0.00661742268329369,0,0,0,0,0
ETH,0,0,0,0.252969651293291,0,0,0,0,0.129362045882941,0.214829911122337,0,0,0,0.0210161536802937,0.059525322978532,0,0,0,0,0
XRP,0,0,0,0.277019245329987,0.0873319300034938,0,0,0,0.116840257444718,0.0636135483233957,0,0.0458466869376407,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.342130059405131,0,0,0.0768048545678825,0.126268400559669,0.152521221414001,0,0.00754572986162782,0,0.0254767478450005,0.0136343231848857,0,0,0,0,0
EOS,0,0,0,0.298890744380883,0,0.0374554852134636,0,0.155965237517093,0.165921529745109,0,0,0.0722384775335129,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.139859502161364,0,0,0.135203971934643,0.148091432419463,0.182774788291416,0,0,0,0,0.0831044493224435,0,0,0,0,0
LTC,0,0,0,0.362242352168013,0.0537609005039113,0,0,0,0.0916293901978207,0,0.0485160287559325,0,0,0.0170847779355386,0,0,0,0,0,0
ADA,0,0,0,0.240287032940161,0.0582826545096082,0.209017046863225,0,0,0.0438125797974534,0.0346698877423382,0,0,0,0.0349154047427544,0.144044109265212,0,0,0,0,0
MIOTA,0,0,0,0,0.243618684899438,0,0,0.152684156660768,0,0,0,0.406323009090183,0,0,0,0,0,0,0,0
TRX,0,0.141923491252507,0,0.211717927118424,0.199351569078125,0.195066845190347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.328401242058157,0.0496793501705,0,0,0.0892668336799626,0.0648100537045442,0,0,0.106840541869673,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0708657944389176,0,0,0,0.374931457858033,0,0,0,0,0,0.233706239650595,0,0,0,0,0
DASH,0,0,0,0,0.11285295979196,0,0,0.155588553444295,0.0535289219078218,0,0,0,0,0.0620262419243618,-4.33680868994202e-19,0,0,0,0,0
ETC,0,0,0,0.465543223001062,0,0,0,0,0.0947033786408646,0,0,0,0,0,0.13942063397316,0,0,0,0,0
XEM,0,0.0794659676610159,0,0,0.206408676505537,0.199950668125036,0,0.103126110670818,0,0,0,0.109952314065615,0,0.0889224791998656,0,0,0,0,0,0
BV010082.Index,0,0,0.000881152920267508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.080786103425922
CVIX.Index,0,0,0,0,-0.0232877331308012,0,0,0,0.0899626387121953,0,0,0,-0.111387632222905,-0.0355497886295619,0,0,0,0,0,0.0193457544832473
DXY.Curncy,0,0,0,0,0,0,0,0,-0.0059286511515344,0,0,0,-0.0116645162561719,0.0051733629446428,0,0,0.02956319484784,0,0,0
SPX.Index,0,0,0,0.00456484351197829,0,0,0,0,-0.00825376789410476,0,0,0,0,0,0,0,0,0,0,-0.0581207508319927
VIX.Index,0,0,0,0,-0.308414874458067,-0.180321174911466,0,0,0,0,0,0,0,0.0605283208460112,0.139305872154514,-0.55969117529994,0.297879225837489,0,-2.47454236022754,0
