,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0660021284500226,0,0.138783861232489,0.0792302939318372,0,0.0901757006104959,0,0,0,0,0.126078811745275,0,0,0,0,0
ETH,0.229407097636903,0,0.120678939066594,0,0.484794193679966,0.0892112438088233,0,0,0,0,0,0,0.0262743571690255,0,0,0,0,0
DASH,0.0810220257004068,-0.0245586933404622,0,0,0.0911371475461942,-0.219417599363884,0,0.0408656929073413,0.0431216715687539,0,0,0.146521434351609,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.373708468950317,0.0806150851353036,0.0387413275340696,0,-0.115602059749069,0.331139224224139,0.0249525451985782,0.0459713885525127,0,0.0675838819161065,0,-0.0341879051829385,0,0,0,0,-0.113472677258324
ETC,0.0606873597744765,0.354875294717847,0.050087466255375,-0.0947959774066853,0,0,0,0,0.079254346765773,0.0727693618170289,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0.0460924350460681,0.0876426372047378,0,-0.018863578373522,0.0026383215919205,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0.142090898682868,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.232809985329241,0,0,0.110638743523676,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.29069288343869,0.0323636042979152,-0.0343811296438763,0,0,0,0,0,0.13407392943415,0,0.0391770497718693,0,0.0218291739132038,0,0.19235688399074,0,0,0
XLM,0,0,-0.0591425331256069,0.116699501424662,0.189930591598467,0,0,0.00159488806076851,-0.0499979423168574,0,0,0,0.14438116609778,0,0,0,0,-0.0986892100580057
NEO,0,0,0,0,0,0,0,0.0431393513579624,0,0,0,0,0,0,0,0,0,0
DGB,0.32920109837357,0.0179211823488427,0,-0.0668784697505844,0,0,0,0.027581016627347,0,0.174643137180585,0,0,0,0,0,0,0,0
BV010082.Index,0.0637692246245427,1.73472347597681e-18,0.0312561023543365,-0.037807153365587,-0.00911691679180151,-0.0510498636016903,0,0,-0.0264649040973818,0.130809818273532,0.0706207224360816,0,-0.0811007238664946,0,0,0,0,0.0399319928847887
CVIX.Index,0,0,-0.0509070288290764,0.0485010175557616,0,0,0,-0.0245152479357096,0,0.121048555746163,0,0,0.0237650925593681,0,0,0,0,0.120805209399045
DXY.Curncy,0.00872799994421329,0,0,-0.00614987084468702,-0.00350482792596996,0,0,-0.00908536831545538,0.00282745669835145,0.027303307459187,0.0044858054011002,0,-0.0060045335730107,0.0807701138108638,0.0268403204054498,0,0,0
SPX.Index,0,0.00228790734748953,0,0,0,0,0,0,0.00103903000598054,0,0,0,0,0,0,0,0,-0.0392285283617932
VIX.Index,0,0,-0.0465879635775795,0,-0.193036957260714,0,0,-0.0190121373259025,0,0.16804793161028,0,0,0,0,0.135112892693129,0,0,0
