,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.596514312091875,0,0.0423467328804853,0.027671923471781,0.0672131837591427,0,0.0296582888352555,0,0,0,0,0
XRP,0.213720063397922,0,0.175650755142451,0,0,0,-0.0487490213162754,0,0,0,0,0,0,-0.0383766515726563
LTC,0.490548647893963,0,0,0,0,0,0.0211806318898094,0.00578823726900291,0.0312353864590118,0,0,0,0,0.0253795248999963
DASH,0,0,0,0,0.108716125056893,0,0,0.0648562872486788,0,0,0,0,0,0
XLM,0.243123838692682,0,0.26137035280381,0,0,0,0.0819376621333237,0,0,0,0,0,0,0
DOGE,0.578237756512308,0,0,0,0,0,0.0579672136943239,0.0271528702768141,-0.0227350677498518,0,0,0,0,0
XMR,1.38692810450427,0,0,-0.213801468704943,0,0,0,-0.18497992982785,0,0,0,0,0,-0.130236898695217
XEM,0,0,0,0.089390395664445,0,0.471721413719383,0,0,0.0665328040327546,0,0,0,0,0
DGB,0.580342309155484,0,0.328287073014894,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0172198442266457,-0.042914509155556,0,0.0164061482803454,0.00271666658389799,0,-0.0255543245699974,0.00973315132279621,0,0.100882617792003,0,0,0.0403882293521597
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12901566526205
DXY.Curncy,0,-0.0405016635595747,0,0,0.0028116871575562,0,1.0842021724855e-19,-0.017295218866848,0,0.123544094665925,0.0949522327032006,0,0,-0.020083162673281
SPX.Index,0,0,0,0,0.00971639982339121,0,0,0,0,0,0,0,0,-0.0948640936251981
VIX.Index,0,-0.01160160408699,0.156369302150301,-0.0677217071784992,0,0,-0.105875250865598,0,-0.0741453203684602,0,0.183184946507252,0,-2.32720822202739,0
