,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.282995755785788,0.101747726816744,0,0.121416954404435,0,0,0,0,0,0.0113779296618964,0,0,0,0,0
ETH,0,0,0.286117326639762,0,0.132150985005406,0,0.108885304717055,0,0,0,0,0.206583682702546,0,0,0,0,0,0
XRP,0.0524603809434989,0.0545135605877916,0,0,0,2.16840434497101e-19,0.0629194813719361,8.67361737988404e-19,0,0,0.0511326365401096,0.0199081300913789,0,0,0,0,0,0
LTC,0.488027360042074,0,0,0,0.041374740167107,0.0316784250036715,0,0,0,0.0355641147678491,0.0336972570788098,0,0,0,0,0,0,0.0106913119253429
XMR,0.530837256054975,0,0,0,0,0,0.256871140057844,0,0,0.00647643397635341,0,0,0,0,0,0,0,0
ETC,0,0.12393203928055,0,0,0.198706552185254,0,0.0456219539630019,0.338954057071644,0,-0.00828023120308246,0,0.151275906528445,0.160631261031482,0,0,0,0,0.167139204377438
DASH,0.276069229820999,0.17752860312929,0,0,0.0703818208859863,0.0422537159797202,0,0.0298407553029812,0,0.00367015973383468,0.078697347487682,0,0,0,0,0,0,0.159022783379657
XEM,0,0,0,0.118926688695722,-0.144581191334221,0.0802443445628325,0.317005566185114,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.124276222855542,0,0,0,-0.0211223935427559,0.0425939268323663,0.0472598797719483,0.0750311229989486,0,0,0,0.0153251409062272,0,0,0,0,0,0
ZEC,0,0.137415653493299,0,0.547789834147337,0,-0.123312728328914,0.284898504854616,0.0254381870826361,0,0,-0.102772897153938,0,0.107422886336886,0,0,0,0,-0.153893380077785
XLM,0,0.142360371582274,0,0,0,0.12690107253368,0.0248510211124548,0,0,0.078430147835802,0,0.0475069009022064,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.114489534651758,0.173854016686533,0,0,0,0,0,0.108921320515855,0,0,0,0,0,0
BV010082.Index,0,-0.0981136319908268,0,0,0.0618268349915253,-0.0187775131204955,0.0132223925974065,0,0.0991175111585497,-0.0242613515314326,0.0297989589110307,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0.0749850992941346,0.0606133038680375,0.0176359247039228,0,0.074187965901997,-0.0622504640956308,-0.0261742262273965,0.00700238753268488,3.8968053577382e-05,0,0,0,0,0.0547039693388027
DXY.Curncy,0,0,-0.0044101515017072,0.00693624322893335,0,0,0.0128337881540193,0.00685454371971905,0.0230329042738277,-0.000257619939948679,-0.0103545793754296,0,-0.00362944058231209,0.119393637341173,0.00619669491781615,0,0,0
SPX.Index,0,0,0,0,0.00132316314006223,-0.00241809929867268,0.00874333175393029,0,0,0,-0.0050284345892611,0.00613768286403755,0,0,0,0,0,-0.0591758344237015
VIX.Index,0,-0.167068184716391,0,0,0,0.0444688517244934,0.101024434541789,0,0,-0.013687344714806,-0.196150467155889,0,0.0735093576535132,0,0,0,0,0
