,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0737201600354817,0,0.122038847180086,0,0.0798857560364747,0.0648864176908647,-0.0358622277915081,0,0,0,0.0470992283747396,0,0,0,0,0
ETH,0,0,0.0909011718583396,0,0.378706177244373,0,0.110722033026434,0.0247568533205722,0,0,0,0,0,0,0,0,0,0
DASH,0,-0.121912312769412,0,0,0,0,0,0.0765114170544368,0.0961504253807448,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.361262532409417,0.0456005505791006,0.0583538109257205,0,0.26581091419341,-0.0857868784956547,0.0433730632205669,0.0560724305488155,0,0.0635210691216624,0,-0.00695488002812502,0,0,0,0,-0.0866883298848035
LTC,0.132170747250538,0,0,0,0.046815937657123,0,0.0292435555245602,-0.0465580837345055,0.0291132093343699,0,0,0,-0.014073919855667,0,0,0,0,0
ETC,0,0.336642908556826,0.0289058261239891,-0.170498604653774,-0.0473003356377587,0.618970480738289,0,-0.0287585242496933,0.144243840145708,0,0.18595381572826,0,0.0630503168015503,0,0,0,0,0
XEM,0,0,0.233619875695313,0,0.130024129837816,0,0,0,0.0481632350289125,-0.280563510738761,0,0.195554103375454,0,0,0,0,0,0
ZEC,0,-8.67361737988404e-19,0.302604856827698,-0.00583132969972484,0.0570142566874705,0,0,0,0,0.20597781480093,0,0,0,0,-0.0515732994013374,0,0,0
DOGE,0.0206161648498235,0,0,0,0,0,0.184686383386231,0,0.143838440559232,0,0.13905157049936,-0.104838353288544,0.0739825970606353,0,0.159072478117103,0,0,0
XLM,0,0,0,0.085307427916573,0,0,0.132113682458197,0.0398184923538469,0,0,0,-0.0419882196561633,0.0914958480847054,0,0,0,0,-0.102418197398871
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.334011983324794,0.0114392379523715,0,-0.0938427404089605,-0.0214026074944292,0,0,0.0829264459975433,0,0,0.116999718424279,0,0,0,0,0,0,0
BV010082.Index,0.0319609156200776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0.101121051894211,0,-0.0494246042229638,0.153052307870813,0,0,0,-0.0282330792138482,0,0.0448316971348871,0,-0.0396381745195982,0.0219995366968741,0,0,0,0,0.156830133156299
DXY.Curncy,0.0219177477567872,0,-0.00692935329731932,-0.00344094752238913,0,0,0,0,-0.00426302028771964,0,0,-0.0169481701051898,0,0.094016426064409,0.01290188051574,0,0,0
SPX.Index,0,0.00235018844756171,0,0.00240007138853983,0.000746768353617594,0,0,0.00155589757185736,0,0,0,-0.00255504232984257,-0.00580992583902608,0,0,0,0,-0.0310878964120785
VIX.Index,0,0,-0.0596925075181644,0.0406546893612933,-0.161350002638796,0,0,0,0,0,0,0,0,0,0.0752929302628736,0,0,0
