,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.549677445541332,0.00261470287203711,0,0.0236347695862816,0,0,0,0,0,0,0,0,0
ETH,0.14194806806611,0,0,0,-0.0822025682115557,0,0.0212318540091879,0,0,0,0.228856388265064,0,-0.258073993381561,0,0,0.0579730585580508
XRP,0,0,0,0,-0.0169713544587901,0,-0.00753248552396627,0,0,0.0523177642265351,0,0,0.0529706096827248,0,0,0
LTC,0.540364733372209,0,0,0,-0.00268982150037046,0,0,0,0,0,0,0,0,0,0,-0.00723152345534184
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0294399136796502,0,0.117971705447713,-0.0072319603485043,0,-0.0368435359567476,0.063343807174503,0,0.0134262202702228,0.0422819116392664,0,0.03684341299452,0,0,0
XEM,0.933843632790782,0,0,0.236632441825444,0,0,0,0,0,0.355176433365437,0.27315403534755,0,0.307878681062634,0,0,0.111374954316137
DOGE,0.374227071605498,0.0235899698808548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.526651141721461,-0.066178512657915,0,0,-0.00380597862130399,0,0,0,0,-0.0354705871750028,0,0,0,0,0,-0.0269845443689002
XLM,0.219023370911133,0,0,1.38777878078145e-17,-0.04837361467023,0,0.13691339646451,0,0.0598111200570026,0,0,0,0,0,0,0.0746084605340618
DGB,0,0.231766471252516,0,0,0.0235717556988375,0,0.0765251751231849,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0494580569734603,0,0,0,-0.0225143304903533,0,0.0299361117035311,0,0,0,0,0,-0.0621300822357996
CVIX.Index,0,-0.0389436423067884,0.134164975083378,0,0,0,0,0,0,0,0,0,0,0,0,0.0887119278290359
DXY.Curncy,0,0,0,0.00844855766305778,-0.000587646629035247,0,0.00114530170662487,-0.0136510579161623,-0.0104465536904945,0,0,0,0.0397087940284801,0,0,0
SPX.Index,0,0,0,-1.11725129748588e-06,0,0,-1.28561048444896e-07,0,0,0,0,0,0,0,0,-0.0609545439361257
VIX.Index,0,0.115364060406294,0,-0.211200722683821,0.0896046600437945,0.101212861012733,-0.101523910314175,0,0.0160718010115331,0.26740137019028,0,-0.204292853525072,0.588277305227421,0,-2.77392488688904,0
