,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.120945300999555,0,0.0194309082931825,0.0555811240098992,0,0.114647761513903,0,0,0,0.00804360064303191,0,0,0,0,0,0
ETH,0,0,0,0,0.179101599430125,0,0.0647566668938242,0.019801042228444,0.0395502305189288,0.102690029312421,0,0,0,0.0283170603525971,0,0,0,0,0,0
XRP,0,0.362030142421911,0,0.047135166071177,0,0,0,0.079465762801508,0.057387764713887,0.0783683520078156,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0
BCH,0,0,0,0,0.039459841257323,0,0,0.17179885232858,0.0587698865784559,0,0.221782998005037,0,0.046388088903947,-6.93889390390723e-18,0,0,0,0,0,0
LTC,0,0.0757733319102151,0,0,0,0,0.0277014999267528,0.0572579404814663,0,0,0.702370025157033,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.0126864759206151,0.0257116217459788,0,0.121561818935779,0.0676150041570548,0,0.136849636515887,0,0,0,0.137622168488981,0,0,0,0,0,0
XEM,0,0,0,0,0.0646962933372565,0,0,0.0510190997861681,0,0.121577444769998,0,0,0.0496330788717687,0.0713410970083522,0,0,0,0,0,0
NEO,0,0,0,0.0280635359026351,0.0971651091918487,0,0.29256837860778,0,0,0,0,0,0.0997286342797235,0,0.0238808485064426,0,0,0,0,0
XMR,0,0,0.121404478567541,0.0135251735248767,0.0653780491394975,0,0,0.010182011223233,0,0.0370599523184113,0,0,0.0510000439226707,0.196817523775523,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.0579655937083299,0,0,0,0,0,0.0869876291597676,0.309734933605865,0.303016746738435,0,0,0,0,0
ETC,0,0,0,0.00802887416521369,0.449563636124417,0,0,0,0.0111922477252567,0.13116294228938,0,0,0.0241286695384441,0.0243740266636525,0.0502590702702354,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.0899994470877545,0,0,0.128128827711259,0.0805629822715058,0.163202674107919,0.127429523055127,0.190556878931514,0,0,0.0336095542404668,0,0,0,0,0,0
ZEC,0,0,0,0.020528616795464,0,0,0.176505001783836,0,0.0855167153776286,0.0186843481316992,0.100688753168839,0,0.0233914219172258,0,0.225656197908264,0,0,0,0,0
EOS,0,0,0,0,0.217688090328775,0,0,0.157501813419541,0,0.151041199358972,0,0,0.0217036982619125,0.0938765411177686,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0256310036416428,0,0,0,0.000929592510334998,0,0,-0.00975596014848735,0,0,0,0.0342470667293027,0,0,0,0,-0.0351081269572223
CVIX.Index,0,0,0,0.0176047998547575,0,0,0,0,0,0,0,0.0153155422523801,0,0,-0.030795555844204,0,0,0,0,0
DXY.Curncy,-0.00452953253840814,0,0,-0.0019575260698724,0,-0.0248229470343899,0,0.00479616992972972,0.00044456218286269,0,0,-0.00498927329143369,0.000929491598885677,0.0074684437417286,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00134189916629108,0,0,-0.00126738666229174,0,0,0,0,0,0.000757986631708049,0,0,0,0,-0.0295952095325773
VIX.Index,0,0.239876605131618,0,0,0,-0.25602686116745,0,-0.0291367617453332,-0.0105481824755015,0.0825008264688797,-0.0596058920513283,0.0754817555173977,0.0339980466735618,0,-0.063905773863384,0,0,0,0,0
