,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.212908436071741,0,0.027148601849894,0.0713119731899122,0,0.0627410176232524,0.0579613694443239,0.126667939464722,0,0,0,1.73472347597681e-18,0,0,0,0,0
ETH,0,0,0,0.0450029221382603,0,0.0526972087626078,-4.33680868994202e-19,0,0,0,0.0275801890485311,0,0,0.0562498483570847,0.147596025280772,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.0628193836962841,0,0.0177815349288734,0.0344847705999531,0,0,0.254659175406268,0.116244879516683,0,0,0,0,0
BCH,0,0,0,0,0,0,0.0678273691270381,0,0,0.0762935115994665,4.33680868994202e-19,0.265722487421515,0.150063587273803,-1.0842021724855e-19,0.0829584891706882,0,0,0,0,0
LTC,0,0,0,0.146858215512724,0,0,0,0,0.106343096519639,0.0476886595389612,0.0964525823533319,0,0,0.0547499384658193,0.147665421730581,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0.0760440071622369,0.0844424915941342,0.100611737784785,0.12369309720169,0,0,0.118364772902232,0.033244377970958,0,0,0,0,0
NEO,0,0.0261057482870275,0,0.114211711551677,0,0.0332236905589919,0,0,0,0.0655989265909932,0.128818393663529,0,0.11604613954448,0,0.250368968210039,0,0,0,0,0
XLM,0,0,0.309217917380566,0,0,0.17337816457957,0,0,0.0756140670260899,0.0571296524551988,0,0,0,0.122360217559171,0.0299846252756254,0,0,0,0,0
EOS,0,0,0,0,0,0.0631689287808261,0,0.0848620250030514,0,0.0979584665402446,0.0976316067892719,0,0.0384128063784704,0.0290869145740353,0.319672405960712,0,0,0,0,0
XEM,0,0,0,0,0,0.376540437449537,0.102655187392775,0.0201681028177866,0,0,0,0,0,0.104449136006198,0,0,0,0,0,0
XMR,0,0,0,0.0307151971502483,0,0.0842229982227835,0.106217645809724,0,0,0,0,0.154372090101011,0.262798884277072,0.0300033256644704,0.0563431474646819,0,0,0,0,0
DASH,0,0,0,0.0351115349284024,0,0,0,0,0.100479437433444,0.0493104096426359,0.103716147301753,0,5.42101086242752e-20,0.182989387006537,0.0694520482467271,0,0,0,0,0
MIOTA,0,0,0.00961992352284414,0,0,0.0284752526664554,0.0278645604110773,0,0.151211924678158,0,0.120424893760462,0,0,0.253306942512274,0.0719216966255491,0,0,0,0,0
TRX,0,0,0.29764710252674,0.386139658530003,0,0,0,0,0,0.187978320689768,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0,-3.46944695195361e-18,0,0,0.266412292696532,0.0655954848794715,0.062439575049043,0.114659003241535,0,0,0,0.199426869296904,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327151759999842
CVIX.Index,0,0,0,-0.0278601238217053,0.0468671646588567,0.0294142179399963,0,0,0,0.0182310207078556,0,0,0,-0.0617820215063657,0,0,0,0,0,0.0360391046590304
DXY.Curncy,0,0,0,0,-0.00823387595959481,0,0,-0.0063341794264111,0,-0.00421955005932902,0,0,0,0,0.00613888978630418,0,0,0,0,0.0106349641426186
SPX.Index,0,0,0,0,0,0.0126585449060759,0.000910045411044672,0,0,0,0,0,0,-0.0144201035308182,0,0,0,0,0,-0.0571855049392812
VIX.Index,0,-0.200797366343108,0,-0.323113958027657,-0.00139098084697411,0,0.11250392570664,0,0,0.139015144384408,0.132731402245404,0,0,0.368001982482608,-0.249683400816925,0,0,0,-3.98349459870573,0
