,BTC,XRP,ETH,BCH,XLM,EOS,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0102029289070491,0.0771355629770497,0,0,0,0,0,0.0574712738487544,0,0.091809172528886,0,0,0,0,0,0,0,0
XRP,0,0,0,0.023768976881772,0.0558336475011232,0,0,0,0,0,0,0.402993089360607,0,0,0,0,0,0,0,0
ETH,0,0.083493028177958,0,0.121074323988352,0,0,0,0.260063494499488,0,0,0,0.137775342483375,0,0,0,0,0,0,0,0
BCH,0,0,0.461794046714404,0,0,0,0,0.0454912922671022,0,0.153951502100291,0,0.216867162967006,0,0,0,0,0,0,0,0.0157098912687683
XLM,0,0.132580498898868,0,0.00454961751296429,0,0,0,0.488339784734404,0,0.128003059925863,0,0,0,0,0,0,0,0,0,-0.0141198390070403
EOS,0,0.0090656168775567,0.172673474902181,0.0642636250105526,0,0,0,0.218939604876521,0,0.135591752225413,0,0,0,0,0,0,0,0,0,0
LTC,0,0.0554910650176259,0.100855833543121,0.108801943437015,0,0,0,0.0761886007645783,0,0.0875141864840822,0,0.0860044901140146,0,0,0,0,0,0,0,0
ADA,0,0,0.07814783526853,0.0782850478874784,0.227051053981597,0,0,0,0,0.13327293339803,0,0.32942756911155,0,0,0,0,0,0,0,0
XMR,0,0.0324505530894835,0.0997596305990343,0.064937874601025,0,0,0,-3.46944695195361e-18,0,0,0,0.225309933228895,0,0,0.0663575133172241,0,0,0,0,0
TRX,0,0,0.194225714364247,0.0825362900069054,0.124442293991969,0,0,0.145299497686909,0,0,0,0.114232436846456,0,0,0,0,0,0,0,0
DASH,0,0,0.369959765520973,0,0,0,0,0.14208041302716,0.199877381756317,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.043984007904534,0,0.147076664413873,0,0,0,0.321142701883126,0.119905405763895,0.108908586262574,0,0,0,0,0,0,0,0,0,0
BNB,0,0,0.280352748631926,0.0682252451232701,0,0,0,0.0820750045529491,0,0.0149230997585771,0,0.0121315532143797,0,0,0,0,0,0,0,0
XEM,0,0,0,0.00388423760912662,0,0,0,0.205844947370648,0,0.178907699700332,0,0.261635488323226,0,0,0,0,0,0,0,0
ETC,0,0.00908450413877843,0,0.174727969219486,0,0,0,0.0153926475144942,0,0.013432174624322,0,0.204435344894676,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225187525681621
CVIX.Index,0,0.0190877028759727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393439971239929
DXY.Curncy,0,-0.0108870970915403,0,0,0,0,0,0,0,0,0,0.00332720151143059,0.0161743418915971,0.00567514226119833,0,0,0,0,0,0
SPX.Index,0,-0.0236572746814222,0,0.0114679630920821,0,0,0,0,0,0,0,0,0,0.0163268029176697,0,0,0,0,0,-0.109271789749112
VIX.Index,0,-0.22287169381755,0,-6.93889390390723e-18,0,0,0.10971724347547,0,0,0,0,0,0,0.142715869830008,0,0,0.213406355056442,0,-5.38331740057568,0
