,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.151946002511381,0,0.00628034501575023,0,0,0,-0.00542503470280218,0,0.0103148799216633,0,0,-0.0196231606941633,0,0,-0.0127612020730116
ETH,0,0,0,0,0,0.0401591130509888,0,0.0675862866818939,0,0,0,0,0,0,0,0,0,0.11524292743134
XRP,0,0,0,0,0,0,0,0.0447913663399552,0,0.416676054950741,-0.0499368412256109,0,0,0,0,0,0,0
LTC,0.35708475028145,0,0.00600557764224515,0,0.0501951910090454,0.00397266174211763,0,0,0.0346688316362737,0,0,0.00419586123147582,0,0,0,0,0,0
ETC,0,0,0.064663292882612,0,0,0,0,0,0,0,-0.023228415717507,0,0,0,0,0,0,0
XMR,0,0.271753344066724,0,0,0,0,0,0.180350764025532,0,0.0243064126026505,-0.137661134803327,0,0,0,0,0,0,-0.0490742135846648
DASH,0,0,0,0,0,0.0592940632217791,0,0,0,0,-0.0546679672651036,-0.00943536511027603,0,0,0,0,0,0
XEM,0,0,0.217844280317186,0,0.0712265576216122,0.0502450183974981,0.2772897305004,0,0,-0.0222199367192256,0.0299265620738671,-0.0333103999343683,-0.0113095897497829,0,-0.853562366609338,0,0,0
DOGE,0,0,0.0662939465029886,0,0,-0.0456496244446764,0,0,0,0,0.0101483918065012,-0.00861284951308653,0,0,0,0,0,0
XLM,0,0,0.53283150500529,-0.161292096581087,0.108027962954284,0.0918756806881811,0,-0.0635934799279628,0,0,0.0259631853693646,0,0.15002511833309,0,0.289710107485223,0,0,0
NEO,0,0,0,0,0,-0.399321409469276,-0.98689863641332,0.116980881633818,0,0,0,0,0,0,0,0,0,0.189967530407016
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,-0.144911334810813,-0.0376785190902171,0,0,0,0.0265706963872474,0,-0.0854598480112379,0,0,0.323354565303129,0,0,-0.0611781845410188
BV010082.Index,0,0,-0.0778249425572971,0,0,-0.00017905198136607,0,0,-0.260090430881272,0.0364833030302679,0,0,0.0297062690579051,0,0.0493760056282409,0,0,0
CVIX.Index,0,0,0,0,0,0,0,-0.0309767611140347,0,0.0671829004888921,0.00651418793460662,0,0,0,0,0,0,0.102175173503419
DXY.Curncy,0,0,-0.0141092302500884,0,0,-0.00472872693728463,0,-0.00222916729095682,0,0.00977135069436331,-0.000614625570447991,0,0.00802075535373268,0.0218095970797392,0,0,0,0
SPX.Index,0,0,0.00439619140583466,0,0,0,0,0.0125626597202405,0,0,0.000861668752953032,0,0,0,0,0,0,-0.0680915338442634
VIX.Index,0,0,0.134156191550449,0,-0.0589925689649207,-0.0548294251252538,0,0.168977766321489,0,-0.235884586691221,0.0162070207165158,0,0,0,0.428892848497108,0,-5.75703396551085,0
