,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.169173970709835,0,0.0863595071325988,0,0,0.00394912587367356,0.0353056388008431,0.152435928190726,0,0.0553085431789437,0.0440097381909615,0,0,0,0,0,0
ETH,0,0,0,0.264797207622734,0,0,0.142883947915563,0,0.0134786166710711,0,0.0549114724277812,0,0.00865699419406931,0,0.0313699391783847,0,0,0,0,0
XRP,0,0,0,0.0870282353007197,0,0.116678826306631,0,0,0.00559008857381413,0,0.0465106715426404,0,0.11848200323045,0.0402565133727584,0.0855573132408086,0,0,0,0,0
BCH,0,0,0.0226716690336498,0,0,0.0636226010389474,0,0.0952573451375961,0,0.188945278695942,0,0,0.0539202688596359,0.014598059650962,0,0,0,0,0,0
LTC,0,0,0,0.217944152653548,0,0,0,0.0976454710263959,0.000784597175427657,0,0.0832663183477514,0,0,0.0637611581435532,0.134188289065671,0,0,0,0,0
EOS,0,0,0,0,0,0,0.0790596956281357,0,0,0.0496885714281905,0.104614409323889,0,0,0.112155016069045,0.285759514228021,0,0,0,0,0
ADA,0,0,0,0,0,0.184246833823298,0,0.153435015178651,0.0616735346931719,0,0.0819143516247055,0,1.73472347597681e-18,0.136261631241754,0,0,0,0,0,0
XLM,0,0,0.379495817901598,0,0,0,0,0,0,0,0.112505722872709,0,0.123500466460616,0.151503748402233,0.0137929387058537,0,0,0,0,0
NEO,0,0,0,0,0,0,0.080641444748967,0,0,0.250161538172145,0.111646756438825,0,0,0,0.219502258712723,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0883432172541923,0,0.128450593248598,0.177958055259469,0,0.114888091250365,0,0.174404645595024,0,0.059077355149324,0,0,0,0,0
XMR,0,0,0.0913442355336835,0,0.115143933198849,0.0529294711152161,0,0.035961930432863,0.122744038739083,0,0,0,0.153359455481703,0,0,0,0,0,0,0
DASH,0,0,0,0.0130634692373966,0,0,0.178115217165307,0.0176775226341514,0.00615971540601315,0,0.0847630468494122,0,0.158569819349959,0,0.0211345799162391,0,0,0,0,0
TRX,0,0,0,0.240339979161082,0,0.187146866888147,0,0,0,0.258505414212736,0,0.119993439673631,0,0.0874262871345026,0,0,0,0,0,0.0259664366398594
XEM,0,0,0,0,0.15138151563408,0,0.286290772715951,0.20308791592085,0,0,0,0,0.253415343592879,0,0,0,0,0,0,0
ETC,0,0,0.0259050644156914,0,0,0.222052857027757,0,0.0105214703836261,0.161935824479192,0.144478978655825,0,0,0.0987123947348314,0.0715271915490329,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265909934464818,-0.00596198242500967,0,0,0,0,0,-0.0262964315147291
CVIX.Index,0,0,0.0214722744204337,0,0.0123071777588151,-0.0329391262913565,0.0440038429478895,0,0,0.0248499019525234,-0.0555163770706112,0,0,0,0,0,0,0,0,0.0320097251170862
DXY.Curncy,0,0,0.00466601220383317,0,-0.0110917719030735,0,0,-0.0180832252172525,0,0,-0.0082886428998079,0.0265514307628054,-0.0120212163618632,-0.00299751444971285,0.0107185650571854,0,0,0,0,0.00989308789852775
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105241084687021,0,0,0,0,0,0,-0.0641272957581578
VIX.Index,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0795161140438548,0,0,0.0911917593501881,0,0,0,0,-4.56604988120899,0
