,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,BNB,EOS,XTZ,TAGZ5,LINK,XLM,ADA,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0397486844881612,0,0,0.132389947461944,0,0.157015542845071,0,0.1435134021133,0.00823850825580711,0,0,0,0,0,0,0,0,0
INNBCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0015515922575642,0.197550137612071,0,0,0,0.263230969680137,0.00237999597140401,0,0,0.0787076174361962,0,0,0,0,0,0
XRP,0,0,0.321290155694468,0,0,0.107216596253757,0,0,0,0.129989335710043,0,0,0,0,0,0,0,0,0,0
BCH,0,-0.00290707575277509,0,0,0,0.359083855725441,0,0,0.0761932298283699,0.180230879615075,0.01895913014093,0,0,0,0,0,0,0,0,0
BSV,0,-0.0050660889993587,0.287653367269369,0,0.444441656982807,0,0,0.0206852899399803,0,0.0355829354217498,0,0,0,0,0,0,0,0,0,0
LTC,0,-0.00121044536749528,0,0,0.0152360240910441,0.177329557626589,0,0.0200550376927436,0,0.161507200531843,0,-4.33680868994202e-19,0,0.256694614705478,0,0,0,0,0,0
BNB,0,-0.00436259845574204,0.358318549475526,0,0.146592787404061,0.0287386450420183,0,0,0,0.193461495449684,0,0,0,0.0513794903906591,0,0,0,0,0,0
EOS,0,-0.00328176689782075,0.0357206989871518,0,0.25838624082555,0.141126085723017,0,0.00680883535611594,0,0.176055151680347,0,0,0,0.0538308196578291,0,0,0,0,0,0
XTZ,0,0,0.093096064001232,0,0,0,0,0.135463481968276,0,0,0.00470555503302965,0.368368440590429,0,0,0,0,0,0,0,0
TAGZ5,0,0.0029521315052134,0.141607297951581,0,0.0713822114214659,0.11863908012629,0,0,0,0.0596799895780451,0,0,0,0,0,0,0,0,0,0
LINK,0,-0.00231282143211447,0,0,0,0.154190315930681,0,0,0,0.665698125067678,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.0237501620508106,0.132813860084069,0,0.138840678976443,0.0310372120543607,0.157710876042908,0,0,0,0.0875181318299165,0,0,0,0,0,0
ADA,0,-0.00303291088738254,0.312323289829216,0,0,0.0596605253007005,0,0.0486003336781456,0,0.289864934316421,0,0.0125038136861962,0,0,0,0,0,0,0,0
XMR,0,-0.00347306925861409,0.0324905348778023,0,0.0726098422855472,0.146919267481142,0,0,0,0.154083341094583,0,0,0,0.22563815275339,0,0,0,0,0,0
BV010082.Index,0,0.00332177426413839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122789211198615,0,0,-0.105969307243301
CVIX.Index,0,-0.0072945874211106,0,-0.225551476210935,0,0,0.535136655191656,8.67361737988404e-19,0,0,-0.0326656472732443,-0.0394012855091622,0,0,-0.338892746097155,0,0,0,-0.630347903119233,0.0697531086229289
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646900369318369,0,0,0,-0.011549865953741
SPX.Index,0,0.00197705292188491,0,0,0,0,0,0,0,0,-0.00964443789424754,0,0,0,0,0,-0.0214989794108714,0,0,-0.252663184157956
VIX.Index,0,0.0264623624024452,0,0,0,-0.104257642056951,0,0,0,0,-0.031354706719606,0,0,0,0,0,0,0,-2.16860736350716,0
