,BTC,ETH,XRP,LTC,DASH,XEM,ETC,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0471878262223669,0.0863750271582283,0.0371898626547479,0.0850181788138318,-0.0139834034493744,0,0.0511229896826347,0,0.0471566262419595,0,0,0,0,0
ETH,0,0,-0.0378124956021904,0,0.123344549282466,0,0,0.444588676997191,0,0,0.140010575466861,0,8.67361737988404e-19,0,0,0,0,0
XRP,0,0.0549394191888906,0,0,0,0,0,0,0.0168599736207216,0,0.396047092918079,0,-0.0760212701258272,0,0,0,0,0
LTC,0,0.0508882570399011,0,0,0,-0.0740565040635336,0.013261172426584,0.0353539187560259,0.0283019715905567,0.115368123866629,0.128012864104722,0,0,0,0,0,0,0
DASH,0,0,-0.1377317704543,0,0,0.0620248550126621,0,0,0.0600578535555152,0,0,0,0,0,0,0,0,0
XEM,0,-0.0818585762529367,-6.93889390390723e-18,-0.0163049756771513,0.034690234009831,0,0,0.196631825032438,0.128663463872539,-0.126791847257606,0,0,0.207762418188182,0,0,0,0,-0.0739514604390707
ETC,0,0.338426161604271,0,0,0.106865483812615,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.322007350030939,0,0,0,0.0277148963242174,0,0,0.056889012531652,-0.0710252893257496,0,0,0.013904111538923,0,0,0,0,0
ZEC,0,0,0.00737059208190937,-0.0535716919040824,0.214383413961171,0.0840753498115192,0.0444849844156874,0.095879509669156,0,0.183700960446312,0,0.088563224688914,0,0,0,0,0,0
DOGE,0.0816066471075015,0.151371606837292,0.14832992434847,0.13655840869699,-0.0280623168154179,0,0,0,0.204158217537582,0,0.0904057094812915,0,0.0433627616137448,0,0,0,0,0
XLM,0,0.0117750634169743,0.398926410658086,0.147204367477222,0,0,0.0333761223858018,0,-0.00367821891259978,0.198968593497287,0,0,0.263488522998574,0,0,0,0,-0.0828055894136
NEO,0,0,-0.0268531640625805,0,0.0297226734724733,0,0,0,0.170388862388915,0,0.058829272317078,0,0,0,0,0,0,0
DGB,0.469863183958285,0.0394795030711408,-0.12735942361235,-0.0387440992047773,0.0339635177091809,0.0193309167186736,0,0,0,-0.0360728608285788,0.210187853371908,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0113570819781097,0,0,-0.0544541392337048,0,0,0,0,0,0.0193051918324511,0,0,0,0,-0.0844334777038562
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.00619596479460443,-0.00194547645490073,-0.00443836046973541,0,0,0,0,0,-0.0144986244418292,0,0,0,0,0,0.0193652906675974
SPX.Index,0,0,0.00119618364702798,0.00340179280389988,0,0.000223303737613863,0,0.0067926755214846,0,0,0,-0.00499574404842762,0,0,0,0,0,-0.0238781352399298
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
